record_id,year,country,region,income_group,population_million,healthcare_index,pathogen,pathogen_type,gram_status,who_priority,natural_reservoir,setting,specimen_type,isolates_tested,resistant_isolates,susceptible_isolates,resistance_rate,mdr,xdr,pan_resistant,antibiotic_use_ddd,incidence_per_100k,mortality_per_100k,amr_attributable_mortality_per_100k,treatment_options_remaining,economic_burden_per_patient_usd,surveillance_quality_score,one_health_link
AMR0006073,2014,Senegal,West Africa,Lower-Middle,18,42,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Veterinary,Genital,99,36,63,0.3687,1,0,0,23.98,127.11,20.535,2.4773,6,4353,2,1
AMR0006074,2014,Senegal,West Africa,Lower-Middle,18,42,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Hospital-ICU,Respiratory,20,9,11,0.4656,1,0,0,16.42,62.83,11.414,1.9106,4,8870,1,1
AMR0006075,2014,Senegal,West Africa,Lower-Middle,18,42,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Hospital-ICU,Stool/Rectal,69,19,50,0.2851,0,0,0,16.65,68.4,8.407,0.8005,3,2930,2,0
AMR0006076,2014,DR Congo,Central Africa,Low,99,28,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Hospital-ICU,Stool/Rectal,10,6,4,0.6619,1,1,0,11.71,39.3,18.308,4.3488,2,1220,1,1
AMR0006077,2014,DR Congo,Central Africa,Low,99,28,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Hospital-non-ICU,Genital,41,30,11,0.7457,1,1,0,15.81,69.25,34.135,10.4502,1,2430,2,0
AMR0006078,2014,DR Congo,Central Africa,Low,99,28,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Veterinary,Urine,10,6,4,0.6278,1,1,0,18.91,53.82,23.466,4.7743,0,1454,1,0
AMR0006079,2014,DR Congo,Central Africa,Low,99,28,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Hospital-non-ICU,Wound/Skin,13,8,5,0.6658,1,1,0,15.42,68.25,36.198,8.4429,1,1181,1,0
AMR0006080,2014,DR Congo,Central Africa,Low,99,28,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Community,Urine,32,18,14,0.5642,1,0,0,11.31,105.52,26.063,6.049,0,906,1,0
AMR0006081,2014,DR Congo,Central Africa,Low,99,28,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Hospital-non-ICU,CSF,18,11,7,0.6389,1,1,0,17.84,94.09,24.044,5.2492,3,985,1,0
AMR0006082,2014,DR Congo,Central Africa,Low,99,28,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Hospital-ICU,Sputum,245,149,96,0.6115,1,1,0,19.63,114.62,35.436,6.5694,5,910,2,0
AMR0006083,2014,DR Congo,Central Africa,Low,99,28,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Veterinary,Stool/Rectal,32,19,13,0.602,1,1,0,19.84,136.08,33.224,7.9981,1,1196,1,0
AMR0006084,2014,DR Congo,Central Africa,Low,99,28,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Hospital-non-ICU,Respiratory,38,21,17,0.5706,1,1,0,15.85,58.01,17.483,3.9912,3,1059,1,1
AMR0006085,2014,DR Congo,Central Africa,Low,99,28,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Long-term Care,Catheter tip,10,4,6,0.4434,1,0,0,15.54,55.84,19.298,3.59,2,2568,2,0
AMR0006086,2014,DR Congo,Central Africa,Low,99,28,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Community,Respiratory,32,24,8,0.7515,1,1,0,19.89,60.63,35.223,8.7413,1,2166,2,0
AMR0006087,2014,DR Congo,Central Africa,Low,99,28,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Community,Genital,17,4,13,0.2732,1,0,0,16.9,145.07,23.38,2.4367,4,938,1,0
AMR0006088,2014,DR Congo,Central Africa,Low,99,28,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Community,Blood,42,21,21,0.5051,1,0,0,18.41,143.37,44.877,6.8185,2,1434,1,1
AMR0006089,2014,DR Congo,Central Africa,Low,99,28,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Veterinary,Respiratory,52,20,32,0.3899,1,1,0,17.57,114.61,18.929,2.2542,5,923,1,0
AMR0006090,2014,DR Congo,Central Africa,Low,99,28,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Hospital-non-ICU,CSF,14,4,10,0.2938,0,0,0,12.52,171.12,19.745,2.3974,4,1133,3,0
AMR0006091,2014,DR Congo,Central Africa,Low,99,28,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Long-term Care,Stool/Rectal,10,6,4,0.6535,1,1,0,13.8,50.47,26.605,6.6529,2,733,1,0
AMR0006092,2014,DR Congo,Central Africa,Low,99,28,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Community,Urine,44,20,24,0.4661,1,0,0,12.94,137.87,39.663,7.4875,2,1007,1,1
AMR0006093,2014,DR Congo,Central Africa,Low,99,28,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Community,Urine,191,100,91,0.528,1,0,0,18.55,48.67,24.428,5.2866,8,1739,1,0
AMR0006094,2014,DR Congo,Central Africa,Low,99,28,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Community,CSF,21,9,12,0.4533,1,0,0,14.74,185.92,56.356,7.297,1,1487,3,0
AMR0006095,2014,DR Congo,Central Africa,Low,99,28,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Hospital-non-ICU,Respiratory,10,6,4,0.6353,1,1,0,12.56,156.63,33.228,6.4702,3,939,1,0
AMR0006096,2014,DR Congo,Central Africa,Low,99,28,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Community,Blood,10,3,7,0.3191,1,0,0,16.91,110.3,13.244,1.2639,1,849,1,0
AMR0006097,2014,DR Congo,Central Africa,Low,99,28,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Hospital-ICU,Sputum,12,4,8,0.3725,1,0,0,16.61,225.09,34.337,4.7459,2,2918,2,0
AMR0006098,2014,DR Congo,Central Africa,Low,99,28,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Long-term Care,Urine,17,5,12,0.3165,0,0,0,10.76,47.99,8.082,0.8052,0,1162,1,1
AMR0006099,2014,DR Congo,Central Africa,Low,99,28,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Long-term Care,Blood,20,8,12,0.4296,1,0,0,13.61,99.47,27.752,3.7983,4,2225,1,1
AMR0006100,2014,DR Congo,Central Africa,Low,99,28,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Hospital-non-ICU,Wound/Skin,10,2,8,0.2736,0,0,0,18.29,79.85,11.625,1.0998,2,1679,2,0
AMR0006101,2014,Mozambique,East Africa,Low,33,30,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Community,Catheter tip,24,16,8,0.7033,1,1,0,10.44,81.28,43.086,10.0631,3,2916,1,1
AMR0006102,2014,Mozambique,East Africa,Low,33,30,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Hospital-ICU,Bone/Joint,12,8,4,0.729,1,1,0,8.61,42.93,17.13,4.5445,1,1205,1,0
AMR0006103,2014,Mozambique,East Africa,Low,33,30,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Veterinary,Respiratory,74,57,17,0.7799,1,1,0,15.14,72.02,32.477,8.7416,1,2021,1,0
AMR0006104,2014,Mozambique,East Africa,Low,33,30,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Veterinary,Catheter tip,28,14,14,0.5336,1,0,0,9.64,110.38,67.752,10.424,3,4419,1,0
AMR0006105,2014,Mozambique,East Africa,Low,33,30,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Hospital-ICU,CSF,18,10,8,0.5836,1,0,0,10.87,81.5,24.151,5.1868,4,353,1,0
AMR0006106,2014,Mozambique,East Africa,Low,33,30,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Veterinary,Sputum,22,13,9,0.6247,1,1,0,13.77,74.4,16.277,4.145,1,1894,1,0
AMR0006107,2014,Mozambique,East Africa,Low,33,30,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Hospital-ICU,Respiratory,26,15,11,0.603,1,1,0,12.64,100.41,33.959,7.8019,1,458,1,0
AMR0006108,2014,Mozambique,East Africa,Low,33,30,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Long-term Care,Respiratory,74,28,46,0.3914,1,0,0,14.62,47.02,16.149,2.1654,7,509,1,0
AMR0006109,2014,Mozambique,East Africa,Low,33,30,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Long-term Care,Blood,10,5,5,0.5137,1,0,0,15.19,91.34,21.293,3.7967,2,1453,3,1
AMR0006110,2014,Mozambique,East Africa,Low,33,30,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Community,Urine,10,6,4,0.613,1,1,0,8.61,50.99,13.311,3.354,1,993,1,0
AMR0006111,2014,Mozambique,East Africa,Low,33,30,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Hospital-ICU,Sputum,10,7,3,0.7428,1,1,0,11.47,116.58,53.918,13.8318,0,793,1,0
AMR0006112,2014,Mozambique,East Africa,Low,33,30,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Community,Urine,150,51,99,0.3413,1,0,0,10.36,137.74,15.369,1.7932,2,1314,1,0
AMR0006113,2014,Mozambique,East Africa,Low,33,30,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Hospital-non-ICU,CSF,126,76,50,0.6096,1,1,0,14.94,117.66,39.17,7.0557,2,2008,2,1
AMR0006114,2014,Mozambique,East Africa,Low,33,30,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Long-term Care,Sputum,32,13,19,0.4255,1,0,0,13.87,100.36,14.208,2.3781,3,1500,2,0
AMR0006115,2014,Mozambique,East Africa,Low,33,30,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Long-term Care,Blood,14,5,9,0.4282,1,0,0,12.93,115.02,12.842,2.2582,1,1007,2,0
AMR0006116,2014,Mozambique,East Africa,Low,33,30,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Community,Blood,10,6,4,0.6785,1,1,0,10.52,65.27,43.934,10.3426,5,2087,2,0
AMR0006117,2014,Mozambique,East Africa,Low,33,30,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Veterinary,Blood,13,7,6,0.5439,1,0,0,11.13,34.73,8.031,1.3344,4,1340,1,1
AMR0006118,2014,Mozambique,East Africa,Low,33,30,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Community,Sputum,215,115,100,0.5356,1,0,0,15.32,82.62,46.47,7.1052,5,921,1,0
AMR0006119,2014,Mozambique,East Africa,Low,33,30,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Veterinary,Respiratory,56,34,22,0.6157,1,1,0,13.88,94.08,22.304,4.2679,2,2050,2,0
AMR0006120,2014,Mozambique,East Africa,Low,33,30,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Hospital-non-ICU,Genital,17,7,10,0.4474,1,0,0,13.12,118.12,26.396,3.5599,2,738,1,0
AMR0006121,2014,Mozambique,East Africa,Low,33,30,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Long-term Care,Genital,102,30,72,0.2972,0,0,0,9.15,67.78,10.739,1.2849,4,1029,1,0
AMR0006122,2014,Mozambique,East Africa,Low,33,30,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Hospital-non-ICU,Bone/Joint,51,15,36,0.3035,1,0,0,11.44,148.51,27.079,2.3538,3,1005,2,0
AMR0006123,2014,Mozambique,East Africa,Low,33,30,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Community,Stool/Rectal,63,17,46,0.2855,0,0,0,10.09,125.3,22.827,2.6829,7,585,1,1
AMR0006124,2014,Mozambique,East Africa,Low,33,30,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Long-term Care,Bone/Joint,32,14,18,0.468,1,0,0,10.56,36.03,10.29,1.5254,4,882,2,1
AMR0006125,2014,Mozambique,East Africa,Low,33,30,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Long-term Care,Blood,12,4,8,0.359,1,0,0,14.21,143.36,25.229,3.7691,7,1124,1,0
AMR0006126,2014,Afghanistan,Central Asia,Low,41,25,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Veterinary,Blood,49,26,23,0.5403,1,0,0,14.02,61.47,35.083,6.9713,2,1074,1,1
AMR0006127,2014,Afghanistan,Central Asia,Low,41,25,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Long-term Care,CSF,10,7,3,0.7287,1,1,0,22.65,45.59,18.228,5.3218,1,3474,2,0
AMR0006128,2014,Afghanistan,Central Asia,Low,41,25,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Long-term Care,Blood,61,31,30,0.5143,1,0,0,23.14,57.03,40.747,6.339,2,1034,1,0
AMR0006129,2014,Afghanistan,Central Asia,Low,41,25,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Community,Urine,10,6,4,0.6315,1,1,0,18.78,57.06,33.61,8.0406,2,1419,1,0
AMR0006130,2014,Afghanistan,Central Asia,Low,41,25,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Community,Respiratory,10,5,5,0.5177,1,0,0,13.96,100.72,21.36,4.5787,2,1007,1,0
AMR0006131,2014,Afghanistan,Central Asia,Low,41,25,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Long-term Care,Bone/Joint,17,10,7,0.6112,1,1,0,13.82,75.25,26.996,6.5771,1,1703,1,0
AMR0006132,2014,Afghanistan,Central Asia,Low,41,25,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Community,Wound/Skin,15,9,6,0.6333,1,1,0,20.3,67.33,17.666,3.7579,1,1213,2,0
AMR0006133,2014,Afghanistan,Central Asia,Low,41,25,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Community,Blood,14,7,7,0.533,1,0,0,16.48,118.04,25.532,4.9412,1,972,1,0
AMR0006134,2014,Afghanistan,Central Asia,Low,41,25,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Hospital-non-ICU,Respiratory,10,4,6,0.413,1,0,0,19.06,71.33,17.769,2.114,2,3521,1,1
AMR0006135,2014,Afghanistan,Central Asia,Low,41,25,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Community,Wound/Skin,16,7,9,0.4953,1,0,0,15.04,123.98,29.92,6.0014,0,1357,1,0
AMR0006136,2014,Afghanistan,Central Asia,Low,41,25,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Community,Genital,95,50,45,0.5332,1,0,0,18.33,47.31,19.97,4.1659,6,861,1,0
AMR0006137,2014,Afghanistan,Central Asia,Low,41,25,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Community,Catheter tip,28,11,17,0.4242,1,0,0,20.18,84.49,13.04,2.3156,5,1001,2,0
AMR0006138,2014,Afghanistan,Central Asia,Low,41,25,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Hospital-ICU,Bone/Joint,10,5,5,0.5786,1,0,0,19.69,64.29,15.831,3.4499,1,1039,1,1
AMR0006139,2014,Afghanistan,Central Asia,Low,41,25,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Community,CSF,38,13,25,0.3507,1,0,0,13.78,105.72,14.209,2.0145,4,977,1,0
AMR0006140,2014,Afghanistan,Central Asia,Low,41,25,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Hospital-non-ICU,Sputum,10,3,7,0.3103,0,0,0,16.54,59.19,9.83,0.9054,3,943,1,0
AMR0006141,2014,Afghanistan,Central Asia,Low,41,25,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Long-term Care,Stool/Rectal,10,6,4,0.6812,1,1,0,22.26,61.14,31.097,6.2636,2,2397,2,0
AMR0006142,2014,Afghanistan,Central Asia,Low,41,25,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Community,CSF,10,5,5,0.5755,1,0,0,21.12,74.85,17.101,3.0768,3,852,1,1
AMR0006143,2014,Afghanistan,Central Asia,Low,41,25,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Veterinary,CSF,10,6,4,0.6885,1,1,0,22.83,90.58,39.186,9.5234,0,1347,2,0
AMR0006144,2014,Afghanistan,Central Asia,Low,41,25,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Community,Urine,23,12,11,0.5218,1,0,0,16.32,85.91,23.26,4.3794,5,1387,1,0
AMR0006145,2014,Afghanistan,Central Asia,Low,41,25,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Hospital-ICU,Stool/Rectal,14,7,7,0.5614,1,0,0,16.48,63.83,13.803,2.9236,2,1976,1,0
AMR0006146,2014,Afghanistan,Central Asia,Low,41,25,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Hospital-ICU,Stool/Rectal,30,12,18,0.4243,1,1,0,17.45,105.81,13.196,2.1849,4,1148,1,0
AMR0006147,2014,Afghanistan,Central Asia,Low,41,25,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Community,Stool/Rectal,20,5,15,0.2868,1,0,0,21.44,129.12,23.83,2.4411,2,1347,1,0
AMR0006148,2014,Afghanistan,Central Asia,Low,41,25,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Hospital-ICU,Genital,10,3,7,0.3264,0,0,0,15.96,96.36,18.304,2.1752,1,1758,1,1
AMR0006149,2014,Afghanistan,Central Asia,Low,41,25,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Hospital-non-ICU,Bone/Joint,12,5,7,0.4213,1,0,0,22.03,70.2,21.95,3.6668,1,1943,1,1
AMR0006150,2014,Afghanistan,Central Asia,Low,41,25,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Community,Urine,20,7,13,0.3619,1,0,0,23.85,76.85,9.465,1.001,6,994,1,0
AMR0006151,2014,Yemen,Middle East,Low,34,22,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Long-term Care,Respiratory,10,5,5,0.592,1,0,0,17.5,41.22,21.239,4.7246,1,2830,1,1
AMR0006152,2014,Yemen,Middle East,Low,34,22,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Veterinary,Genital,10,7,3,0.7567,1,1,0,17.01,99.29,43.987,10.7797,2,1326,1,0
AMR0006153,2014,Yemen,Middle East,Low,34,22,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Community,Respiratory,13,9,4,0.7489,1,1,0,23.86,48.91,33.884,7.4696,2,1801,2,0
AMR0006154,2014,Yemen,Middle East,Low,34,22,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Long-term Care,Sputum,31,20,11,0.6489,1,1,0,18.13,70.16,40.231,8.6563,2,1862,1,0
AMR0006155,2014,Yemen,Middle East,Low,34,22,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Community,Sputum,28,16,12,0.6058,1,1,0,14.46,91.28,27.613,5.1496,1,1538,2,0
AMR0006156,2014,Yemen,Middle East,Low,34,22,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Hospital-ICU,Genital,10,5,5,0.5924,1,0,0,21.84,48.96,18.712,4.2867,1,1422,1,0
AMR0006157,2014,Yemen,Middle East,Low,34,22,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Hospital-non-ICU,Genital,49,28,21,0.5845,1,0,0,22.91,57.57,18.93,3.2094,1,2391,1,0
AMR0006158,2014,Yemen,Middle East,Low,34,22,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Community,CSF,10,6,4,0.6195,1,1,0,19.47,136.3,45.628,11.1012,2,1362,1,0
AMR0006159,2014,Yemen,Middle East,Low,34,22,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Community,Catheter tip,10,5,5,0.5259,1,0,0,18.56,102.99,29.795,5.0115,4,563,1,1
AMR0006160,2014,Yemen,Middle East,Low,34,22,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Hospital-non-ICU,Respiratory,10,5,5,0.5989,1,0,0,14.82,70.33,20.919,4.1367,1,1093,1,0
AMR0006161,2014,Yemen,Middle East,Low,34,22,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Veterinary,CSF,31,20,11,0.6707,1,1,0,24.58,51.4,36.009,7.7189,2,774,1,0
AMR0006162,2014,Yemen,Middle East,Low,34,22,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Community,Wound/Skin,13,3,10,0.26,1,0,0,24.6,78.31,12.945,1.3271,7,895,1,0
AMR0006163,2014,Yemen,Middle East,Low,34,22,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Veterinary,Urine,25,11,14,0.4711,1,0,0,17.83,110.34,33.726,6.249,1,337,1,1
AMR0006164,2014,Yemen,Middle East,Low,34,22,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Hospital-ICU,Bone/Joint,10,3,7,0.3064,0,0,0,20.97,168.51,32.269,3.2832,3,1996,1,0
AMR0006165,2014,Yemen,Middle East,Low,34,22,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Community,Bone/Joint,72,23,49,0.3241,0,0,0,15.97,96.48,13.379,1.7707,4,620,1,0
AMR0006166,2014,Yemen,Middle East,Low,34,22,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Veterinary,Bone/Joint,10,7,3,0.7246,1,1,0,25.1,53.57,29.385,8.0443,0,1887,1,0
AMR0006167,2014,Yemen,Middle East,Low,34,22,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Hospital-ICU,Stool/Rectal,19,9,10,0.4804,1,0,0,21.13,96.33,32.574,5.493,0,2231,1,1
AMR0006168,2014,Yemen,Middle East,Low,34,22,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Veterinary,Respiratory,132,64,68,0.4893,1,0,0,20.76,110.89,45.655,7.7677,2,1530,1,0
AMR0006169,2014,Yemen,Middle East,Low,34,22,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Community,CSF,10,6,4,0.6045,1,1,0,16.0,99.4,32.175,6.7556,1,669,1,0
AMR0006170,2014,Yemen,Middle East,Low,34,22,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Hospital-non-ICU,Stool/Rectal,12,6,6,0.5819,1,0,0,26.02,177.83,53.156,12.4427,3,846,1,0
AMR0006171,2014,Yemen,Middle East,Low,34,22,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Long-term Care,Genital,10,3,7,0.3406,0,0,0,19.66,103.92,17.998,2.1932,2,385,1,0
AMR0006172,2014,Yemen,Middle East,Low,34,22,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Long-term Care,CSF,10,3,7,0.3813,1,0,0,24.79,156.46,27.603,3.4979,2,1111,1,0
AMR0006173,2014,Yemen,Middle East,Low,34,22,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Community,Wound/Skin,70,19,51,0.2755,0,0,0,19.14,33.96,4.172,0.4701,2,542,1,1
AMR0006174,2014,Yemen,Middle East,Low,34,22,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Community,Stool/Rectal,11,5,6,0.4603,1,0,0,14.92,109.12,28.752,3.7561,3,671,1,1
AMR0006175,2014,Yemen,Middle East,Low,34,22,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Hospital-ICU,Genital,10,2,8,0.2876,1,0,0,25.11,143.55,16.475,1.7693,4,1054,1,0
AMR0006176,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Veterinary,Bone/Joint,34,19,15,0.5599,1,0,0,28.01,33.04,12.298,2.0362,2,3578,3,1
AMR0006177,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Hospital-non-ICU,Blood,32,17,15,0.5409,1,0,0,42.03,34.11,14.804,2.489,2,3219,1,0
AMR0006178,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Hospital-ICU,Blood,10,4,6,0.4927,1,0,0,40.51,51.18,22.758,4.0534,2,10030,1,0
AMR0006179,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Veterinary,Respiratory,30,20,10,0.6825,1,1,0,36.37,46.68,22.865,6.0195,4,4511,3,0
AMR0006180,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Long-term Care,Respiratory,42,16,26,0.3818,1,0,0,37.51,55.01,16.919,2.511,0,3503,2,0
AMR0006181,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Community,Sputum,16,7,9,0.4959,1,0,0,48.76,32.35,10.081,1.8,4,2761,2,0
AMR0006182,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Long-term Care,Respiratory,190,89,101,0.471,1,0,0,39.01,61.74,15.289,2.237,2,7009,2,0
AMR0006183,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Hospital-ICU,Urine,25,9,16,0.374,1,0,0,36.34,25.0,8.15,1.1772,4,2708,1,0
AMR0006184,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Long-term Care,Respiratory,191,75,116,0.3935,1,0,0,34.15,52.1,9.954,1.5536,5,3088,1,1
AMR0006185,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Hospital-ICU,Sputum,54,18,36,0.3484,0,0,0,36.12,51.26,16.646,1.7499,8,2282,1,0
AMR0006186,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Long-term Care,Urine,14,7,7,0.5143,1,0,0,38.07,78.73,42.279,8.7279,5,3035,1,0
AMR0006187,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Hospital-non-ICU,Catheter tip,175,64,111,0.37,1,0,0,49.82,71.04,7.481,1.0468,1,3581,2,0
