event_id,date,year,month,day_of_year,season,region_id,region_name,country,continent,latitude,longitude,climate_zone,vegetation_type,fire_radiative_power_mw,burn_area_hectares,burn_area_km2,severity,fire_duration_days,contained,human_caused,detection_satellite,detection_confidence,co2_emissions_tonnes,pm25_emissions_tonnes,pm10_emissions_tonnes,co_emissions_tonnes,ch4_emissions_tonnes,air_temp_celsius,relative_humidity_pct,wind_speed_kmh,wind_direction,drought_index,structures_threatened,structures_destroyed,evacuation_orders,people_evacuated,enso_phase,climate_anomaly_year
WF0000316,2002-09-06,2002,9,249,Autumn,us_wa,Washington,USA,North America,48.2581,-115.5241,Temperate,Conifer Forest,403.6,411.9,4.12,Moderate,16,0,1,VIIRS S-NPP,High,144.4,5.46,11.55,19.97,1.395,44.5,27.6,21.0,S,0.725,0,0,0,0,0.997,0
WF0000317,2002-09-13,2002,9,256,Autumn,us_wa,Washington,USA,North America,51.4273,-120.4955,Temperate,Conifer Forest,137.7,211.2,2.11,Low,26,1,0,VIIRS S-NPP,High,46.2,2.64,5.9,4.45,0.279,23.8,17.0,43.9,SW,0.455,0,0,0,0,0.997,0
WF0000318,2002-08-25,2002,8,237,Summer,us_wa,Washington,USA,North America,48.086,-119.988,Temperate,Conifer Forest,405.6,18639.6,186.4,High,53,1,0,MODIS Terra,Nominal,7163.8,209.28,491.94,754.58,69.354,35.5,8.5,59.5,SW,0.434,0,0,0,0,0.997,0
WF0000319,2002-09-27,2002,9,270,Autumn,us_wa,Washington,USA,North America,47.3089,-120.5753,Temperate,Conifer Forest,194.7,386.3,3.86,Low,7,1,1,VIIRS NOAA-20,High,112.7,5.27,9.77,9.62,1.279,36.1,24.9,48.4,S,0.372,0,0,0,0,0.997,0
WF0000320,2002-08-04,2002,8,216,Summer,us_co,Colorado,USA,North America,34.2182,-106.434,Continental/Alpine,Mixed Forest,36.8,109.6,1.1,Low,6,1,1,VIIRS S-NPP,Low,33.6,1.33,2.52,2.1,0.177,22.0,15.7,30.3,W,0.81,0,0,0,0,0.997,0
WF0000321,2002-09-05,2002,9,248,Autumn,us_co,Colorado,USA,North America,35.6486,-107.7647,Continental/Alpine,Mixed Forest,814.4,226908.9,2269.09,Extreme,1,1,0,VIIRS NOAA-20,Nominal,77590.6,3092.43,6163.25,4302.3,1005.797,43.7,17.0,10.1,E,0.299,0,0,1,19,0.997,0
WF0000322,2002-08-21,2002,8,233,Summer,us_co,Colorado,USA,North America,37.8152,-106.8421,Continental/Alpine,Mixed Forest,1215.1,13004.8,130.05,High,2,1,1,Landsat 8/9,High,4800.3,370.77,798.65,635.19,42.285,29.4,16.2,50.7,S,0.592,2,0,0,0,0.997,0
WF0000323,2002-05-20,2002,5,140,Spring,us_nm,New Mexico,USA,North America,35.8177,-109.7655,Arid/Semi-arid,Pinyon-Juniper,1560.1,23197.0,231.97,High,3,1,0,VIIRS NOAA-20,Low,8785.3,356.36,756.62,1070.14,152.068,34.5,18.2,59.8,SW,0.457,123,10,1,844,0.997,0
WF0000324,2002-05-21,2002,5,141,Spring,us_nm,New Mexico,USA,North America,34.5294,-111.5032,Arid/Semi-arid,Pinyon-Juniper,64.1,486.5,4.87,Low,1,0,0,VIIRS S-NPP,High,189.0,6.68,13.3,13.42,2.162,41.6,34.0,59.7,E,0.521,0,0,0,0,0.997,0
WF0000325,2002-06-06,2002,6,157,Summer,us_nm,New Mexico,USA,North America,36.8046,-106.263,Arid/Semi-arid,Pinyon-Juniper,1701.3,10579.2,105.79,High,6,0,1,VIIRS S-NPP,High,3475.0,80.72,156.1,451.61,45.715,30.9,28.5,59.6,NW,0.583,21,1,0,0,0.997,0
WF0000326,2002-07-05,2002,7,186,Summer,us_nm,New Mexico,USA,North America,32.0724,-103.5587,Arid/Semi-arid,Pinyon-Juniper,69.7,12893.4,128.93,High,1,0,1,MODIS Terra,Low,3578.6,160.43,357.13,464.57,65.465,25.3,20.7,24.1,NE,0.802,0,0,0,0,0.997,0
WF0000327,2002-06-10,2002,6,161,Summer,us_nm,New Mexico,USA,North America,31.3819,-103.3454,Arid/Semi-arid,Pinyon-Juniper,289.1,28709.8,287.1,High,1,1,1,Landsat 8/9,Nominal,10573.0,301.68,695.94,1396.0,142.6,43.7,11.0,54.9,SE,0.818,16,5,0,0,0.997,0
WF0000328,2002-06-09,2002,6,160,Summer,us_nm,New Mexico,USA,North America,32.5081,-107.2645,Arid/Semi-arid,Pinyon-Juniper,256.9,56396.6,563.97,Extreme,2,0,0,MODIS Aqua,High,18082.2,1101.12,1969.68,1956.7,109.276,31.7,26.7,41.1,W,0.36,25,1,1,110,0.997,0
WF0000329,2002-05-26,2002,5,146,Spring,us_nm,New Mexico,USA,North America,33.7335,-104.5274,Arid/Semi-arid,Pinyon-Juniper,188.9,6808.2,68.08,Moderate,10,0,1,VIIRS S-NPP,High,2647.9,99.52,217.61,269.01,19.331,27.7,31.8,24.7,SE,0.547,0,0,0,0,0.997,0
WF0000330,2002-07-02,2002,7,183,Summer,us_nm,New Mexico,USA,North America,37.7369,-108.659,Arid/Semi-arid,Pinyon-Juniper,215.4,3458.3,34.58,Moderate,7,0,0,Landsat 8/9,High,1072.9,55.77,97.66,112.74,13.598,26.0,13.5,28.8,W,0.281,0,0,0,0,0.997,0
WF0000331,2002-07-06,2002,7,187,Summer,us_nm,New Mexico,USA,North America,32.882,-105.1788,Arid/Semi-arid,Pinyon-Juniper,173.5,22752.6,227.53,High,19,1,1,MODIS Aqua,High,6226.1,451.69,729.64,481.13,88.535,43.4,26.7,40.5,NE,0.551,10,0,0,0,0.997,0
WF0000332,2002-06-09,2002,6,160,Summer,us_nm,New Mexico,USA,North America,36.4192,-103.1729,Arid/Semi-arid,Pinyon-Juniper,91.0,1347.7,13.48,Moderate,1,1,1,Sentinel-3,High,337.7,9.61,23.7,48.34,2.102,37.6,8.0,32.6,NW,0.468,0,0,0,0,0.997,0
WF0000333,2002-07-24,2002,7,205,Summer,us_nm,New Mexico,USA,North America,31.815,-107.4222,Arid/Semi-arid,Pinyon-Juniper,319.4,801.4,8.01,Moderate,1,1,1,VIIRS NOAA-20,High,179.2,11.65,28.05,9.37,2.622,42.7,17.6,51.2,E,0.673,0,0,0,0,0.997,0
WF0000334,2002-06-08,2002,6,159,Summer,us_nm,New Mexico,USA,North America,36.0317,-102.9547,Arid/Semi-arid,Pinyon-Juniper,310.6,32515.5,325.15,High,3,1,1,MODIS Aqua,High,11927.2,936.52,1817.64,1773.51,121.55,36.8,12.7,53.9,NE,0.71,5,1,0,0,0.997,0
WF0000335,2002-07-21,2002,7,202,Summer,us_nm,New Mexico,USA,North America,36.4813,-107.9165,Arid/Semi-arid,Pinyon-Juniper,453.2,5887.3,58.87,Moderate,6,1,1,MODIS Aqua,High,1414.1,67.76,166.95,182.3,19.198,37.1,14.9,33.1,E,0.552,0,0,0,0,0.997,0
WF0000336,2002-06-01,2002,6,152,Summer,us_nm,New Mexico,USA,North America,38.4796,-103.768,Arid/Semi-arid,Pinyon-Juniper,2069.3,6331.3,63.31,Extreme,5,1,0,MODIS Aqua,High,1528.7,56.0,84.37,140.7,18.64,32.9,5.0,26.5,SE,0.332,9,1,1,511,0.997,0
WF0000337,2002-06-04,2002,6,155,Summer,us_nm,New Mexico,USA,North America,35.8156,-108.3432,Arid/Semi-arid,Pinyon-Juniper,1041.3,133987.0,1339.87,Extreme,4,1,1,VIIRS NOAA-20,High,34654.9,1714.16,3995.95,5077.21,489.766,26.8,20.7,45.1,E,0.284,57,15,1,48,0.997,0
WF0000338,2002-07-09,2002,7,190,Summer,us_nm,New Mexico,USA,North America,31.421,-104.2226,Arid/Semi-arid,Pinyon-Juniper,2541.5,6654.0,66.54,Extreme,1,0,1,VIIRS S-NPP,High,2554.9,76.16,145.52,378.78,33.025,27.6,32.3,26.4,W,0.771,26,5,1,1151,0.997,0
WF0000339,2002-05-01,2002,5,121,Spring,us_nm,New Mexico,USA,North America,32.105,-106.0108,Arid/Semi-arid,Pinyon-Juniper,373.2,2971.5,29.71,Moderate,2,1,0,Sentinel-3,High,812.2,33.52,71.15,83.69,11.39,34.6,11.8,50.4,SE,0.72,0,0,0,0,0.997,0
WF0000340,2002-05-07,2002,5,127,Spring,us_nm,New Mexico,USA,North America,36.1842,-111.1141,Arid/Semi-arid,Pinyon-Juniper,31.8,345.1,3.45,Low,2,1,0,MODIS Terra,Low,92.4,5.44,11.91,12.65,1.561,40.2,10.4,42.3,W,0.604,0,0,0,0,0.997,0
WF0000341,2002-05-06,2002,5,126,Spring,us_tx,Texas,USA,North America,32.6725,-101.7898,Subtropical/Arid,Grassland,143.8,1108.7,11.09,Moderate,5,0,1,VIIRS NOAA-20,High,175.2,8.92,19.75,11.93,0.922,36.5,9.6,51.6,NE,0.219,0,0,0,0,0.997,0
WF0000342,2002-04-15,2002,4,105,Spring,us_tx,Texas,USA,North America,30.2345,-101.1623,Subtropical/Arid,Grassland,2652.3,4930.8,49.31,Extreme,11,1,1,VIIRS NOAA-20,Nominal,824.7,65.93,134.49,54.98,6.891,31.5,7.8,5.4,N,0.248,34,0,1,19251,0.997,0
WF0000343,2002-06-22,2002,6,173,Summer,us_tx,Texas,USA,North America,26.5446,-99.6556,Subtropical/Arid,Grassland,1173.5,20835.8,208.36,High,1,1,0,Sentinel-3,High,2613.6,74.21,137.01,301.01,43.429,44.4,12.7,53.6,S,0.328,3,0,0,0,0.997,0
WF0000344,2002-06-05,2002,6,156,Summer,us_tx,Texas,USA,North America,31.8098,-99.8093,Subtropical/Arid,Grassland,1960.4,24270.6,242.71,High,1,1,1,VIIRS NOAA-20,High,4332.3,342.75,763.72,281.86,70.812,26.6,8.1,24.6,N,0.455,0,0,0,0,0.997,0
WF0000345,2002-06-18,2002,6,169,Summer,us_tx,Texas,USA,North America,31.1514,-99.5912,Subtropical/Arid,Grassland,650.7,31782.6,317.83,High,3,0,0,Sentinel-3,Nominal,5926.1,416.45,941.85,394.77,42.903,33.8,10.3,58.0,E,0.717,0,0,0,0,0.997,0
WF0000346,2002-05-18,2002,5,138,Spring,us_tx,Texas,USA,North America,27.0349,-99.8138,Subtropical/Arid,Grassland,447.7,854.7,8.55,Moderate,6,0,0,MODIS Aqua,Low,147.5,10.37,23.06,13.06,0.89,31.8,14.6,36.5,SW,0.549,0,0,0,0,0.997,0
WF0000347,2002-03-22,2002,3,81,Spring,us_tx,Texas,USA,North America,31.1482,-94.8092,Subtropical/Arid,Grassland,297.6,3201.1,32.01,Moderate,7,1,1,MODIS Terra,High,343.1,7.39,16.27,25.16,4.32,43.2,11.1,38.0,SE,0.429,0,0,0,0,0.997,0
WF0000348,2002-03-27,2002,3,86,Spring,us_tx,Texas,USA,North America,33.9929,-96.543,Subtropical/Arid,Grassland,95.3,1375.0,13.75,Moderate,1,1,1,Sentinel-3,Nominal,233.5,16.51,35.91,31.99,2.874,38.9,18.7,40.2,NW,0.23,0,0,0,0,0.997,0
WF0000349,2002-03-01,2002,3,60,Spring,us_tx,Texas,USA,North America,31.5979,-98.9632,Subtropical/Arid,Grassland,64.6,405.1,4.05,Low,1,1,0,VIIRS S-NPP,Low,68.8,5.45,9.39,4.9,1.243,37.6,27.9,30.3,N,0.557,0,0,0,0,0.997,0
WF0000350,2002-03-19,2002,3,78,Spring,us_tx,Texas,USA,North America,30.2522,-96.2663,Subtropical/Arid,Grassland,51.7,22514.9,225.15,High,3,1,0,VIIRS S-NPP,High,3670.0,215.0,497.32,286.99,69.009,43.4,31.8,31.7,NW,0.593,2,0,0,0,0.997,0
WF0000351,2002-05-08,2002,5,128,Spring,us_tx,Texas,USA,North America,30.4001,-98.4863,Subtropical/Arid,Grassland,179.3,5234.6,52.35,Moderate,1,1,0,VIIRS NOAA-20,High,669.8,40.17,91.04,97.1,4.129,41.0,24.8,41.8,SW,0.678,0,0,0,0,0.997,0
WF0000352,2002-04-26,2002,4,116,Spring,us_tx,Texas,USA,North America,34.9094,-100.6309,Subtropical/Arid,Grassland,968.2,27184.6,271.85,High,3,1,0,MODIS Aqua,High,3333.4,121.3,271.04,210.44,22.701,31.9,22.9,35.8,N,0.507,0,0,0,0,0.997,0
WF0000353,2002-06-21,2002,6,172,Summer,us_tx,Texas,USA,North America,32.9298,-102.2612,Subtropical/Arid,Grassland,503.2,3171.1,31.71,Moderate,7,1,1,VIIRS NOAA-20,High,559.0,17.91,44.15,64.94,10.843,34.3,21.0,19.5,SE,0.29,0,0,0,0,0.997,0
WF0000354,2002-03-14,2002,3,73,Spring,us_fl,Florida,USA,North America,30.256,-84.321,Subtropical,Pine/Palmetto,936.4,11518.1,115.18,High,1,0,1,VIIRS S-NPP,High,2884.1,68.08,137.1,344.97,46.619,42.1,30.7,21.9,S,0.353,0,0,0,0,0.997,0
WF0000355,2002-03-14,2002,3,73,Spring,us_fl,Florida,USA,North America,28.883,-80.3732,Subtropical,Pine/Palmetto,56.5,175.4,1.75,Low,19,1,0,VIIRS S-NPP,Nominal,42.2,3.27,6.69,5.29,0.391,33.3,30.7,9.4,W,0.432,0,0,0,0,0.997,0
WF0000356,2002-03-21,2002,3,80,Spring,us_fl,Florida,USA,North America,25.9252,-77.2646,Subtropical,Pine/Palmetto,454.0,47613.5,476.13,High,6,1,0,VIIRS S-NPP,High,17197.1,1078.29,2509.42,1878.82,123.082,40.5,7.8,12.2,SW,0.565,43,10,0,0,0.997,0
WF0000357,2002-03-03,2002,3,62,Spring,us_fl,Florida,USA,North America,30.7487,-82.8959,Subtropical,Pine/Palmetto,440.9,14925.0,149.25,High,13,0,1,MODIS Terra,High,3800.5,79.79,173.23,216.89,57.367,28.6,12.1,56.6,E,0.377,0,0,0,0,0.997,0
WF0000358,2002-03-06,2002,3,65,Spring,us_fl,Florida,USA,North America,30.5786,-84.2262,Subtropical,Pine/Palmetto,546.7,10008.7,100.09,High,1,0,0,VIIRS NOAA-20,High,2719.2,109.3,212.38,258.47,28.979,33.9,19.7,48.4,NW,0.527,6,0,0,0,0.997,0
WF0000359,2002-08-24,2002,8,236,Winter,bra_am,Amazonas,Brazil,South America,-8.036,-63.1145,Tropical,Rainforest,4867.4,19767.8,197.68,Extreme,2,1,1,VIIRS S-NPP,High,13005.5,996.07,2289.12,1129.14,89.786,27.8,15.1,30.5,W,0.532,25,4,1,1,0.997,0
WF0000360,2002-10-10,2002,10,283,Autumn,bra_am,Amazonas,Brazil,South America,-7.1199,-67.8448,Tropical,Rainforest,4594.6,11896.1,118.96,Extreme,1,1,0,MODIS Aqua,Nominal,5643.7,369.5,906.64,740.1,52.315,26.7,18.4,50.9,SE,0.284,2,0,1,7553,0.997,0
WF0000361,2002-10-14,2002,10,287,Autumn,bra_am,Amazonas,Brazil,South America,-4.6761,-65.4831,Tropical,Rainforest,336.5,3318.5,33.19,Moderate,1,1,0,VIIRS NOAA-20,High,1472.9,87.16,149.75,152.32,11.348,30.1,18.8,15.4,SW,0.505,0,0,0,0,0.997,0
WF0000362,2002-08-13,2002,8,225,Winter,bra_am,Amazonas,Brazil,South America,-7.2613,-63.4878,Tropical,Rainforest,1244.4,15282.6,152.83,High,1,1,1,MODIS Terra,Nominal,6676.8,528.43,1007.1,541.11,122.223,32.4,6.1,16.3,S,0.862,4,0,0,0,0.997,0
WF0000363,2002-11-01,2002,11,305,Autumn,bra_am,Amazonas,Brazil,South America,-1.59,-66.0515,Tropical,Rainforest,657.0,8250.8,82.51,Moderate,5,0,1,VIIRS S-NPP,High,4638.0,189.79,308.54,549.81,75.323,34.3,22.7,37.0,W,0.343,0,0,0,0,0.997,0
WF0000364,2002-10-25,2002,10,298,Autumn,bra_am,Amazonas,Brazil,South America,-2.662,-66.3935,Tropical,Rainforest,761.7,6546.1,65.46,Moderate,2,1,1,Landsat 8/9,High,3554.7,209.17,475.79,471.39,27.041,30.5,27.4,19.3,E,0.887,0,0,0,0,0.997,0
WF0000365,2002-10-14,2002,10,287,Autumn,bra_am,Amazonas,Brazil,South America,-6.4143,-61.7544,Tropical,Rainforest,292.8,2279.1,22.79,Moderate,10,1,0,VIIRS NOAA-20,High,1485.9,117.37,178.62,195.74,13.764,28.2,5.7,33.0,S,0.533,0,0,0,0,0.997,0
WF0000366,2002-10-03,2002,10,276,Autumn,bra_am,Amazonas,Brazil,South America,-9.1189,-66.8999,Tropical,Rainforest,393.2,71709.9,717.1,Extreme,1,0,0,MODIS Aqua,High,48911.9,1330.77,1997.91,4711.31,556.776,26.8,7.2,9.6,N,0.712,11,3,1,79,0.997,0
WF0000367,2002-09-21,2002,9,264,Autumn,bra_am,Amazonas,Brazil,South America,-2.0243,-62.1251,Tropical,Rainforest,1007.2,6921.0,69.21,High,42,1,0,VIIRS S-NPP,Nominal,4069.0,305.86,677.65,263.29,58.287,27.8,13.4,39.5,SE,0.451,0,0,0,0,0.997,0
WF0000368,2002-10-16,2002,10,289,Autumn,bra_mt,Mato Grosso,Brazil,South America,-16.0163,-50.2417,Tropical/Cerrado,Cerrado Savanna,177.7,4800.2,48.0,Moderate,1,1,1,VIIRS NOAA-20,High,1199.9,31.68,59.68,65.88,11.693,29.2,8.0,51.3,S,0.637,0,0,0,0,0.997,0
WF0000369,2002-10-07,2002,10,280,Autumn,bra_mt,Mato Grosso,Brazil,South America,-16.5932,-57.7931,Tropical/Cerrado,Cerrado Savanna,167.2,12646.6,126.47,High,5,0,0,VIIRS NOAA-20,High,3449.0,260.04,509.32,462.33,25.982,26.0,8.9,7.3,NE,0.3,0,0,0,0,0.997,0
WF0000370,2002-08-26,2002,8,238,Winter,bra_mt,Mato Grosso,Brazil,South America,-14.1002,-53.7274,Tropical/Cerrado,Cerrado Savanna,123.8,342.5,3.42,Low,1,1,1,MODIS Aqua,High,77.7,3.12,6.89,5.8,0.599,31.4,8.7,58.9,SW,0.795,0,0,0,0,0.997,0
WF0000371,2002-08-23,2002,8,235,Winter,bra_mt,Mato Grosso,Brazil,South America,-12.4338,-52.9891,Tropical/Cerrado,Cerrado Savanna,58.0,257.9,2.58,Low,1,1,0,VIIRS S-NPP,High,59.6,1.74,3.08,3.4,0.563,27.2,28.7,10.3,NW,0.588,0,0,0,0,0.997,0
WF0000372,2002-07-24,2002,7,205,Winter,bra_mt,Mato Grosso,Brazil,South America,-12.2964,-52.6422,Tropical/Cerrado,Cerrado Savanna,2056.0,364912.7,3649.13,Extreme,1,1,1,VIIRS S-NPP,Nominal,102554.3,4572.67,8080.9,12121.18,1522.393,31.9,10.8,43.2,SE,0.627,0,0,1,773,0.997,0
WF0000373,2002-08-10,2002,8,222,Winter,bra_mt,Mato Grosso,Brazil,South America,-13.5501,-59.5846,Tropical/Cerrado,Cerrado Savanna,7783.4,49434.0,494.34,Extreme,1,0,0,MODIS Aqua,Nominal,12211.3,428.51,648.19,1725.33,108.39,34.2,18.6,29.3,SE,0.318,0,0,1,227,0.997,0
WF0000374,2002-09-25,2002,9,268,Autumn,bra_pa,Para,Brazil,South America,-5.0852,-48.8814,Tropical,Rainforest,1189.7,13001.7,130.02,High,12,1,0,VIIRS S-NPP,High,7634.2,495.1,1070.34,835.57,51.295,26.3,27.6,37.9,E,0.272,0,0,0,0,0.997,0
WF0000375,2002-10-05,2002,10,278,Autumn,bra_pa,Para,Brazil,South America,-6.5642,-48.6108,Tropical,Rainforest,432.4,24099.6,241.0,High,2,1,0,MODIS Aqua,High,17096.6,983.66,1974.84,925.14,99.98,32.6,22.4,51.0,S,0.298,1,0,0,0,0.997,0
WF0000376,2002-10-13,2002,10,286,Autumn,bra_pa,Para,Brazil,South America,-0.653,-57.6827,Tropical,Rainforest,1189.6,36933.2,369.33,High,3,1,1,Sentinel-3,Nominal,14238.3,458.97,940.88,1632.74,131.512,33.8,31.5,58.0,SW,0.798,2,0,0,0,0.997,0
WF0000377,2002-10-03,2002,10,276,Autumn,bra_pa,Para,Brazil,South America,-3.8035,-54.289,Tropical,Rainforest,146.2,607.4,6.07,Low,1,0,0,MODIS Aqua,Nominal,340.2,10.44,24.01,29.31,6.155,30.1,30.6,7.1,SW,0.697,0,0,0,0,0.997,0
WF0000378,2002-08-19,2002,8,231,Winter,bra_pa,Para,Brazil,South America,-6.8641,-50.824,Tropical,Rainforest,318.1,6224.5,62.24,Moderate,3,1,1,VIIRS NOAA-20,High,3345.7,181.45,376.74,393.25,54.828,31.4,16.5,25.9,S,0.636,0,0,0,0,0.997,0
WF0000379,2002-09-01,2002,9,244,Autumn,bra_pa,Para,Brazil,South America,-7.7822,-53.2152,Tropical,Rainforest,350.9,5485.2,54.85,Moderate,1,1,0,VIIRS S-NPP,High,3324.8,152.16,246.08,472.84,33.852,31.7,10.5,43.2,S,0.381,0,0,0,0,0.997,0
WF0000380,2002-08-15,2002,8,227,Winter,bra_pa,Para,Brazil,South America,-1.7603,-54.3513,Tropical,Rainforest,865.2,38329.2,383.29,High,2,0,1,MODIS Aqua,Nominal,22190.9,882.73,2126.87,1794.46,356.456,29.0,11.0,50.3,NW,0.801,11,4,0,0,0.997,0
WF0000381,2002-10-12,2002,10,285,Autumn,bra_pa,Para,Brazil,South America,-2.7408,-47.35,Tropical,Rainforest,759.1,10389.8,103.9,High,15,0,1,VIIRS S-NPP,High,6791.9,360.91,699.2,623.4,122.045,33.0,32.4,9.6,N,0.493,16,0,0,0,0.997,0
WF0000382,2002-07-19,2002,7,200,Summer,col_meta,Meta,Colombia,South America,0.2659,-73.7451,Tropical,Llanos Savanna,675.7,4146.1,41.46,Moderate,6,1,1,Sentinel-3,High,1107.3,51.22,96.7,118.23,22.042,34.3,19.0,50.1,W,0.335,0,0,0,0,0.997,0
WF0000383,2002-01-04,2002,1,4,Winter,col_meta,Meta,Colombia,South America,2.414,-73.5749,Tropical,Llanos Savanna,1094.2,77097.7,770.98,Extreme,22,1,1,MODIS Aqua,High,18816.4,1449.77,2387.23,2115.46,324.18,34.6,23.0,54.2,SW,0.523,3,1,1,40,0.997,0
WF0000384,2002-02-05,2002,2,36,Winter,col_meta,Meta,Colombia,South America,3.3328,-70.0149,Tropical,Llanos Savanna,415.0,50323.6,503.24,Extreme,3,1,0,MODIS Aqua,High,16066.2,1077.34,2523.61,2000.25,318.418,25.5,13.8,8.5,SW,0.29,0,0,1,5706,0.997,0
WF0000385,2002-08-15,2002,8,227,Summer,col_meta,Meta,Colombia,South America,1.8114,-70.1259,Tropical,Llanos Savanna,873.6,39772.8,397.73,High,1,0,0,VIIRS NOAA-20,Nominal,10813.7,579.18,1207.94,1181.73,214.361,26.1,30.7,33.7,NE,0.468,4,0,0,0,0.997,0
WF0000386,2002-08-20,2002,8,232,Summer,col_meta,Meta,Colombia,South America,1.5853,-74.2468,Tropical,Llanos Savanna,176.5,2681.3,26.81,Moderate,8,0,0,Sentinel-3,Low,897.9,42.98,76.55,124.18,13.297,27.4,7.8,27.5,SE,0.403,0,0,0,0,0.997,0
WF0000387,2002-07-16,2002,7,197,Summer,col_meta,Meta,Colombia,South America,0.5315,-73.278,Tropical,Llanos Savanna,260.3,4176.6,41.77,Moderate,22,1,1,Sentinel-3,High,1270.7,98.1,155.71,119.55,23.872,26.7,26.4,45.0,W,0.419,0,0,0,0,0.997,0
WF0000388,2002-01-06,2002,1,6,Winter,col_meta,Meta,Colombia,South America,5.8575,-74.6451,Tropical,Llanos Savanna,340.2,4852.8,48.53,Moderate,29,0,1,MODIS Aqua,High,1058.9,45.11,70.25,86.17,5.946,32.5,27.2,24.2,NW,0.703,0,0,0,0,0.997,0
WF0000389,2002-07-21,2002,7,202,Winter,bol_beni,Beni,Bolivia,South America,-11.156,-63.8545,Tropical,Savanna/Forest,56.1,1172.2,11.72,Moderate,67,0,1,VIIRS NOAA-20,High,167.5,12.27,25.61,19.29,1.909,28.3,6.6,51.1,SE,0.783,0,0,0,0,0.997,0
WF0000390,2002-09-21,2002,9,264,Autumn,bol_beni,Beni,Bolivia,South America,-15.3116,-65.5923,Tropical,Savanna/Forest,241.1,602.5,6.03,Moderate,7,1,1,VIIRS NOAA-20,High,125.6,3.65,5.88,11.87,0.804,28.6,18.0,26.2,SE,0.253,0,0,0,0,0.997,0
WF0000391,2002-07-06,2002,7,187,Winter,bol_beni,Beni,Bolivia,South America,-13.9841,-65.7875,Tropical,Savanna/Forest,280.8,818.5,8.19,Moderate,28,1,1,MODIS Aqua,Nominal,141.4,3.65,7.39,20.19,2.273,34.7,28.4,9.3,E,0.308,0,0,0,0,0.997,0
WF0000392,2002-07-21,2002,7,202,Winter,bol_beni,Beni,Bolivia,South America,-11.0905,-58.4983,Tropical,Savanna/Forest,2234.8,20172.2,201.72,Extreme,3,1,1,VIIRS S-NPP,Nominal,2884.2,189.05,374.8,231.9,38.874,28.1,24.5,20.4,NE,0.535,90,19,1,27,0.997,0
WF0000393,2002-10-03,2002,10,276,Autumn,bol_beni,Beni,Bolivia,South America,-13.0305,-61.8897,Tropical,Savanna/Forest,610.7,50952.7,509.53,Extreme,2,1,0,VIIRS S-NPP,High,12524.1,568.48,1341.62,698.33,230.114,32.1,32.3,42.2,NE,0.475,37,1,1,685,0.997,0
WF0000394,2002-07-14,2002,7,195,Winter,bol_beni,Beni,Bolivia,South America,-14.3428,-63.0772,Tropical,Savanna/Forest,467.3,76225.5,762.25,Extreme,49,1,0,VIIRS S-NPP,High,16167.9,454.3,966.64,1668.13,240.92,29.7,25.1,21.9,N,0.396,5,0,1,1349,0.997,0
WF0000395,2002-07-22,2002,7,203,Summer,sib_kras,Krasnoyarsk,Russia,Asia,57.0779,98.0403,Boreal,Taiga,829.6,19528.1,195.28,High,24,1,1,VIIRS NOAA-20,High,8511.5,495.85,953.5,1094.66,101.277,20.4,32.3,51.7,S,0.53,9,1,0,0,0.997,0
WF0000396,2002-08-11,2002,8,223,Summer,sib_kras,Krasnoyarsk,Russia,Asia,62.5307,95.5421,Boreal,Taiga,561.0,50118.7,501.19,Extreme,21,0,1,MODIS Aqua,Nominal,23880.0,563.96,1154.12,1397.86,217.917,29.9,5.3,24.9,N,0.678,2,0,1,47,0.997,0
WF0000397,2002-08-10,2002,8,222,Summer,sib_kras,Krasnoyarsk,Russia,Asia,60.7578,97.0088,Boreal,Taiga,309.6,29726.2,297.26,High,2,1,1,VIIRS S-NPP,High,12323.0,598.96,1011.71,864.76,116.129,31.0,21.0,19.7,NE,0.666,0,0,0,0,0.997,0
WF0000398,2002-06-17,2002,6,168,Summer,sib_yak,Yakutia,Russia,Asia,65.5963,134.3103,Subarctic,Taiga/Tundra,163.5,4285.1,42.85,Moderate,4,0,1,Sentinel-3,High,1852.8,95.32,151.72,242.7,18.213,29.0,21.4,15.7,SE,0.381,0,0,0,0,0.997,0
WF0000399,2002-07-08,2002,7,189,Summer,sib_yak,Yakutia,Russia,Asia,69.0776,129.8132,Subarctic,Taiga/Tundra,628.3,6641.6,66.42,Moderate,1,1,1,VIIRS S-NPP,High,3734.9,221.07,352.06,188.12,35.027,22.7,34.6,55.9,E,0.364,0,0,0,0,0.997,0
WF0000400,2002-07-01,2002,7,182,Summer,sib_yak,Yakutia,Russia,Asia,61.6348,131.0323,Subarctic,Taiga/Tundra,560.6,34690.6,346.91,High,8,0,1,VIIRS S-NPP,Nominal,14264.4,629.43,1142.47,1480.92,141.186,26.9,33.7,5.3,NE,0.752,1,0,0,0,0.997,0
WF0000401,2002-06-09,2002,6,160,Summer,sib_yak,Yakutia,Russia,Asia,61.4662,131.3404,Subarctic,Taiga/Tundra,390.6,7041.8,70.42,Moderate,7,1,1,MODIS Aqua,High,3690.9,186.2,357.92,538.42,42.425,30.3,8.4,9.2,NE,0.537,0,0,0,0,0.997,0
