athlete_id,name,gender,age_at_peak,country,noc_code,region,sport,sport_category,season,first_games_year,last_games_year,games_participated,gold_medals,silver_medals,bronze_medals,total_medals,world_record_holder,personal_best_rank_world,height_cm,weight_kg,bmi,training_hours_per_week,professional_athlete,doping_violation,most_recent_medal_2020plus
A000688,Yuki Zhang,Female,38,Italy,ITA,Europe,Shooting,Shooting,Summer,2000,2012,4,3,1,0,4,0,22,171,65,22.2,19,1,0,0
A000689,Adrian Okonkwo,Male,31,Bahrain,BRN,Asia,Canoe/Kayak,Water,Summer,2010,2010,1,0,1,0,1,0,15,175,84,27.4,44,1,0,0
A000690,Lukas Adenike,Male,31,Romania,ROU,Europe,Wrestling,Combat,Summer,2008,2016,3,0,0,0,0,0,104,185,80,23.4,19,1,0,0
A000691,Léa Hansen,Female,27,Uzbekistan,UZB,Asia,Sailing,Water,Summer,2002,2006,1,0,0,0,0,0,461,162,51,19.4,19,0,0,0
A000692,Zara Petrov,Female,25,Azerbaijan,AZE,Europe/Asia,Surfing,Other,Summer,2012,2020,3,0,0,2,2,0,487,166,71,25.8,20,1,0,1
A000693,Hassan Adenike,Male,24,China,CHN,Asia,Biathlon,Biathlon,Winter,2006,2014,3,0,0,0,0,0,197,181,73,22.3,23,1,0,0
A000694,Erik Weber,Male,29,South Africa,RSA,Africa,Tennis,Racquet,Summer,2016,2020,2,0,1,0,1,0,290,178,72,22.7,19,1,0,1
A000695,Lukas Hansen,Male,21,China,CHN,Asia,Biathlon Mixed Relay,Biathlon,Winter,2002,2002,1,0,0,1,1,0,1,180,69,21.3,26,1,0,0
A000696,Marco Zhang,Male,29,Kazakhstan,KAZ,Asia,Hockey (Field),Team Ball,Summer,2006,2010,1,0,0,0,0,0,210,186,70,20.2,23,1,0,0
A000697,Alinta Johnson,Female,30,Morocco,MAR,Africa,Table Tennis,Racquet,Summer,2004,2008,2,1,0,3,4,0,46,161,58,22.4,33,1,0,0
A000698,Kwame Weber,Male,30,Great Britain,GBR,Europe,Badminton,Racquet,Summer,2012,2016,2,2,1,1,4,0,481,171,77,26.3,33,1,0,0
A000699,Erik Ngozi,Male,24,Slovakia,SVK,Europe,Nordic Combined,Skiing,Winter,2006,2006,1,0,0,1,1,0,386,174,84,27.7,30,1,0,0
A000700,Leon Ngozi,Male,28,Germany,GER,Europe,Football/Soccer,Team Ball,Summer,2008,2016,3,1,1,1,3,1,255,189,75,21.0,25,1,0,0
A000701,Wei Smith,Male,23,Australia,AUS,Oceania,Swimming,Aquatics,Summer,2018,2018,1,0,0,1,1,0,41,182,95,28.7,17,1,0,0
A000702,Sydney Weber,Female,32,Greece,GRE,Europe,Nordic Combined,Skiing,Winter,2018,2026,3,3,0,2,5,0,4,167,66,23.7,31,1,0,1
A000703,Yuna Lindqvist,Female,22,Georgia,GEO,Europe/Asia,Canoe/Kayak,Water,Summer,2016,2016,1,1,0,0,1,0,307,158,60,24.0,21,1,0,0
A000704,Wei Ferreira,Female,26,Iran,IRI,Asia,Archery,Target,Summer,2022,2026,1,1,2,0,3,0,11,165,51,18.7,23,1,0,1
A000705,Anita Hansen,Female,19,Finland,FIN,Europe,Biathlon,Biathlon,Winter,2020,2024,1,2,0,0,2,0,22,154,64,27.0,24,1,0,1
A000706,Lukas Johnson,Male,24,Mexico,MEX,North America,Sailing,Water,Summer,2022,2026,1,0,0,1,1,0,99,184,67,19.8,32,0,0,1
A000707,Sipho Yıldız,Male,27,Ethiopia,ETH,Africa,Speed Skating,Skating,Winter,2016,2016,1,0,0,0,0,0,85,180,80,24.7,40,0,0,0
A000708,Anita Rossi,Female,24,Morocco,MAR,Africa,Table Tennis,Racquet,Summer,2018,2026,2,0,0,0,0,0,34,173,78,26.1,15,0,0,0
A000709,Jakub Müller,Male,19,Latvia,LAT,Europe,Volleyball,Team Ball,Summer,2004,2008,2,0,4,1,5,0,14,187,80,22.9,30,1,0,0
A000710,Oliver Martínez,Male,32,Georgia,GEO,Europe/Asia,Biathlon Mixed Relay,Biathlon,Winter,2014,2018,2,1,1,0,2,0,26,172,67,22.6,22,1,0,0
A000711,Elias Yıldız,Male,29,United States,USA,North America,Table Tennis,Racquet,Summer,2000,2008,3,0,0,3,3,0,92,181,71,21.7,16,1,0,0
A000712,Fatima Müller,Female,25,United States,USA,North America,Handball,Team Ball,Summer,2010,2010,1,0,0,0,0,0,223,156,58,23.8,31,1,0,0
A000713,Diego Silva,Male,29,Philippines,PHI,Asia,Wrestling,Combat,Summer,2004,2008,2,1,2,0,3,0,236,172,92,31.1,30,1,0,0
A000714,Emma Shaikh,Female,30,Estonia,EST,Europe,Equestrian,Other,Summer,2002,2010,2,1,0,0,1,0,34,178,52,16.4,26,0,0,0
A000715,Noa Kim,Male,29,Austria,AUT,Europe,Sailing,Water,Summer,1998,2010,3,1,1,0,2,0,326,180,80,24.7,33,1,0,0
A000716,Wei Okonkwo,Male,22,Greece,GRE,Europe,Skeleton,Sliding,Winter,1998,1998,1,0,0,3,3,0,103,187,73,20.9,21,1,0,0
A000717,Yuna Dubois,Female,36,Turkey,TUR,Europe/Asia,Swimming,Aquatics,Summer,2022,2022,1,0,0,0,0,0,184,180,52,16.0,37,1,0,0
A000718,Pietro Björk,Male,26,Hungary,HUN,Europe,Breakdancing,Urban,Summer,1998,2002,1,0,0,0,0,0,124,177,87,27.8,22,1,0,0
A000719,Adaeze Kumar,Female,25,Croatia,CRO,Europe,Pentathlon,Multi,Summer,2016,2016,1,0,0,1,1,0,262,170,48,16.6,28,0,0,0
A000720,Leon Weber,Male,15,Australia,AUS,Oceania,Gymnastics,Gymnastics,Summer,2012,2016,2,4,1,1,6,1,8,165,66,24.2,22,1,0,0
A000721,Nia Tran,Female,27,Mexico,MEX,North America,Ski Jumping,Skiing,Winter,1992,1996,1,0,1,1,2,0,135,158,53,21.2,30,1,0,0
A000722,Wei Patel,Male,27,Lithuania,LTU,Europe,Hockey (Field),Team Ball,Summer,2002,2006,1,1,0,0,1,0,101,184,77,22.7,34,1,0,0
A000723,Kai Sørensen,Male,31,Jamaica,JAM,North America,Speed Skating,Skating,Winter,2010,2010,1,0,0,0,0,0,389,183,85,25.4,23,1,0,0
A000724,Alinta Petrov,Female,24,Italy,ITA,Europe,Canoe/Kayak,Water,Summer,1998,1998,1,0,0,0,0,0,256,182,52,15.7,21,1,0,0
A000725,Takumi Nakamura,Male,25,Dominican Republic,DOM,North America,Cross-Country Skiing,Skiing,Winter,2018,2022,2,1,0,1,2,0,125,184,93,27.5,30,1,0,1
A000726,Lukas Ali,Male,26,Dominican Republic,DOM,North America,Rugby Sevens,Team Ball,Summer,1994,2006,3,1,0,2,3,0,270,169,85,29.8,26,1,0,0
A000727,Hana Kumar,Female,27,China,CHN,Asia,Taekwondo,Combat,Summer,2022,2022,1,1,0,0,1,0,10,157,66,26.8,24,1,0,1
A000728,Elias Silva,Male,25,Jamaica,JAM,North America,Canoe/Kayak,Water,Summer,2016,2016,1,0,1,0,1,0,169,183,86,25.7,31,0,0,0
A000729,Chloe Kim,Female,30,Switzerland,SUI,Europe,Surfing,Other,Summer,2004,2012,3,1,0,1,2,0,78,170,51,17.6,23,1,0,0
A000730,Oliver Sørensen,Male,24,Germany,GER,Europe,Tennis,Racquet,Summer,1992,1992,1,0,0,0,0,0,47,180,75,23.1,30,1,0,0
A000731,Yuki Yıldız,Female,27,Italy,ITA,Europe,Hockey (Field),Team Ball,Summer,2022,2026,1,0,0,0,0,0,28,180,70,21.6,24,1,0,0
A000732,Liam Osei,Male,31,Italy,ITA,Europe,Ski Jumping,Skiing,Winter,2014,2018,2,0,2,0,2,0,302,178,80,25.2,32,1,0,0
A000733,Noah Osei,Male,29,Greece,GRE,Europe,Volleyball,Team Ball,Summer,2008,2016,3,2,0,1,3,0,213,171,75,25.6,26,1,0,0
A000734,Noa Volkov,Male,28,Austria,AUT,Europe,Sport Climbing,Urban,Summer,2018,2018,1,0,1,1,2,0,256,180,71,21.9,13,1,0,0
A000735,Noa García,Male,19,Czech Republic,CZE,Europe,Gymnastics,Gymnastics,Summer,1996,1996,1,0,0,0,0,0,72,159,69,27.3,26,1,0,0
A000736,Adrian Patel,Male,43,Azerbaijan,AZE,Europe/Asia,Shooting,Shooting,Summer,1994,1998,1,1,1,0,2,0,138,181,85,25.9,24,1,0,0
A000737,Rafael Rossi,Male,31,Jamaica,JAM,North America,Judo,Combat,Summer,1994,1994,1,0,1,1,2,0,18,179,79,24.7,34,1,0,0
A000738,Ingrid Ali,Female,21,Dominican Republic,DOM,North America,Taekwondo,Combat,Summer,1998,2006,2,1,0,1,2,0,177,168,65,23.0,27,1,0,0
A000739,Elena Kim,Female,24,Thailand,THA,Asia,Hockey (Field),Team Ball,Summer,1996,2000,2,0,0,0,0,0,96,171,58,19.8,27,1,0,0
A000740,Lukas Ferreira,Male,18,Slovakia,SVK,Europe,Rowing,Rowing,Summer,2020,2026,2,1,0,1,2,0,6,183,80,23.9,28,1,0,1
A000741,Hugo Martínez,Male,26,Iran,IRI,Asia,Rowing,Rowing,Summer,2008,2008,1,1,1,0,2,0,51,176,72,23.2,23,1,0,0
A000742,Yuki Björk,Male,32,Russia,RUS,Europe,Handball,Team Ball,Summer,2012,2012,1,0,0,1,1,0,8,196,76,19.8,33,1,0,0
A000743,Takumi Nakamura,Male,21,Czech Republic,CZE,Europe,Skateboarding,Urban,Summer,2020,2024,2,0,0,3,3,0,362,180,70,21.6,49,1,0,1
A000744,Valentina Petrov,Female,23,Uganda,UGA,Africa,Fencing,Combat,Summer,2004,2004,1,0,0,1,1,0,198,172,65,22.0,33,0,0,0
A000745,Nia Hernández,Female,22,Estonia,EST,Europe,Rugby Sevens,Team Ball,Summer,2004,2016,4,3,0,2,5,0,113,171,64,21.9,28,1,0,0
A000746,Priya Ngozi,Female,29,Kazakhstan,KAZ,Asia,Curling,Ice Sports,Winter,2010,2014,2,0,0,1,1,0,105,162,69,26.3,25,1,0,0
A000747,Liam Hansen,Male,34,Germany,GER,Europe,Volleyball,Team Ball,Summer,2006,2014,2,0,0,0,0,0,14,188,80,22.6,34,1,0,0
A000748,Anita Müller,Female,29,Colombia,COL,South America,Curling,Ice Sports,Winter,2002,2002,1,0,0,1,1,0,88,170,78,27.0,29,1,0,0
A000749,Fatima Petrov,Female,31,Lithuania,LTU,Europe,Volleyball,Team Ball,Summer,1996,2008,4,1,2,0,3,0,134,171,74,25.3,43,1,0,0
A000750,Ingrid Hernández,Female,30,Cuba,CUB,North America,Weightlifting,Strength,Summer,2000,2008,3,0,2,0,2,0,210,164,76,28.3,29,1,0,0
A000751,Noa Björk,Male,28,Italy,ITA,Europe,Hockey (Field),Team Ball,Summer,1994,1994,1,0,0,0,0,0,4,183,89,26.6,28,1,0,0
A000752,Kai Silva,Male,25,Sweden,SWE,Europe,Cycling,Cycling,Summer,2014,2022,2,1,1,2,4,0,390,182,74,22.3,18,1,0,1
A000753,Anita Weber,Female,24,Russia,RUS,Europe,Table Tennis,Racquet,Summer,2002,2006,1,0,0,0,0,0,10,150,64,28.4,30,1,0,0
A000754,James Petrov,Male,26,Germany,GER,Europe,Cross-Country Skiing,Skiing,Winter,2002,2014,4,1,1,3,5,0,118,182,75,22.6,21,1,0,0
A000755,Matteo Patel,Male,23,Brazil,BRA,South America,Swimming,Aquatics,Summer,2020,2024,2,2,2,1,5,0,280,180,81,25.0,33,1,0,1
A000756,Anita Kumar,Female,22,South Korea,KOR,Asia,Pentathlon,Multi,Summer,1998,2006,2,1,1,0,2,0,14,174,58,19.2,33,1,0,0
A000757,Hana Ali,Female,32,Argentina,ARG,South America,Swimming,Aquatics,Summer,2016,2020,2,0,1,0,1,0,204,172,58,19.6,47,0,0,1
A000758,Hana Kumar,Female,23,Uzbekistan,UZB,Asia,Pentathlon,Multi,Summer,2020,2020,1,0,0,0,0,0,44,177,63,20.1,33,1,0,0
A000759,Emma García,Female,26,United States,USA,North America,Fencing,Combat,Summer,1998,2002,1,0,0,0,0,0,206,168,55,19.5,25,1,0,0
A000760,Sasha Kumar,Female,30,Italy,ITA,Europe,Rugby Sevens,Team Ball,Summer,2000,2004,2,1,0,0,1,0,58,167,62,22.2,32,1,0,0
A000761,Astrid Hansen,Female,27,Norway,NOR,Europe,Ice Hockey,Ice Sports,Winter,2012,2020,2,1,0,1,2,0,60,162,56,21.3,33,1,0,1
A000762,Nia Hansen,Female,23,Ukraine,UKR,Europe,Boxing,Combat,Summer,2022,2026,1,0,0,1,1,0,1,166,49,17.8,41,1,0,1
A000763,Zara Hansen,Female,22,Argentina,ARG,South America,Biathlon Mixed Relay,Biathlon,Winter,2002,2006,2,0,1,0,1,0,498,170,63,21.8,28,1,0,0
A000764,Adrian Adenike,Male,20,Ethiopia,ETH,Africa,Canoe/Kayak,Water,Summer,2012,2012,1,0,1,0,1,0,353,176,78,25.2,31,0,0,0
A000765,Lukas Okonkwo,Male,28,Latvia,LAT,Europe,Snowboard,Snowboard,Winter,2016,2020,1,1,0,0,1,0,11,183,75,22.4,34,1,0,1
A000766,Carlos Sørensen,Male,44,Azerbaijan,AZE,Europe/Asia,Equestrian,Other,Summer,2018,2018,1,0,0,0,0,0,162,177,61,19.5,35,0,0,0
A000767,Rafael Müller,Male,27,Australia,AUS,Oceania,Weightlifting,Strength,Summer,2014,2026,3,0,1,1,2,0,133,169,63,22.1,26,1,0,1
A000768,Hana Silva,Female,24,Colombia,COL,South America,Snowboard,Snowboard,Winter,1994,1994,1,0,0,1,1,0,13,176,62,20.0,32,1,0,0
A000769,Alinta Petrov,Female,28,Belarus,BLR,Europe,Shooting,Shooting,Summer,2022,2026,1,1,0,0,1,0,303,156,71,29.2,27,0,0,1
A000770,Anita Björk,Female,23,Colombia,COL,South America,Swimming,Aquatics,Summer,2006,2006,1,0,0,0,0,0,290,161,77,29.7,27,1,0,0
A000771,Fernanda Rossi,Female,28,Brazil,BRA,South America,Taekwondo,Combat,Summer,2014,2018,1,0,0,0,0,0,257,171,65,22.2,26,1,0,0
A000772,Erik Silva,Male,27,Iran,IRI,Asia,Volleyball,Team Ball,Summer,2014,2014,1,1,0,0,1,0,322,173,71,23.7,19,1,0,0
A000773,Priya Shaikh,Female,27,Mexico,MEX,North America,Pentathlon,Multi,Summer,2002,2002,1,0,0,0,0,0,97,165,51,18.7,22,0,0,0
A000774,Marco Kumar,Male,22,New Zealand,NZL,Oceania,Taekwondo,Combat,Summer,2004,2012,3,1,0,2,3,1,53,181,71,21.7,21,1,0,0
A000775,Amina Tran,Female,20,Uganda,UGA,Africa,Surfing,Other,Summer,1994,1994,1,0,1,1,2,0,169,164,74,27.5,30,1,0,0
A000776,Jade Dubois,Female,29,Uganda,UGA,Africa,Bobsled,Sliding,Winter,2004,2012,2,0,0,0,0,0,10,164,69,25.7,43,1,0,0
A000777,Noah Okonkwo,Male,38,Australia,AUS,Oceania,Equestrian,Other,Summer,2014,2014,1,0,0,0,0,0,84,174,102,33.7,22,1,0,0
A000778,Jana Silva,Female,26,Netherlands,NED,Europe,Hockey (Field),Team Ball,Summer,2012,2024,4,2,0,1,3,0,57,165,45,16.5,29,1,0,1
A000779,Chloe Hernández,Female,28,North Korea,PRK,Asia,Shooting,Shooting,Summer,1992,1992,1,0,0,1,1,0,160,167,49,17.6,32,1,0,0
A000780,Sipho Müller,Male,26,Hungary,HUN,Europe,Skateboarding,Urban,Summer,2022,2022,1,2,0,1,3,0,337,170,68,23.5,46,1,0,1
A000781,Marco Shaikh,Male,29,North Korea,PRK,Asia,Hockey (Field),Team Ball,Summer,2008,2012,2,0,2,0,2,0,13,183,77,23.0,23,1,0,0
A000782,Carlos Sørensen,Male,31,Jamaica,JAM,North America,Basketball,Team Ball,Summer,2014,2014,1,0,0,1,1,0,37,188,100,28.3,36,0,0,0
A000783,Anita Petrov,Female,28,Latvia,LAT,Europe,Basketball,Team Ball,Summer,2020,2026,2,0,0,0,0,0,161,192,79,21.4,38,1,0,0
A000784,Leon Lindqvist,Male,15,Czech Republic,CZE,Europe,Short Track,Skating,Winter,2014,2014,1,0,0,1,1,0,89,194,85,22.6,26,1,0,0
A000785,Emma Adenike,Female,21,India,IND,Asia,Badminton,Racquet,Summer,2012,2016,2,0,0,1,1,0,300,162,56,21.3,39,0,0,0
A000786,Priya Petrov,Female,25,Uganda,UGA,Africa,Water Polo,Aquatics,Summer,1994,2002,2,1,0,2,3,0,462,172,68,23.0,27,1,0,0
A000787,Mia Zhang,Female,24,Austria,AUT,Europe,Water Polo,Aquatics,Summer,2008,2020,4,2,1,2,5,0,1,160,55,21.5,12,1,0,1
A000788,Alinta Rossi,Female,28,Indonesia,INA,Asia,Fencing,Combat,Summer,2016,2026,3,0,0,0,0,0,119,164,61,22.7,21,1,0,0
A000789,Alinta Okonkwo,Female,32,Finland,FIN,Europe,Judo,Combat,Summer,2000,2004,2,1,2,2,5,0,46,171,81,27.7,31,1,0,0
A000790,Priya Müller,Female,23,Sweden,SWE,Europe,Golf,Other,Summer,2018,2026,2,0,3,0,3,0,233,179,55,17.2,22,1,0,1
A000791,Carlos Ngozi,Male,26,Switzerland,SUI,Europe,Speed Skating,Skating,Winter,1992,2000,2,0,1,0,1,0,133,170,70,24.2,19,1,0,0
A000792,Naomi Patel,Female,19,Bahrain,BRN,Asia,Water Polo,Aquatics,Summer,2020,2024,2,1,1,0,2,0,156,160,64,25.0,21,1,0,1
A000793,Omar Patel,Male,22,Croatia,CRO,Europe,Table Tennis,Racquet,Summer,2004,2004,1,0,0,0,0,0,265,162,96,36.6,14,1,0,0
A000794,Hana Björk,Female,29,Russia,RUS,Europe,Fencing,Combat,Summer,1992,1996,2,0,0,1,1,0,168,161,66,25.5,18,1,0,0
A000795,Carlos Rossi,Male,30,Germany,GER,Europe,Ice Hockey,Ice Sports,Winter,2006,2018,4,0,1,2,3,0,206,179,75,23.4,27,1,0,0
A000796,Matteo Weber,Male,42,South Africa,RSA,Africa,Curling,Ice Sports,Winter,2022,2026,2,0,2,1,3,0,19,186,82,23.7,10,1,0,1
A000797,Naomi Martínez,Female,32,Russia,RUS,Europe,Golf,Other,Summer,1996,2000,2,1,0,0,1,0,245,165,64,23.5,27,1,1,0
A000798,Sven Nakamura,Male,22,Austria,AUT,Europe,Biathlon,Biathlon,Winter,2002,2014,4,1,5,1,7,0,140,189,64,17.9,22,1,0,0
A000799,Valentina Patel,Female,23,Belgium,BEL,Europe,Ski Jumping,Skiing,Winter,2000,2012,3,0,0,1,1,0,2,170,63,21.8,30,1,0,0
A000800,Noah Okonkwo,Male,35,Kenya,KEN,Africa,Football/Soccer,Team Ball,Summer,1994,2002,2,0,1,1,2,0,1,192,94,25.5,24,1,0,0
A000801,Diego García,Male,27,Greece,GRE,Europe,Biathlon Mixed Relay,Biathlon,Winter,2018,2026,3,1,1,0,2,0,238,190,75,20.8,40,1,0,1
A000802,Oliver Osei,Male,26,Austria,AUT,Europe,Rowing,Rowing,Summer,2018,2022,1,1,0,0,1,0,35,186,69,19.9,24,1,0,1
A000803,Anita Osei,Female,26,Hungary,HUN,Europe,Weightlifting,Strength,Summer,1996,1996,1,0,1,0,1,0,244,159,63,24.9,13,1,0,0
A000804,Anita Tran,Female,26,Australia,AUS,Oceania,Archery,Target,Summer,2020,2024,2,0,1,1,2,0,64,154,71,29.9,16,1,0,1
A000805,Alinta Ngozi,Female,30,Italy,ITA,Europe,Biathlon,Biathlon,Winter,2004,2012,2,0,0,0,0,0,1,155,80,33.3,24,0,0,0
A000806,Sipho Patel,Male,29,Cuba,CUB,North America,Boxing,Combat,Summer,2018,2022,1,0,0,0,0,0,331,181,70,21.4,26,1,0,0
A000807,Matteo Volkov,Male,26,Philippines,PHI,Asia,Football/Soccer,Team Ball,Summer,2012,2016,2,0,0,1,1,0,18,163,72,27.1,19,1,0,0
A000808,Pietro Adenike,Male,20,Sweden,SWE,Europe,Hockey (Field),Team Ball,Summer,2000,2008,3,0,1,1,2,0,482,191,84,23.0,31,1,0,0
A000809,Jana Kumar,Female,19,Mongolia,MGL,Asia,Skeleton,Sliding,Winter,2016,2016,1,1,0,2,3,0,466,164,63,23.4,22,1,0,0
A000810,Amara Nakamura,Male,27,India,IND,Asia,Judo,Combat,Summer,2022,2026,1,2,0,1,3,0,358,186,79,22.8,12,1,0,1
A000811,Hugo Johnson,Male,28,Latvia,LAT,Europe,Judo,Combat,Summer,2016,2016,1,0,1,1,2,0,136,166,64,23.2,18,1,0,0
A000812,Carlos Johnson,Male,25,Colombia,COL,South America,Wrestling,Combat,Summer,2010,2018,2,0,1,0,1,0,7,177,95,30.3,25,1,1,0
A000813,Pietro Johnson,Male,24,Spain,ESP,Europe,Breakdancing,Urban,Summer,1998,1998,1,1,0,0,1,0,40,177,83,26.5,41,1,0,0
A000814,Théo Weber,Male,36,Canada,CAN,North America,Equestrian,Other,Summer,1994,1994,1,0,0,1,1,0,4,182,72,21.7,22,1,0,0
A000815,Takumi Smith,Male,33,Philippines,PHI,Asia,Sailing,Water,Summer,2014,2026,3,1,2,1,4,0,112,177,71,22.7,25,1,0,1
A000816,Rafael Hansen,Male,27,South Korea,KOR,Asia,Freestyle Skiing,Skiing,Winter,2020,2020,1,0,0,1,1,0,490,175,72,23.5,41,1,0,1
A000817,Marco Adenike,Male,19,Germany,GER,Europe,Short Track,Skating,Winter,2006,2014,3,1,1,1,3,0,412,176,84,27.1,42,1,0,0
A000818,Erik Hernández,Male,24,Armenia,ARM,Europe/Asia,Taekwondo,Combat,Summer,2020,2020,1,0,0,0,0,0,247,172,70,23.7,21,1,0,0
A000819,Adrian Tran,Male,31,North Korea,PRK,Asia,Nordic Combined,Skiing,Winter,1992,1992,1,0,1,0,1,0,151,191,74,20.3,23,1,0,0
A000820,Yuna Rossi,Female,25,Canada,CAN,North America,Gymnastics,Gymnastics,Summer,2004,2008,2,1,2,0,3,0,244,153,57,24.3,19,1,0,0
A000821,Priya Smith,Female,29,Belarus,BLR,Europe,Cycling,Cycling,Summer,2016,2020,2,0,1,0,1,0,92,167,76,27.3,37,0,0,1
A000822,Takumi Petrov,Male,24,Germany,GER,Europe,Surfing,Other,Summer,1998,2002,1,0,0,0,0,0,7,175,75,24.5,26,1,0,0
A000823,Jana Hansen,Female,23,Spain,ESP,Europe,Cross-Country Skiing,Skiing,Winter,2008,2016,2,0,0,0,0,0,8,163,59,22.2,27,1,0,0
A000824,Yuki Hernández,Female,29,Azerbaijan,AZE,Europe/Asia,Sailing,Water,Summer,1998,1998,1,2,0,0,2,0,63,157,80,32.5,13,1,0,0
A000825,Rafael Osei,Male,47,Slovenia,SLO,Europe,Curling,Ice Sports,Winter,2012,2020,2,1,0,0,1,0,88,184,65,19.2,21,0,0,1
A000826,Elias Patel,Male,30,Georgia,GEO,Europe/Asia,Football/Soccer,Team Ball,Summer,2012,2016,2,1,0,1,2,0,468,176,72,23.2,21,1,0,0
A000827,Yuna Ferreira,Female,30,Georgia,GEO,Europe/Asia,Rowing,Rowing,Summer,2006,2010,1,1,0,1,2,0,1,160,73,28.5,28,1,0,0
A000828,Zara Dubois,Female,21,North Korea,PRK,Asia,Gymnastics,Gymnastics,Summer,2006,2014,2,1,0,1,2,0,22,156,53,21.8,23,1,0,0
A000829,Megan Zhang,Female,28,Morocco,MAR,Africa,Cycling,Cycling,Summer,1998,2006,2,1,0,0,1,0,455,175,57,18.6,32,1,0,0
A000830,Yuna Björk,Female,23,Morocco,MAR,Africa,Judo,Combat,Summer,2014,2018,1,0,0,0,0,0,157,168,67,23.7,42,1,0,0
A000831,Ingrid Kumar,Female,24,Spain,ESP,Europe,Triathlon,Multi,Summer,2000,2004,2,0,2,1,3,0,29,168,55,19.5,31,1,0,0
A000832,Astrid Okonkwo,Female,26,Kazakhstan,KAZ,Asia,Breakdancing,Urban,Summer,1992,1992,1,0,1,0,1,0,139,159,63,24.9,33,0,0,0
A000833,Wei Müller,Male,36,Estonia,EST,Europe,Sailing,Water,Summer,2008,2008,1,0,0,0,0,0,287,172,69,23.3,32,1,0,0
A000834,Elias Petrov,Male,24,Netherlands,NED,Europe,Figure Skating,Skating,Winter,1996,1996,1,0,0,1,1,0,175,181,89,27.2,25,1,0,0
A000835,Takumi Nakamura,Male,28,Bahrain,BRN,Asia,Cycling,Cycling,Summer,1994,2006,3,0,1,2,3,0,1,185,71,20.7,24,1,0,0
A000836,Jana Ali,Female,28,Australia,AUS,Oceania,Basketball,Team Ball,Summer,2022,2026,1,0,0,1,1,0,161,189,77,21.6,15,1,0,1
A000837,Adaeze Ngozi,Female,22,Slovenia,SLO,Europe,Cycling,Cycling,Summer,2020,2024,2,0,1,0,1,0,69,175,65,21.2,24,1,0,1
A000838,Hugo Johnson,Male,30,Indonesia,INA,Asia,Boxing,Combat,Summer,2008,2008,1,0,0,0,0,0,59,172,73,24.7,31,1,0,0
A000839,Kwame Johnson,Male,27,France,FRA,Europe,Biathlon,Biathlon,Winter,2002,2010,3,0,1,0,1,0,227,174,73,24.1,27,1,0,0
A000840,Matteo Müller,Male,25,Russia,RUS,Europe,Curling,Ice Sports,Winter,2008,2012,1,2,0,1,3,0,111,170,80,27.7,23,1,0,0
A000841,Valentina Patel,Female,32,China,CHN,Asia,Diving,Aquatics,Summer,2022,2022,1,0,1,0,1,0,76,155,67,27.9,25,1,0,1
A000842,Fatima Silva,Female,26,Colombia,COL,South America,Diving,Aquatics,Summer,1998,1998,1,0,0,0,0,0,31,165,63,23.1,34,1,0,0
A000843,Elena Patel,Female,28,South Korea,KOR,Asia,Alpine Skiing,Skiing,Winter,1998,2010,4,1,2,2,5,0,1,173,59,19.7,20,1,0,0
A000844,Rafael Martínez,Male,22,Hungary,HUN,Europe,Judo,Combat,Summer,2016,2016,1,0,0,0,0,0,125,182,76,22.9,34,1,0,0
A000845,Valentina Ngozi,Female,20,Uzbekistan,UZB,Asia,Short Track,Skating,Winter,2020,2024,1,0,0,0,0,0,1,170,60,20.8,21,0,0,0
A000846,Anita Müller,Female,36,Philippines,PHI,Asia,Cross-Country Skiing,Skiing,Winter,2000,2000,1,0,0,0,0,0,232,177,57,18.2,30,1,0,0
A000847,Kai Dubois,Male,31,Finland,FIN,Europe,Athletics,Track & Field,Summer,1998,1998,1,0,0,1,1,0,39,177,64,20.4,28,0,0,0
A000848,Nia Rossi,Female,26,Sweden,SWE,Europe,Fencing,Combat,Summer,2010,2014,1,0,0,0,0,0,142,158,70,28.0,30,1,0,0
A000849,Sven Zhang,Male,34,Italy,ITA,Europe,Football/Soccer,Team Ball,Summer,1998,2002,1,2,1,0,3,1,37,181,85,25.9,47,1,0,0
A000850,Noah Shaikh,Male,21,Colombia,COL,South America,Archery,Target,Summer,2000,2004,2,0,0,0,0,0,414,179,77,24.0,31,0,0,0
A000851,Noa Yıldız,Male,19,Mongolia,MGL,Asia,Handball,Team Ball,Summer,2016,2026,3,2,0,1,3,1,167,182,83,25.1,31,1,0,1
A000852,Jakub Osei,Male,26,Hungary,HUN,Europe,Ice Hockey,Ice Sports,Winter,1994,1998,2,0,0,0,0,0,50,160,70,27.3,36,1,0,0
A000853,Anita Ngozi,Female,22,Belgium,BEL,Europe,Figure Skating,Skating,Winter,2010,2014,2,1,0,0,1,0,499,162,53,20.2,21,1,0,0
A000854,Léa Lindqvist,Female,25,Thailand,THA,Asia,Volleyball,Team Ball,Summer,1996,2008,4,0,0,0,0,0,83,163,67,25.2,26,1,0,0
A000855,Erik Petrov,Male,30,Germany,GER,Europe,Hockey (Field),Team Ball,Summer,2006,2006,1,0,2,0,2,0,91,177,81,25.9,14,1,0,0
A000856,Leon Björk,Male,31,Slovakia,SVK,Europe,Table Tennis,Racquet,Summer,1994,1998,1,1,0,0,1,0,210,177,71,22.7,24,0,0,0
