date,year,month,quarter,symbol,name,category,consensus_mechanism,open_usd,high_usd,low_usd,close_usd,monthly_return_pct,monthly_volatility_pct,volume_usd_billion,market_cap_usd_billion,dominance_pct,active_addresses_thousands,transaction_count_thousands,social_sentiment_score,fear_greed_index,exchange_netflow_million_usd
2019-01,2019,1,Q1,MATIC,Polygon,Layer 2,PoS,0.44313661,0.43275547,0.35551182,0.38941774,-12.12,11.4,0.173,2.337,,210,124,-0.446,31,-4.7
2019-02,2019,2,Q1,MATIC,Polygon,Layer 2,PoS,0.38941774,0.35133239,0.26354613,0.30839114,-20.81,20.1,0.094,1.85,,23,103,-0.317,33,-8.0
2019-03,2019,3,Q1,MATIC,Polygon,Layer 2,PoS,0.30839114,0.47763577,0.38981612,0.43167143,39.98,19.9,0.175,2.59,,32,32,-0.265,25,-9.7
2019-04,2019,4,Q2,MATIC,Polygon,Layer 2,PoS,0.43167143,0.49211248,0.44251842,0.46630117,8.02,9.4,0.11,2.798,,241,75,-1.0,39,5.7
2019-05,2019,5,Q2,MATIC,Polygon,Layer 2,PoS,0.46630117,0.59502282,0.51798739,0.54129056,16.08,10.2,0.152,3.248,,50,63,-0.533,57,3.7
2019-06,2019,6,Q2,MATIC,Polygon,Layer 2,PoS,0.54129056,0.56124881,0.45692147,0.48650634,-10.12,17.1,0.124,2.919,,64,182,-0.158,55,-15.6
2019-07,2019,7,Q3,MATIC,Polygon,Layer 2,PoS,0.48650634,0.66580797,0.56185333,0.61864127,27.16,11.6,0.272,3.712,,37,283,0.068,46,17.0
2019-08,2019,8,Q3,MATIC,Polygon,Layer 2,PoS,0.61864127,0.5653179,0.47848379,0.52346389,-15.38,21.9,0.346,3.141,,54,249,-0.743,37,5.7
2019-09,2019,9,Q3,MATIC,Polygon,Layer 2,PoS,0.52346389,0.72631618,0.55348809,0.63369345,21.06,15.1,0.143,3.802,,18,214,0.058,53,4.5
2019-10,2019,10,Q4,MATIC,Polygon,Layer 2,PoS,0.63369345,0.6002549,0.53083474,0.56582629,-10.71,14.8,0.062,3.395,,68,150,-0.115,28,10.6
2019-11,2019,11,Q4,MATIC,Polygon,Layer 2,PoS,0.56582629,0.77532748,0.60116552,0.69134122,22.18,15.0,0.1,4.148,,60,224,0.383,51,12.5
2019-12,2019,12,Q4,MATIC,Polygon,Layer 2,PoS,0.69134122,0.73665566,0.60052969,0.67658914,-2.13,18.3,0.195,4.06,,88,536,-0.228,48,-13.3
2020-01,2020,1,Q1,MATIC,Polygon,Layer 2,PoS,0.67658914,0.77731681,0.60949676,0.67994258,0.5,20.0,0.17,4.08,,22,105,-0.262,34,-18.1
2020-02,2020,2,Q1,MATIC,Polygon,Layer 2,PoS,0.67994258,0.74085318,0.55247594,0.68087553,0.14,21.4,0.212,4.085,,9,212,0.5,28,15.3
2020-03,2020,3,Q1,MATIC,Polygon,Layer 2,PoS,0.68087553,0.76198825,0.6149296,0.67552392,-0.79,23.8,0.237,4.053,,22,208,0.355,51,-21.6
2020-04,2020,4,Q2,MATIC,Polygon,Layer 2,PoS,0.67552392,1.08508731,1.00844727,1.04437776,54.6,11.1,0.256,6.266,,22,99,-0.026,59,-1.8
2020-05,2020,5,Q2,MATIC,Polygon,Layer 2,PoS,1.04437776,0.98981919,0.75739026,0.86487066,-17.19,16.9,0.204,5.189,,18,164,-0.159,58,-23.7
2020-06,2020,6,Q2,MATIC,Polygon,Layer 2,PoS,0.86487066,1.09951166,0.90985731,1.0248991,18.5,17.1,0.124,6.149,,26,155,-0.01,79,27.5
2020-07,2020,7,Q3,MATIC,Polygon,Layer 2,PoS,1.0248991,1.33250196,0.87385814,1.11271331,8.57,23.4,0.143,6.676,,36,69,-0.054,69,16.8
2020-08,2020,8,Q3,MATIC,Polygon,Layer 2,PoS,1.11271331,1.60254004,1.30816945,1.46625232,31.77,22.0,0.316,8.798,,50,185,-0.051,60,-23.7
2020-09,2020,9,Q3,MATIC,Polygon,Layer 2,PoS,1.46625232,1.61459112,1.30672253,1.52448917,3.97,14.7,0.275,9.147,,11,1170,0.664,64,13.9
2020-10,2020,10,Q4,MATIC,Polygon,Layer 2,PoS,1.52448917,1.74818473,1.4817508,1.65930062,8.84,14.4,0.166,9.956,,31,519,0.436,65,0.2
2020-11,2020,11,Q4,MATIC,Polygon,Layer 2,PoS,1.65930062,1.91338771,1.68728449,1.80928047,9.04,17.5,0.314,10.856,,6,466,0.63,63,13.9
2020-12,2020,12,Q4,MATIC,Polygon,Layer 2,PoS,1.80928047,2.17221994,1.76056133,1.97502118,9.16,20.7,0.145,11.85,,14,114,0.606,75,-41.4
2021-01,2021,1,Q1,MATIC,Polygon,Layer 2,PoS,1.97502118,2.43920689,1.94726595,2.1779443,10.27,21.2,0.513,13.068,,22,133,0.975,82,0.3
2021-02,2021,2,Q1,MATIC,Polygon,Layer 2,PoS,2.1779443,2.58885126,2.2248564,2.35421829,8.09,13.5,0.299,14.125,,18,394,0.968,82,5.2
2021-03,2021,3,Q1,MATIC,Polygon,Layer 2,PoS,2.35421829,2.78093098,2.15384179,2.42627725,3.06,18.0,0.378,14.558,,15,206,1.0,75,67.5
2021-04,2021,4,Q2,MATIC,Polygon,Layer 2,PoS,2.42627725,2.991246,2.58204288,2.8071588,15.7,9.4,0.396,16.843,,15,807,0.754,80,-8.9
2021-05,2021,5,Q2,MATIC,Polygon,Layer 2,PoS,2.8071588,1.91669555,1.43365736,1.74499905,-37.84,21.7,0.295,10.47,,129,460,0.675,66,-16.1
2021-06,2021,6,Q2,MATIC,Polygon,Layer 2,PoS,1.74499905,2.03334491,1.54694778,1.70975465,-2.02,23.6,0.154,10.259,,57,357,-0.067,77,-19.9
2021-07,2021,7,Q3,MATIC,Polygon,Layer 2,PoS,1.70975465,2.32420468,1.60884287,1.97993582,15.8,24.9,0.241,11.88,,29,281,0.523,64,28.2
2021-08,2021,8,Q3,MATIC,Polygon,Layer 2,PoS,1.97993582,2.21890011,1.7220264,2.00119238,1.07,14.5,0.283,12.007,,14,164,0.302,60,-16.5
2021-09,2021,9,Q3,MATIC,Polygon,Layer 2,PoS,2.00119238,1.79390573,1.48071076,1.6657565,-16.76,15.3,0.289,9.995,,139,122,-0.101,50,18.6
2021-10,2021,10,Q4,MATIC,Polygon,Layer 2,PoS,1.6657565,1.98654264,1.76044326,1.87381175,12.49,13.1,0.617,11.243,,33,307,0.546,81,-5.3
2021-11,2021,11,Q4,MATIC,Polygon,Layer 2,PoS,1.87381175,1.77737499,1.6583597,1.71268711,-8.6,9.6,0.373,10.276,,10,258,0.158,71,-37.4
2021-12,2021,12,Q4,MATIC,Polygon,Layer 2,PoS,1.71268711,1.45616505,1.15537966,1.27064128,-25.81,24.5,0.304,7.624,,10,299,-0.189,98,-4.2
2022-01,2022,1,Q1,MATIC,Polygon,Layer 2,PoS,1.27064128,0.67186932,0.537144,0.6231171,-50.96,17.1,0.154,3.739,,40,52,-0.068,22,15.7
2022-02,2022,2,Q1,MATIC,Polygon,Layer 2,PoS,0.6231171,0.70371341,0.58650477,0.62635698,0.52,13.8,0.078,3.758,,28,90,0.176,38,3.3
2022-03,2022,3,Q1,MATIC,Polygon,Layer 2,PoS,0.62635698,0.63235034,0.49729259,0.56385046,-9.98,18.8,0.278,3.383,,87,388,-0.069,40,14.5
2022-04,2022,4,Q2,MATIC,Polygon,Layer 2,PoS,0.56385046,0.53140466,0.42917708,0.47554058,-15.66,20.0,0.21,2.853,,84,100,-0.06,40,23.3
2022-05,2022,5,Q2,MATIC,Polygon,Layer 2,PoS,0.47554058,0.41742674,0.31479886,0.36302745,-23.66,16.6,0.14,2.178,,10,366,-0.314,35,-4.5
2022-06,2022,6,Q2,MATIC,Polygon,Layer 2,PoS,0.36302745,0.23362094,0.16397249,0.19859116,-45.3,21.3,0.079,1.192,,36,116,-0.304,34,-0.2
2022-07,2022,7,Q3,MATIC,Polygon,Layer 2,PoS,0.19859116,0.17769707,0.15454323,0.16862097,-15.09,13.3,0.062,1.012,,23,347,-0.667,18,-17.8
2022-08,2022,8,Q3,MATIC,Polygon,Layer 2,PoS,0.16862097,0.25100023,0.21562933,0.23203766,37.61,18.8,0.098,1.392,,14,428,0.072,29,-1.2
2022-09,2022,9,Q3,MATIC,Polygon,Layer 2,PoS,0.23203766,0.26447129,0.23926801,0.2531647,9.11,12.9,0.031,1.519,,12,162,-0.781,7,2.1
2022-10,2022,10,Q4,MATIC,Polygon,Layer 2,PoS,0.2531647,0.27088505,0.21632285,0.23629696,-6.66,22.6,0.064,1.418,,30,1333,-0.574,43,6.7
2022-11,2022,11,Q4,MATIC,Polygon,Layer 2,PoS,0.23629696,0.24637259,0.20378377,0.22825273,-3.4,13.8,0.143,1.37,,21,369,-0.54,34,0.6
2022-12,2022,12,Q4,MATIC,Polygon,Layer 2,PoS,0.22825273,0.25601774,0.23063942,0.24867208,8.95,8.7,0.135,1.492,,37,170,-0.502,42,-5.3
2023-01,2023,1,Q1,MATIC,Polygon,Layer 2,PoS,0.24867208,0.48366326,0.34592996,0.42555469,71.13,21.8,0.076,2.553,,21,131,0.048,32,24.0
2023-02,2023,2,Q1,MATIC,Polygon,Layer 2,PoS,0.42555469,0.44908941,0.42038828,0.43302524,1.76,9.6,0.134,2.598,,21,240,-0.079,47,-13.9
2023-03,2023,3,Q1,MATIC,Polygon,Layer 2,PoS,0.43302524,0.74824813,0.60878226,0.6669688,54.03,24.2,0.103,4.002,,14,82,-0.412,45,-25.0
2023-04,2023,4,Q2,MATIC,Polygon,Layer 2,PoS,0.6669688,0.59538419,0.4271918,0.53184573,-20.26,21.6,0.27,3.191,,30,66,-0.238,46,-26.2
2023-05,2023,5,Q2,MATIC,Polygon,Layer 2,PoS,0.53184573,0.71983666,0.56264299,0.64017863,20.37,21.0,0.307,3.841,,34,240,0.049,40,-27.6
2023-06,2023,6,Q2,MATIC,Polygon,Layer 2,PoS,0.64017863,0.9227734,0.75074244,0.80436791,25.65,17.9,0.146,4.826,,8,287,0.482,56,2.0
2023-07,2023,7,Q3,MATIC,Polygon,Layer 2,PoS,0.80436791,0.84653346,0.76846285,0.80673713,0.29,10.9,0.529,4.84,,31,100,-0.092,46,11.5
2023-08,2023,8,Q3,MATIC,Polygon,Layer 2,PoS,0.80673713,1.02979574,0.88552912,0.94703681,17.39,11.1,0.29,5.682,,82,430,-0.282,58,-34.5
2023-09,2023,9,Q3,MATIC,Polygon,Layer 2,PoS,0.94703681,1.13288109,1.00656731,1.03850813,9.66,9.8,0.25,6.231,,20,467,0.074,61,-9.6
2023-10,2023,10,Q4,MATIC,Polygon,Layer 2,PoS,1.03850813,1.31461218,1.08723236,1.18187819,13.81,12.7,0.22,7.091,,59,217,-0.011,40,4.3
2023-11,2023,11,Q4,MATIC,Polygon,Layer 2,PoS,1.18187819,1.46462098,1.10499657,1.27361232,7.76,21.8,0.402,7.642,,24,168,-0.067,61,-26.1
2023-12,2023,12,Q4,MATIC,Polygon,Layer 2,PoS,1.27361232,1.29522981,1.02487186,1.11511088,-12.45,17.6,0.278,6.691,,49,183,0.987,61,34.9
2024-01,2024,1,Q1,MATIC,Polygon,Layer 2,PoS,1.11511088,1.6196808,1.3616979,1.50094674,34.6,12.3,0.302,9.006,,11,266,0.666,69,-12.9
2024-02,2024,2,Q1,MATIC,Polygon,Layer 2,PoS,1.50094674,2.34651529,1.80241375,2.01895004,34.51,17.8,0.437,12.114,,98,235,0.226,71,15.1
2024-03,2024,3,Q1,MATIC,Polygon,Layer 2,PoS,2.01895004,2.50665755,2.12350892,2.29201991,13.53,13.4,0.541,13.752,,6,105,0.408,75,0.8
2024-04,2024,4,Q2,MATIC,Polygon,Layer 2,PoS,2.29201991,2.14790281,1.51467422,1.87957466,-17.99,22.4,1.38,11.277,,34,288,0.731,73,-5.3
2024-05,2024,5,Q2,MATIC,Polygon,Layer 2,PoS,1.87957466,1.95910431,1.64843666,1.80285573,-4.08,9.1,0.274,10.817,,21,235,0.549,79,-53.1
2024-06,2024,6,Q2,MATIC,Polygon,Layer 2,PoS,1.80285573,2.52814054,2.15075474,2.39104902,32.63,13.5,0.254,14.346,,42,97,0.317,72,-25.3
2024-07,2024,7,Q3,MATIC,Polygon,Layer 2,PoS,2.39104902,1.71168037,1.49573698,1.56130466,-34.7,12.9,0.311,9.368,,33,29,0.859,75,31.9
2024-08,2024,8,Q3,MATIC,Polygon,Layer 2,PoS,1.56130466,2.25252223,1.73023557,2.07973579,33.2,22.5,0.229,12.478,,16,265,0.464,78,-5.5
2024-09,2024,9,Q3,MATIC,Polygon,Layer 2,PoS,2.07973579,2.19224759,1.57545032,1.87652189,-9.77,21.1,0.493,11.259,,55,156,0.527,60,-61.9
2024-10,2024,10,Q4,MATIC,Polygon,Layer 2,PoS,1.87652189,2.11887256,1.62045203,1.87292702,-0.19,13.8,0.291,11.238,,31,172,0.923,69,-40.0
2024-11,2024,11,Q4,MATIC,Polygon,Layer 2,PoS,1.87292702,1.72636681,1.39324101,1.48378641,-20.78,16.9,0.524,8.903,,27,288,0.204,64,60.4
2024-12,2024,12,Q4,MATIC,Polygon,Layer 2,PoS,1.48378641,1.84128055,1.45057966,1.73877326,17.18,16.7,0.512,10.433,,74,450,0.786,75,-48.7
2025-01,2025,1,Q1,MATIC,Polygon,Layer 2,PoS,1.73877326,2.39186355,2.11898735,2.22130896,27.75,10.4,0.544,13.328,,148,126,0.523,62,-32.6
2025-02,2025,2,Q1,MATIC,Polygon,Layer 2,PoS,2.22130896,2.61647955,2.29968645,2.42499053,9.17,9.3,0.232,14.55,,19,191,0.934,94,-18.5
2025-03,2025,3,Q1,MATIC,Polygon,Layer 2,PoS,2.42499053,2.57103898,2.25365682,2.38327604,-1.72,17.2,0.433,14.3,,63,105,1.0,69,-5.7
2025-04,2025,4,Q2,MATIC,Polygon,Layer 2,PoS,2.38327604,2.83530071,2.00838399,2.48066548,4.09,19.2,0.394,14.884,,19,246,0.839,72,-22.6
2025-05,2025,5,Q2,MATIC,Polygon,Layer 2,PoS,2.48066548,2.74282329,2.24987725,2.53159858,2.05,18.4,0.761,15.19,,15,119,0.839,72,-24.6
2025-06,2025,6,Q2,MATIC,Polygon,Layer 2,PoS,2.53159858,2.97962545,2.30668769,2.70554443,6.87,15.1,0.528,16.233,,18,82,0.624,75,-7.0
2025-07,2025,7,Q3,MATIC,Polygon,Layer 2,PoS,2.70554443,2.43634767,2.00532399,2.29856786,-15.04,19.4,0.388,13.791,,12,142,0.593,84,1.9
2025-08,2025,8,Q3,MATIC,Polygon,Layer 2,PoS,2.29856786,3.12513129,2.3648677,2.58944081,12.65,24.4,0.329,15.537,,21,356,0.39,69,-31.6
2025-09,2025,9,Q3,MATIC,Polygon,Layer 2,PoS,2.58944081,2.97630452,2.2050743,2.56658889,-0.88,20.2,1.56,15.4,,103,157,0.631,57,-7.3
2025-10,2025,10,Q4,MATIC,Polygon,Layer 2,PoS,2.56658889,2.66842322,2.26580644,2.42555783,-5.49,13.3,0.537,14.553,,40,117,0.548,57,12.1
2025-11,2025,11,Q4,MATIC,Polygon,Layer 2,PoS,2.42555783,2.88334404,2.3607751,2.52233246,3.99,15.1,0.391,15.134,,325,54,0.782,89,34.9
2025-12,2025,12,Q4,MATIC,Polygon,Layer 2,PoS,2.52233246,3.36895456,2.25494808,2.75758387,9.33,24.0,0.188,16.546,,9,493,0.802,74,-2.4
2026-01,2026,1,Q1,MATIC,Polygon,Layer 2,PoS,2.75758387,2.63293349,2.37324609,2.44388293,-11.38,9.3,0.457,14.663,,26,1025,0.561,75,34.4
2026-02,2026,2,Q1,MATIC,Polygon,Layer 2,PoS,2.44388293,2.39897982,1.93670243,2.2381547,-8.42,18.2,1.129,13.429,,41,817,0.478,80,-70.0
2026-03,2026,3,Q1,MATIC,Polygon,Layer 2,PoS,2.2381547,2.47242585,2.10109306,2.25661087,0.82,10.6,0.401,13.54,,403,61,0.91,83,4.3
2018-01,2018,1,Q1,LINK,Chainlink,Oracle,N/A,6.39652013,8.23899551,6.90797251,7.26261631,13.54,13.6,0.075,4.358,,8,303,-0.004,26,-2.5
2018-02,2018,2,Q1,LINK,Chainlink,Oracle,N/A,7.26261631,9.81154709,7.21151529,8.63666295,18.92,22.7,0.086,5.182,,81,186,-0.557,33,3.6
2018-03,2018,3,Q1,LINK,Chainlink,Oracle,N/A,8.63666295,6.93955284,6.03879983,6.58188592,-23.79,9.0,0.126,3.949,,77,128,-0.198,31,1.1
2018-04,2018,4,Q2,LINK,Chainlink,Oracle,N/A,6.58188592,7.41609375,6.25743263,7.00321439,6.4,19.2,0.076,4.202,,51,145,0.057,38,-1.2
2018-05,2018,5,Q2,LINK,Chainlink,Oracle,N/A,7.00321439,8.36183062,7.01443329,7.77931182,11.08,10.9,0.26,4.668,,87,250,-0.534,49,-30.3
2018-06,2018,6,Q2,LINK,Chainlink,Oracle,N/A,7.77931182,8.11921126,6.19127579,7.58765043,-2.46,20.1,0.05,4.553,,19,136,-0.026,37,16.9
2018-07,2018,7,Q3,LINK,Chainlink,Oracle,N/A,7.58765043,5.93652397,5.48791227,5.64171411,-25.65,8.4,0.169,3.385,,69,138,-0.38,25,6.8
2018-08,2018,8,Q3,LINK,Chainlink,Oracle,N/A,5.64171411,6.9881375,5.44509667,6.00195067,6.39,21.3,0.124,3.601,,48,668,-0.594,41,0.1
2018-09,2018,9,Q3,LINK,Chainlink,Oracle,N/A,6.00195067,5.78533269,4.6508411,5.44975567,-9.2,16.9,0.144,3.27,,8,76,-0.267,34,-2.5
2018-10,2018,10,Q4,LINK,Chainlink,Oracle,N/A,5.44975567,6.61161081,5.35724169,6.1590433,13.02,23.5,0.102,3.695,,18,152,-0.107,41,-14.0
2018-11,2018,11,Q4,LINK,Chainlink,Oracle,N/A,6.1590433,5.96685203,5.26374944,5.61820063,-8.78,9.1,0.063,3.371,,33,145,-0.706,47,-2.5
2018-12,2018,12,Q4,LINK,Chainlink,Oracle,N/A,5.61820063,3.7809031,3.27103553,3.58311894,-36.22,13.1,0.122,2.15,,49,98,-0.156,29,3.4
2019-01,2019,1,Q1,LINK,Chainlink,Oracle,N/A,3.58311894,6.87387744,4.68801695,5.61030715,56.58,23.0,0.104,3.366,,34,960,-0.348,41,-1.4
2019-02,2019,2,Q1,LINK,Chainlink,Oracle,N/A,5.61030715,8.89303456,6.2989488,7.75644132,38.25,19.1,0.144,4.654,,22,84,0.086,51,6.0
2019-03,2019,3,Q1,LINK,Chainlink,Oracle,N/A,7.75644132,8.60706561,6.81470477,7.50134939,-3.29,15.2,0.079,4.501,,39,230,-0.464,44,-5.5
2019-04,2019,4,Q2,LINK,Chainlink,Oracle,N/A,7.50134939,7.79781593,6.26354133,6.72926304,-10.29,18.2,0.139,4.038,,31,64,-0.351,32,-11.3
2019-05,2019,5,Q2,LINK,Chainlink,Oracle,N/A,6.72926304,8.05279566,6.01755543,7.2263705,7.39,24.5,0.149,4.336,,23,111,-0.047,36,22.9
2019-06,2019,6,Q2,LINK,Chainlink,Oracle,N/A,7.2263705,10.07332852,8.3245855,8.94217338,23.74,19.2,0.099,5.365,,6,405,-0.179,39,-10.6
2019-07,2019,7,Q3,LINK,Chainlink,Oracle,N/A,8.94217338,10.95542444,9.16504169,10.28671015,15.04,11.8,0.088,6.172,,17,157,-0.531,35,-9.6
2019-08,2019,8,Q3,LINK,Chainlink,Oracle,N/A,10.28671015,10.0932061,7.71563946,8.86796777,-13.79,23.3,0.186,5.321,,3,159,-0.182,45,-0.5
2019-09,2019,9,Q3,LINK,Chainlink,Oracle,N/A,8.86796777,15.79153502,11.82324168,13.22780168,49.16,24.3,0.074,7.937,,47,93,-0.131,54,25.5
2019-10,2019,10,Q4,LINK,Chainlink,Oracle,N/A,13.22780168,12.69124289,10.18042507,11.41242937,-13.72,17.8,0.183,6.847,,8,131,-0.14,46,-8.0
2019-11,2019,11,Q4,LINK,Chainlink,Oracle,N/A,11.41242937,16.23731614,10.54365308,13.20352759,15.69,23.0,0.324,7.922,,42,228,-0.386,49,0.9
2019-12,2019,12,Q4,LINK,Chainlink,Oracle,N/A,13.20352759,14.61950171,10.67741815,12.50412888,-5.3,19.0,0.489,7.502,,137,70,-0.719,58,-2.9
2020-01,2020,1,Q1,LINK,Chainlink,Oracle,N/A,12.50412888,11.75970281,9.45394013,10.52494204,-15.83,14.8,0.155,6.315,,8,330,0.343,48,-2.0
2020-02,2020,2,Q1,LINK,Chainlink,Oracle,N/A,10.52494204,13.6136017,10.39221334,11.31392897,7.5,21.2,0.134,6.788,,54,41,0.056,52,-5.0
2020-03,2020,3,Q1,LINK,Chainlink,Oracle,N/A,11.31392897,18.71696626,15.43718651,17.07872809,50.95,13.1,0.245,10.247,,14,161,-0.238,56,13.2
2020-04,2020,4,Q2,LINK,Chainlink,Oracle,N/A,17.07872809,15.78817997,12.34621082,14.04520985,-17.76,13.5,0.154,8.427,,21,97,0.191,41,-5.7
2020-05,2020,5,Q2,LINK,Chainlink,Oracle,N/A,14.04520985,17.8008499,12.95158304,16.22531538,15.52,22.9,0.263,9.735,,18,94,0.105,33,-12.9
2020-06,2020,6,Q2,LINK,Chainlink,Oracle,N/A,16.22531538,22.90122769,17.99418592,19.95712651,23.0,21.0,0.293,11.974,,42,195,0.197,67,39.1
2020-07,2020,7,Q3,LINK,Chainlink,Oracle,N/A,19.95712651,27.17331511,22.61476413,24.86380519,24.59,14.2,0.238,14.918,,61,230,0.079,62,18.4
2020-08,2020,8,Q3,LINK,Chainlink,Oracle,N/A,24.86380519,34.89284379,22.11432456,28.21378013,13.47,24.7,0.306,16.928,,44,232,0.265,63,-30.8
2020-09,2020,9,Q3,LINK,Chainlink,Oracle,N/A,28.21378013,30.88862551,27.05324511,28.07772708,-0.48,11.3,0.272,16.847,,34,175,0.283,52,-32.0
2020-10,2020,10,Q4,LINK,Chainlink,Oracle,N/A,28.07772708,31.32483843,28.18585338,29.7641067,6.01,9.2,0.593,17.858,,19,347,0.312,54,-10.3
2020-11,2020,11,Q4,LINK,Chainlink,Oracle,N/A,29.7641067,36.14622086,32.72156185,34.67481745,16.5,12.1,0.387,20.805,,81,401,0.853,82,-40.8
2020-12,2020,12,Q4,LINK,Chainlink,Oracle,N/A,34.67481745,42.49872872,33.05644305,39.4407093,13.74,24.9,0.665,23.664,,25,57,0.695,70,3.2
2021-01,2021,1,Q1,LINK,Chainlink,Oracle,N/A,39.4407093,48.66891675,42.21398838,44.91510733,13.88,15.8,0.584,26.949,,53,108,1.0,76,-25.6
2021-02,2021,2,Q1,LINK,Chainlink,Oracle,N/A,44.91510733,48.09594935,39.65916291,44.11406463,-1.78,12.0,0.389,26.468,,125,121,0.939,92,42.7
2021-03,2021,3,Q1,LINK,Chainlink,Oracle,N/A,44.11406463,47.19495309,42.23838647,44.43675399,0.73,11.4,0.241,26.662,,44,321,1.0,75,-30.5
2021-04,2021,4,Q2,LINK,Chainlink,Oracle,N/A,44.43675399,57.82897339,49.9868918,54.73516647,23.18,16.3,0.314,32.841,,24,107,0.703,71,-12.1
2021-05,2021,5,Q2,LINK,Chainlink,Oracle,N/A,54.73516647,36.45245683,30.61967577,32.29792245,-40.99,15.6,0.276,19.379,,34,256,0.758,70,29.5
2021-06,2021,6,Q2,LINK,Chainlink,Oracle,N/A,32.29792245,36.21800734,30.83875628,33.04477671,2.31,14.2,0.216,19.827,,13,86,0.554,60,44.8
2021-07,2021,7,Q3,LINK,Chainlink,Oracle,N/A,33.04477671,33.07728913,25.84295282,29.6112202,-10.39,19.5,0.418,17.767,,46,145,0.25,57,-4.9
2021-08,2021,8,Q3,LINK,Chainlink,Oracle,N/A,29.6112202,29.93105913,25.80927221,28.26274082,-4.55,9.0,0.255,16.958,,47,398,0.142,68,-10.7
2021-09,2021,9,Q3,LINK,Chainlink,Oracle,N/A,28.26274082,39.26870274,32.47925063,35.04874034,24.01,19.6,0.327,21.029,,179,171,0.866,54,24.1
2021-10,2021,10,Q4,LINK,Chainlink,Oracle,N/A,35.04874034,38.74629308,28.78941272,32.69978255,-6.7,19.1,0.445,19.62,,27,971,0.656,69,66.1
2021-11,2021,11,Q4,LINK,Chainlink,Oracle,N/A,32.69978255,51.46784379,34.18264321,41.63362358,27.32,24.3,0.177,24.98,,13,177,0.632,75,25.6
2021-12,2021,12,Q4,LINK,Chainlink,Oracle,N/A,41.63362358,20.34676269,18.62768805,19.36169401,-53.5,10.2,0.226,11.617,,43,210,0.152,71,1.9
2022-01,2022,1,Q1,LINK,Chainlink,Oracle,N/A,19.36169401,14.98498521,11.67312888,12.8393693,-33.69,23.2,0.232,7.704,,101,131,0.259,43,38.6
2022-02,2022,2,Q1,LINK,Chainlink,Oracle,N/A,12.8393693,10.30648432,8.98259579,9.88939447,-22.98,11.4,0.189,5.934,,25,275,0.091,48,-17.1
2022-03,2022,3,Q1,LINK,Chainlink,Oracle,N/A,9.88939447,12.55824618,10.70164401,11.46802251,15.96,10.7,0.096,6.881,,30,165,-0.695,25,-3.3
2022-04,2022,4,Q2,LINK,Chainlink,Oracle,N/A,11.46802251,8.36848112,6.616917,7.59964728,-33.73,16.0,0.113,4.56,,18,125,-0.202,58,8.9
2022-05,2022,5,Q2,LINK,Chainlink,Oracle,N/A,7.59964728,7.84910789,6.25238698,7.04828152,-7.26,12.1,0.044,4.229,,10,269,-0.513,50,0.5
2022-06,2022,6,Q2,LINK,Chainlink,Oracle,N/A,7.04828152,3.61613383,3.29562469,3.39619492,-51.82,9.1,0.028,2.038,,30,177,0.433,45,-3.0
2022-07,2022,7,Q3,LINK,Chainlink,Oracle,N/A,3.39619492,3.1771519,2.41883725,2.87888976,-15.23,16.9,0.135,1.727,,51,192,-0.217,50,-8.2
2022-08,2022,8,Q3,LINK,Chainlink,Oracle,N/A,2.87888976,3.68497729,3.13404026,3.35823379,16.65,9.8,0.049,2.015,,34,274,-0.833,21,-1.2
2022-09,2022,9,Q3,LINK,Chainlink,Oracle,N/A,3.35823379,4.68881426,4.11719777,4.36201337,29.89,10.6,0.051,2.617,,17,81,-0.977,33,-3.9
2022-10,2022,10,Q4,LINK,Chainlink,Oracle,N/A,4.36201337,4.57510769,3.95410347,4.16682569,-4.47,13.7,0.061,2.5,,53,193,-0.782,34,6.9
2022-11,2022,11,Q4,LINK,Chainlink,Oracle,N/A,4.16682569,4.16139573,3.19276845,3.70876494,-10.99,24.9,0.168,2.225,,26,151,-0.236,41,6.9
2022-12,2022,12,Q4,LINK,Chainlink,Oracle,N/A,3.70876494,5.22849872,4.0825773,4.75958439,28.33,16.8,0.118,2.856,,28,242,-0.758,6,-6.8
2023-01,2023,1,Q1,LINK,Chainlink,Oracle,N/A,4.75958439,7.70424883,7.02932478,7.33710688,54.15,8.3,0.128,4.402,,46,103,0.08,31,7.4
2023-02,2023,2,Q1,LINK,Chainlink,Oracle,N/A,7.33710688,10.95959647,9.88490207,10.17606226,38.69,9.3,0.25,6.106,,5,175,-0.007,46,0.8
2023-03,2023,3,Q1,LINK,Chainlink,Oracle,N/A,10.17606226,9.90604752,8.00759579,8.97458359,-11.81,11.7,0.153,5.385,,19,340,0.045,34,36.5
2023-04,2023,4,Q2,LINK,Chainlink,Oracle,N/A,8.97458359,15.48900445,11.38855641,12.8426665,43.1,21.0,0.156,7.706,,15,288,-0.031,34,-7.4
2023-05,2023,5,Q2,LINK,Chainlink,Oracle,N/A,12.8426665,15.61071832,12.59427175,13.50658074,5.17,16.9,0.5,8.104,,17,103,0.248,38,-13.7
2023-06,2023,6,Q2,LINK,Chainlink,Oracle,N/A,13.50658074,10.83913405,10.25118211,10.55943313,-21.82,8.7,0.143,6.336,,19,548,0.248,50,-3.0
