city,iso_alpha3,latitude,longitude,continent,who_region,wb_income_group,year,data_days,temp_mean_c,temp_max_c,temp_min_c,temp_std_c,temp_range_mean_c,temp_seasonal_amp,temp_yoy_change,temp_5yr_mean,temp_anomaly,days_above_35c,days_above_40c,days_below_0c,days_below_minus10c,heat_stress_index,cold_stress_index,drought_stress_days,ideal_climate_days,precip_total_mm,precip_mean_mm,precip_max_day_mm,precip_std_mm,precip_yoy_change,days_heavy_rain,days_moderate_rain,days_dry,rh_mean_pct,rh_max_pct,dewpoint_mean_c,humidity_stress_days,wind_mean_ms,wind_max_ms,wind_std_ms,high_wind_days,wind_power_density,solar_total_mj,solar_mean_mj,solar_clear_mean_mj,solar_clearness_idx,solar_peak_days,solar_annual_kwh_m2,pressure_mean_kpa,pressure_std_kpa,climate_volatility,gdp_per_capita_usd,population,urban_pop_pct,energy_use_kg_oil_eq
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,1990,365.0,18.357260273972603,34.01,4.1,5.973211916979698,6.9803287671232885,15.77096774193548,,,,0.0,0.0,0.0,0.0,0.0,1.0,34.0,159.0,222.37999999999997,0.6092602739726026,17.07,2.0333786776954614,,0.0,15.0,277.0,59.85246575342466,87.67,9.538301369863014,26.0,3.369205479452055,11.31,1.4184526370261277,2.0,23.4255,1893.644,5.188065753424658,5.86580794520548,,0.0,526.05,96.18923287671235,0.43337857852314926,0.6275,789.526338484738,3595175.0,83.3477779215982,543.47917471359
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,1991,365.0,18.111041095890414,36.12,2.94,5.623012128446649,6.641452054794519,13.490967741935481,-0.2462,,,1.0,0.0,0.0,0.0,0.0,1.0,21.0,138.0,466.73,1.2787123287671234,33.9,3.4852015624285166,244.35,3.0,28.0,245.0,64.70731506849314,89.66,10.590794520547943,47.0,3.6886575342465755,10.58,1.6130440492815048,4.0,30.7405,1757.8538,4.816037808219178,5.738215616438356,,0.0,488.33,96.13939726027397,0.413094950228832,1.0254,1278.42125745633,3668912.0,83.7732936330693,659.143252262006
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,1992,366.0,17.230218579234972,34.21,0.18,6.836163384172873,6.408196721311475,18.06226918798665,-0.8808,17.8995,-0.6693,0.0,0.0,0.0,0.0,0.0,7.0,31.0,137.0,497.16,1.358360655737705,31.64,3.793340601847645,30.43,4.0,31.0,249.0,64.60688524590164,92.29,9.662377049180327,56.0,3.6290437158469944,11.56,1.8272500224816064,4.0,29.274,1769.3198,4.834207103825136,5.793575956284153,,0.0,491.52,96.17325136612023,0.4721534196746405,1.4225,1559.38100628446,3747371.0,84.1654331075521,653.94720298252
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,1993,365.0,18.12345205479452,35.58,0.95,6.529851455324347,6.794493150684932,17.72658986175115,0.8932,17.9555,0.168,1.0,0.0,0.0,0.0,0.0,2.0,49.0,152.0,339.53000000000003,0.9302191780821919,20.17,2.6274425488359308,-157.63,1.0,21.0,246.0,62.82515068493151,90.64,10.06827397260274,46.0,3.3100821917808223,9.87,1.3438293012984015,0.0,22.2138,1864.72,5.1088219178082195,5.873851232876714,,0.0,518.02,96.17402739726029,0.426497296946034,0.8972,2078.63864215562,3820647.0,84.5233504104997,921.551480821083
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,1994,365.0,18.78857534246575,35.98,5.16,6.237305274367617,6.3798082191780825,15.26516129032258,0.6651,18.1221,0.6665,2.0,0.0,0.0,0.0,0.0,0.0,46.0,136.0,601.92,1.6490958904109587,28.75,4.074202005612636,262.39,4.0,39.0,235.0,65.00572602739726,89.74,11.248000000000001,61.0,3.6985753424657535,10.98,1.7708296149586242,1.0,30.9891,1832.4050000000002,5.020287671232877,5.820509041095891,,0.0,509.04,96.08487671232875,0.44946158098370376,1.2842,2467.76942720577,3889799.0,84.8461996073652,991.740634978759
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,1995,365.0,18.203287671232875,33.77,5.72,6.013038866851823,6.515178082191781,14.647741935483872,-0.5853,18.0913,0.112,0.0,0.0,0.0,0.0,0.0,0.0,35.0,123.0,286.33,0.7844657534246575,21.24,2.6902735985815687,-315.59,1.0,19.0,281.0,65.79865753424659,92.85,10.98150684931507,44.0,3.448547945205479,9.87,1.625096049917874,0.0,25.1197,1884.7263,5.163633698630137,5.834759999999999,,0.0,523.58,96.17276712328767,0.45534344363722357,0.8424,2958.74263957462,3960735.0,85.1331347636015,1115.10083292304
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,1996,366.0,18.6246174863388,33.93,6.13,5.939461923059549,6.4695081967213115,15.63451612903226,0.4213,18.194,0.4306,0.0,0.0,0.0,0.0,0.0,0.0,44.0,133.0,425.25,1.1618852459016393,30.08,3.194311982078498,138.92,4.0,26.0,236.0,66.26363387978142,91.38,11.440765027322403,56.0,3.5893715846994536,9.69,1.6149635522961978,0.0,28.3244,1811.8861000000002,4.950508469945356,5.8037401639344255,,0.0,503.34,96.06923497267759,0.3901176000859851,0.9668,3393.05090749359,4034781.0,85.3833099446618,1155.74538409296
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,1997,365.0,18.057452054794517,33.64,1.98,6.016103876494934,6.51372602739726,16.28299539170507,-0.5672,18.3595,-0.302,0.0,0.0,0.0,0.0,0.0,2.0,31.0,127.0,351.79999999999995,0.963835616438356,21.34,2.6787649022404443,-73.45,2.0,20.0,239.0,64.8854794520548,90.08,10.62082191780822,42.0,3.595671232876712,10.92,1.631945647045862,1.0,28.4738,1854.2519,5.080142191780822,5.977718904109589,,0.0,515.11,96.16693150684934,0.40624913622113107,0.8456,3834.0590787531,4108405.0,85.5958792159991,1277.85654793545
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,1998,365.0,19.06153424657534,37.08,4.35,6.2112087489583825,6.711753424657534,16.70258064516129,1.0041,18.5471,0.5144,2.0,0.0,0.0,0.0,0.0,2.0,66.0,151.0,285.59000000000003,0.7824383561643836,15.63,2.054500373652419,-66.21,0.0,21.0,252.0,64.06041095890411,92.28,11.253561643835614,37.0,3.491561643835616,11.94,1.6999688182846606,2.0,26.0715,1898.5763,5.201578904109589,5.989475342465752,,0.0,527.42,96.14797260273971,0.4362392343393684,0.6361,4124.85527892575,4181281.0,85.7699966430664,1237.77380191676
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,1999,365.0,19.105561643835618,36.15,5.12,5.392372617380832,7.008136986301371,13.960725806451615,0.044,18.6105,0.4951,2.0,0.0,0.0,0.0,0.0,0.0,30.0,139.0,218.92999999999998,0.5998082191780821,15.79,1.8026956970897465,-66.66,0.0,10.0,267.0,62.5955890410959,87.2,10.986876712328767,23.0,3.4276712328767123,10.3,1.4449422215034642,1.0,24.6663,2004.0376999999999,5.4905142465753425,6.004148493150684,,0.0,556.72,96.16172602739724,0.42599403017388665,0.4835,4086.93872789633,4255277.0,85.9041501933228,1272.57004724448
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2000,366.0,18.505956284153005,35.57,2.94,6.390648608002195,6.840846994535519,17.78032258064516,-0.5996,18.671,-0.165,1.0,0.0,0.0,0.0,0.0,0.0,57.0,138.0,363.91999999999996,0.9943169398907102,23.6,2.9353357742331667,144.99,2.0,27.0,261.0,63.02532786885246,87.32,10.542704918032786,30.0,3.4203005464480873,11.53,1.594259794696585,3.0,24.5075,1951.3666,5.331602732240437,5.996281420765026,,0.0,542.09,96.13385245901641,0.4471605026814425,0.9617,3986.83513941026,4329340.0,86.0,1136.87014459546
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2001,365.0,19.04284931506849,34.97,4.95,5.6806905043623495,6.781205479452056,14.106071428571425,0.5369,18.7547,0.2881,0.0,0.0,0.0,0.0,0.0,0.0,47.0,136.0,426.95,1.1697260273972603,23.06,3.209738175537383,63.03,2.0,29.0,239.0,64.97186301369864,88.23,11.516246575342464,40.0,3.440821917808219,12.17,1.5671242591046615,1.0,24.9513,1959.4261000000001,5.368290684931507,6.05298191780822,0.6121369863013699,0.0,544.33,96.11945205479454,0.4296065488831539,0.9097,4009.55929751102,4401918.0,86.1451238111303,1199.71023584992
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2002,365.0,18.80758904109589,36.71,4.5,6.0343985739533395,6.676931506849315,17.052903225806453,-0.2353,18.9047,-0.0971,5.0,0.0,0.0,0.0,0.0,0.0,48.0,139.0,424.93,1.1641917808219178,22.39,3.351391906413195,-2.02,4.0,29.0,256.0,64.56490410958904,91.52,11.220219178082193,48.0,3.5253424657534245,11.48,1.6015902829977473,2.0,26.8355,1948.8408000000002,5.339289863013699,6.053437260273973,0.6098082191780821,0.0,541.39,96.14805479452055,0.441725260518935,1.021,4290.85283803266,4463504.0,86.2942846645228,1175.25346522376
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2003,365.0,18.621205479452055,32.47,5.26,6.082156588136093,6.355095890410958,16.13529953917051,-0.1864,18.8166,-0.1954,0.0,0.0,0.0,0.0,0.0,0.0,42.0,148.0,645.2,1.7676712328767124,38.11,4.749396989065777,220.27,6.0,38.0,239.0,66.58950684931506,91.45,11.604164383561645,67.0,3.769917808219178,11.06,1.9823727995265867,6.0,32.8172,1898.7665,5.2021,6.02540191780822,0.5903835616438355,0.0,527.48,96.08087671232877,0.44517412154645286,1.4722,4437.71588507526,4525508.0,86.4475351790771,1157.2988164132
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2004,366.0,18.589726775956283,34.57,2.24,6.169639933695117,6.679071038251366,16.00290322580645,-0.0315,18.7135,-0.1238,0.0,0.0,0.0,0.0,0.0,3.0,36.0,164.0,463.99999999999994,1.26775956284153,34.7,3.9375535700957767,-181.2,5.0,30.0,268.0,64.74142076502733,90.77,11.068333333333333,42.0,3.4349453551912568,11.99,1.766548952756537,5.0,24.8236,1973.8464,5.393022950819672,6.0917595628415295,0.6118306010928961,0.0,548.33,96.15942622950821,0.4428592636715601,1.2401,4600.68371412993,4599279.0,86.6049279736931,1149.06001925911
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2005,365.0,18.552958904109587,33.82,2.39,5.7269872994905695,6.701643835616438,14.964596774193547,-0.0368,18.7229,-0.1699,0.0,0.0,0.0,0.0,0.0,1.0,28.0,133.0,397.47,1.088958904109589,28.18,3.344534989764195,-66.53,4.0,29.0,268.0,63.67638356164383,90.56,10.80654794520548,30.0,3.5600273972602734,10.8,1.5330981163683444,1.0,27.6354,1980.2557000000002,5.4253580821917815,6.093463835616439,0.617041095890411,0.0,550.12,96.15490410958903,0.3908869937445726,0.9796,4602.19804637945,4671102.0,86.7665156672703,1079.47193036728
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2006,365.0,18.417616438356166,34.44,3.56,5.958197978347108,6.661726027397259,14.984838709677419,-0.1353,18.5978,-0.1802,0.0,0.0,0.0,0.0,0.0,1.0,35.0,127.0,413.68,1.1333698630136986,23.02,3.0322533397000675,16.21,2.0,30.0,259.0,65.0837808219178,91.33,11.037616438356164,43.0,3.3885205479452054,10.55,1.4826930142275778,1.0,23.8307,1959.1194999999998,5.367450684931506,6.043967397260274,0.6146575342465753,0.0,544.24,96.13136986301372,0.4280145674721683,0.9304,4635.2514117486,4751136.0,86.9323508787087,985.785471251008
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2007,365.0,18.770657534246574,38.15,5.45,6.234351275810273,6.682082191780822,15.83225806451613,0.353,18.5904,0.1803,4.0,0.0,0.0,0.0,0.0,0.0,51.0,120.0,450.1,1.2331506849315068,29.45,3.9266002815651846,36.42,4.0,27.0,257.0,65.3849589041096,89.51,11.389315068493152,50.0,3.341698630136986,9.98,1.499897566877315,0.0,22.8564,1923.7048,5.270424109589041,5.990808219178082,0.6061095890410959,0.0,534.41,96.09328767123289,0.48118687624981665,1.2382,5125.25809960149,4844118.0,87.1024862269079,823.875004803328
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2008,366.0,19.075819672131146,36.61,2.8,6.187025820568322,6.808196721311476,17.67483870967742,0.3052,18.6814,0.3944,1.0,0.0,0.0,0.0,0.0,2.0,56.0,136.0,268.57,0.7337978142076502,28.93,2.5101330101952577,-181.53,1.0,18.0,285.0,61.304071038251365,89.02,10.602677595628416,30.0,3.307896174863388,13.88,1.5155575673248898,3.0,22.1698,1980.5100000000002,5.411229508196722,6.0069819672131155,0.6190710382513661,0.0,550.19,96.13601092896174,0.47883069892854135,0.7736,5912.04532820842,4925354.0,87.2769743307677,1061.37912293521
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2009,365.0,19.029808219178083,34.6,2.92,5.864016711784347,6.4693424657534235,14.11516129032258,-0.046,18.7694,0.2604,0.0,0.0,0.0,0.0,0.0,0.0,49.0,136.0,484.98999999999995,1.3287397260273972,35.06,3.8356672056945427,216.42,3.0,32.0,240.0,63.94227397260274,90.77,11.246246575342466,39.0,3.6485479452054803,11.26,1.778089889453051,2.0,29.7486,1933.7028,5.297815890410959,6.012053698630136,0.601890410958904,0.0,537.18,96.09668493150683,0.39605363983173436,1.1229,7090.85493856621,4992287.0,87.4558678091878,1336.59416990092
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2010,365.0,20.32915068493151,37.4,4.28,5.574647635026286,6.664109589041095,15.10246543778802,1.2993,19.1246,1.2046,4.0,0.0,0.0,0.0,0.0,0.0,61.0,144.0,337.13000000000005,0.9236438356164385,53.45,4.494459487145205,-147.86,5.0,16.0,292.0,61.59421917808219,91.46,11.7566301369863,28.0,3.399506849315069,13.92,1.6957842939238748,2.0,24.0632,1969.4344,5.395710684931507,5.98408794520548,0.6212876712328766,0.0,547.11,96.06386301369862,0.421638135664858,1.1747,7625.81051551165,5041288.0,87.6392192810679,1272.70442631431
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2011,365.0,18.25904109589041,32.57,5.33,5.7116926929445455,6.219917808219178,14.42754608294931,-2.0701,19.0929,-0.8339,0.0,0.0,0.0,0.0,0.0,0.0,44.0,118.0,479.15999999999997,1.3127671232876712,20.13,3.252160019820743,142.03,1.0,36.0,244.0,66.74460273972602,90.56,11.375178082191782,55.0,3.4454520547945204,11.05,1.6663524111879413,3.0,25.0521,1935.7681,5.303474246575343,6.03253397260274,0.6091506849315068,0.0,537.76,96.09838356164384,0.4569564455565007,0.9645,7834.96257108993,5096020.0,87.8270813653079,1257.01533623898
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2012,366.0,19.08846994535519,37.29,2.05,6.56537308002494,6.245901639344262,17.221612903225807,0.8294,19.1565,-0.068,2.0,0.0,0.0,0.0,0.0,3.0,61.0,146.0,576.3,1.5745901639344262,34.72,4.477779442500926,97.14,6.0,39.0,246.0,64.85540983606558,88.69,11.606994535519124,46.0,3.5871584699453556,11.83,1.930826811901627,4.0,28.2721,1929.9684,5.273137704918033,5.996317213114754,0.5976229508196721,0.0,536.15,96.06754098360656,0.44807223881027747,1.4634,8406.98405608118,5235742.0,88.0195066808075,1383.47674048903
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2013,365.0,18.91282191780822,33.12,3.21,5.595373627014724,6.756054794520548,14.69451612903226,-0.1756,19.1239,-0.2111,0.0,0.0,0.0,0.0,0.0,4.0,34.0,156.0,341.1,0.9345205479452056,36.83,3.3431841607486867,-235.2,3.0,19.0,271.0,63.730931506849316,90.45,11.101890410958903,42.0,3.6220547945205483,12.29,1.6215331224859337,2.0,29.1052,1967.3398,5.38997205479452,6.059487671232876,0.616054794520548,0.0,546.53,96.08745205479454,0.44461654799993816,0.9394,8162.37929361396,5743436.0,88.2165478464663,1238.32383382097
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2014,365.0,19.201616438356165,36.11,4.86,5.128161995966186,6.869506849315068,13.187695852534564,0.2888,19.1582,0.0434,1.0,0.0,0.0,0.0,0.0,0.0,34.0,123.0,248.02999999999997,0.6795342465753423,19.52,2.1195046726070363,-93.07,0.0,14.0,272.0,64.01775342465754,89.44,11.47082191780822,23.0,3.3387671232876714,9.26,1.3476323817268527,0.0,22.7963,1997.2205999999999,5.471837260273972,6.0617786301369865,0.6280547945205479,0.0,554.83,96.16860273972603,0.40884045155492904,0.538,7577.6413302369,6346990.0,88.4182574811842,1192.55300583176
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2015,365.0,19.081287671232875,36.36,0.74,6.215130088635817,6.644493150684932,16.36451612903226,-0.1203,18.9086,0.1727,5.0,0.0,0.0,0.0,0.0,3.0,54.0,116.0,470.55,1.2891780821917809,33.4,3.686337096729917,222.52,4.0,30.0,250.0,65.06312328767123,93.34,11.612054794520548,41.0,3.4395890410958905,13.91,1.7093540634301865,5.0,24.9245,1938.6454999999996,5.311357534246574,5.992453698630137,0.6086849315068493,0.0,538.56,96.1891506849315,0.4380195085484609,1.1409,7714.1099998804,6472469.0,88.6246882038608,1284.15018153506
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2016,366.0,19.419071038251364,34.43,1.17,6.023274421035796,6.897841530054646,15.929999999999998,0.3378,19.1407,0.2784,0.0,0.0,0.0,0.0,0.0,2.0,59.0,153.0,539.92,1.475191256830601,48.16,5.1750240384887976,69.37,9.0,30.0,281.0,62.872814207650265,88.83,11.298497267759563,31.0,3.457732240437158,10.67,1.7637791134337377,3.0,25.321,2005.5936000000002,5.47976393442623,6.049547267759562,0.6270218579234973,0.0,557.15,96.18844262295082,0.46433812755238457,1.5265,8089.012088155,6323060.0,88.835892633396,1356.17702319106
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2017,365.0,19.274273972602742,37.41,1.1,6.187510757589215,6.937643835616438,17.798387096774192,-0.1448,19.1778,0.0965,2.0,0.0,0.0,0.0,0.0,1.0,64.0,142.0,219.42000000000002,0.6011506849315069,27.98,2.239583652383395,-320.5,1.0,14.0,276.0,62.00684931506849,88.08,10.952684931506848,23.0,3.256602739726027,11.11,1.467034074712001,2.0,21.1544,1995.6032,5.46740602739726,6.0547994520547945,0.6261643835616438,0.0,554.38,96.19323287671234,0.4328229125652053,0.6835,8608.21084982387,6160128.0,89.0519233886895,1475.80821027467
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2018,365.0,19.84772602739726,34.07,7.28,5.346983079887287,6.592,14.223870967741934,0.5735,19.3648,0.4829,0.0,0.0,0.0,0.0,0.0,0.0,55.0,147.0,611.08,1.674191780821918,36.04,4.595625812821421,391.66,6.0,38.0,245.0,65.46723287671233,88.14,12.4426301369863,41.0,3.4770684931506852,11.67,1.5978924678157775,1.0,25.7481,1911.0059999999999,5.235632876712328,5.967381369863014,0.5932602739726027,0.0,530.88,96.07994520547943,0.43255946330765255,1.1787,9174.53666204759,5984119.0,89.272833088641,1431.82553489945
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2019,365.0,19.214986301369862,35.15,5.67,6.190326449550916,6.512356164383561,15.293548387096775,-0.6327,19.3675,-0.1525,1.0,0.0,0.0,0.0,0.0,0.0,58.0,140.0,738.77,2.024027397260274,48.41,6.186997616351738,127.69,9.0,38.0,246.0,65.34243835616438,89.82,11.81027397260274,50.0,3.6641917808219175,11.34,1.8600027225663511,5.0,30.1329,1938.8837,5.312010136986301,6.020448767123288,0.6073698630136987,0.0,538.62,96.0921917808219,0.4177650062914682,1.8946,8905.88005497437,5794594.0,89.4986743521503,1489.87217336526
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2020,366.0,19.506830601092897,37.31,1.8,6.393951106265011,6.4874043715847005,17.391290322580645,0.2918,19.4526,0.0542,7.0,0.0,0.0,0.0,0.0,0.0,80.0,127.0,555.05,1.5165300546448086,35.37,4.1859112993401615,-183.72,3.0,36.0,247.0,66.05060109289617,91.88,12.166202185792349,50.0,3.4359289617486337,10.22,1.5807108112847041,1.0,24.845,1937.7683000000002,5.294448907103826,6.001565300546448,0.6028415300546448,0.0,538.31,96.0941256830601,0.44398651780893894,1.3052,5561.19166950397,5702398.0,89.729499798117,1251.18116453599
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2021,365.0,19.814246575342466,35.04,4.93,5.77433144358308,6.705150684931506,14.873467741935482,0.3074,19.5316,0.2826,1.0,0.0,0.0,0.0,0.0,0.0,65.0,150.0,483.1,1.3235616438356166,34.64,4.450735329375489,-71.95,8.0,26.0,276.0,62.086136986301376,86.82,11.573452054794519,27.0,3.4106301369863017,10.83,1.713992475547114,3.0,24.3002,2010.5213,5.5082775342465755,6.073871506849315,0.6281369863013698,0.0,558.52,96.16175342465753,0.42918616381401853,1.2347,4045.37391066234,5718122.0,89.965362045441,987.597103750431
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2022,365.0,19.203945205479453,34.37,2.05,6.270469670375513,6.808465753424658,16.11774193548387,-0.6103,19.5175,-0.3136,0.0,0.0,0.0,0.0,0.0,4.0,60.0,154.0,416.5,1.141095890410959,39.79,3.6876286200864947,-66.6,3.0,29.0,260.0,63.60208219178083,91.63,11.369589041095889,33.0,3.3953698630136984,10.89,1.494922978526527,2.0,23.9755,1926.7384000000002,5.278735342465754,5.954818630136986,0.603095890410959,0.0,535.25,96.10569863013698,0.44868779023115163,1.1445,3654.35845534878,5744489.0,90.206313713022,652.741369292341
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2023,365.0,19.984712328767124,36.38,5.17,5.923461430225537,6.8535068493150675,17.05013824884793,0.7808,19.5449,0.4398,2.0,0.0,0.0,0.0,0.0,0.0,63.0,144.0,781.01,2.1397534246575343,146.26,11.588455021019769,364.51,9.0,24.0,269.0,62.02095890410959,89.24,11.658739726027395,24.0,3.2814520547945207,12.46,1.5835144270544086,2.0,21.6423,1909.722,5.232115068493151,5.957112328767123,0.601041095890411,0.0,530.52,96.12306849315068,0.42888868431978733,3.2711,3477.72489842684,5773493.0,90.4524074197598,780.330161504694
Beirut,LBN,33.89,35.5,E.Mediterranean,EMR,LowerMid,2024,366.0,19.940437158469948,36.76,6.41,6.0196568714059415,6.418715846994536,15.318309232480535,-0.0443,19.69,0.2504,5.0,0.0,0.0,0.0,0.0,0.0,77.0,119.0,501.12,1.3691803278688526,37.62,4.0252142814052005,-279.89,4.0,33.0,251.0,65.25155737704918,89.53,12.448087431693988,50.0,3.4068032786885243,8.94,1.328308389506388,0.0,24.2185,1925.1106,5.259865027322404,5.929900819672132,0.6033879781420766,0.0,534.8,96.13478142076504,0.4589861743632436,1.1571,,5805962.0,90.703695784554,
Belgrade,SRB,44.8,20.47,Europe,EUR,UpperMid,1990,365.0,12.322904109589043,36.65,-14.18,8.8441266475759,11.639150684931506,24.64935483870968,,,,6.0,0.0,82.0,5.0,0.0,33.0,37.0,67.0,423.41999999999996,1.160054794520548,15.57,2.3845102239198543,,0.0,26.0,184.0,65.3833698630137,96.41,4.720356164383561,84.0,3.4090684931506847,10.7,1.5738654410763584,1.0,24.2668,1358.6659,3.7223723287671233,4.762750410958905,,0.0,377.44,100.72772602739725,0.8045553898161724,1.5829,,7897937.0,50.3664886343009,2474.74205425669
Belgrade,SRB,44.8,20.47,Europe,EUR,UpperMid,1991,365.0,10.920301369863015,35.81,-14.57,9.53271902721274,10.463342465753424,26.448064516129033,-1.4026,,,3.0,0.0,104.0,11.0,0.0,32.0,20.0,79.0,654.64,1.7935342465753423,24.73,3.727282890995903,231.22,3.0,45.0,168.0,71.87706849315067,98.64,5.23054794520548,117.0,3.452520547945205,11.46,1.614321448558007,3.0,25.2066,1238.8763999999999,3.394181917808219,4.706842191780821,,0.0,344.16,100.69991780821918,0.7542850073724331,2.9807,,7595636.0,50.8151651099233,2180.94426022827
Belgrade,SRB,44.8,20.47,Europe,EUR,UpperMid,1992,366.0,12.15428961748634,38.29,-11.85,9.784402903545297,11.244945355191255,28.431935483870966,1.234,11.7992,0.3551,16.0,0.0,102.0,5.0,0.0,32.0,35.0,77.0,514.3599999999999,1.4053551912568303,20.75,3.004953036272923,-140.28,1.0,34.0,176.0,67.05161202185792,98.13,4.946366120218579,107.0,3.5971311475409835,9.03,1.5468632757008958,0.0,28.5085,1395.9312,3.8140196721311477,4.745019672131148,,0.0,387.79,100.70054644808744,0.8421171797392617,2.2351,,7604063.0,51.299314734908,2006.92653842134
Belgrade,SRB,44.8,20.47,Europe,EUR,UpperMid,1993,365.0,11.277369863013698,39.44,-13.37,10.205958300013611,11.204602739726027,25.25114055299539,-0.8769,11.6687,-0.3913,15.0,0.0,123.0,9.0,0.0,47.0,33.0,78.0,491.07,1.3453972602739726,24.63,2.8937298013427704,-23.29,1.0,37.0,178.0,67.58772602739727,97.24,4.299041095890411,105.0,3.7476438356164388,11.3,1.7280893451689197,4.0,32.239,1378.5737,3.776914246575342,4.835213150684932,,0.0,382.97,100.72649315068495,0.8202631433059412,2.4055,,7614328.0,51.8163433117438,1706.63945425021
Belgrade,SRB,44.8,20.47,Europe,EUR,UpperMid,1994,365.0,12.815780821917809,40.9,-10.26,9.408516264718754,10.90868493150685,24.321290322580644,1.5384,11.8981,0.9177,11.0,1.0,77.0,1.0,0.0,32.0,36.0,98.0,563.04,1.5425753424657533,32.1,3.564989858337564,71.97,3.0,34.0,167.0,67.62402739726029,99.13,5.8991780821917805,92.0,3.5170136986301372,11.72,1.800023385784826,3.0,26.6458,1382.9521,3.7889098630136986,4.827512328767123,,0.0,384.18,100.61778082191782,0.6329754922641279,2.4278,,7622711.0,52.3566205795925,1570.44859262257
Belgrade,SRB,44.8,20.47,Europe,EUR,UpperMid,1995,365.0,11.187178082191782,34.72,-11.63,9.273981297307806,10.54550684931507,26.59161290322581,-1.6286,11.671,-0.4838,0.0,0.0,104.0,3.0,0.0,45.0,20.0,76.0,705.91,1.934,17.56,3.2688366885947784,142.87,0.0,53.0,136.0,71.2374794520548,96.98,5.311342465753425,116.0,3.638383561643835,11.17,1.6623671939860718,3.0,29.5006,1294.6468,3.5469775342465755,4.781147945205479,,0.0,359.65,100.55049315068496,0.742489336943593,2.4875,2349.40645150289,7628264.0,52.9113216254578,1782.19587927974
Belgrade,SRB,44.8,20.47,Europe,EUR,UpperMid,1996,366.0,10.215218579234973,39.29,-13.78,10.101230378403004,9.885710382513661,26.197274749721913,-0.972,11.53,-1.3148,2.0,0.0,121.0,10.0,0.0,43.0,13.0,74.0,703.2899999999998,1.9215573770491798,22.57,3.6210784786791947,-2.62,2.0,49.0,144.0,74.42674863387978,97.67,4.966229508196721,154.0,3.8542076502732243,9.68,1.7953623057249544,0.0,35.068,1298.7232,3.5484240437158467,4.826792896174864,,0.0,360.79,100.51571038251366,0.6535357266660291,3.2614,3053.90516860949,7622185.0,53.4716215363434,2141.60164822946
Belgrade,SRB,44.8,20.47,Europe,EUR,UpperMid,1997,365.0,10.404219178082192,35.68,-13.19,9.135740059532422,10.50632876712329,24.26451612903226,0.189,11.18,-0.7758,2.0,0.0,116.0,4.0,0.0,45.0,7.0,90.0,711.1700000000001,1.9484109589041099,22.86,3.812950776217496,7.88,3.0,43.0,162.0,73.59427397260274,98.81,5.110712328767123,131.0,3.675068493150685,9.37,1.6576782082174744,0.0,30.402,1329.8971999999999,3.6435539726027395,4.897594520547945,,0.0,369.45,100.68945205479453,0.770926177697112,3.0545,3573.50440240049,7598538.0,54.028695399253,2273.72549644671
