race_id,season,circuit_id,lap_number,driver,lap_time_s,sector1_s,sector2_s,sector3_s,tyre_compound,tyre_age_laps,drs_active,speed_trap_kmh,is_pit_lap
R00061,2013,canada,1,Max Verstappen,80.975,22.701,30.733,27.541,Soft,1,0,334.5,0
R00061,2013,canada,6,Max Verstappen,81.536,22.779,30.968,27.789,Soft,6,1,315.6,0
R00061,2013,canada,11,Max Verstappen,82.595,23.197,31.457,27.941,Soft,11,1,348.6,0
R00061,2013,canada,16,Max Verstappen,82.918,23.262,31.516,28.14,Soft,16,1,330.2,0
R00061,2013,canada,21,Max Verstappen,83.371,23.415,31.689,28.267,Soft,21,1,324.5,0
R00061,2013,canada,26,Max Verstappen,81.175,22.795,30.819,27.561,Soft,1,1,332.5,0
R00061,2013,canada,31,Max Verstappen,81.688,22.825,31.116,27.747,Hard,6,1,348.3,0
R00061,2013,canada,36,Max Verstappen,82.093,22.991,31.214,27.888,Hard,11,1,303.7,0
R00061,2013,canada,41,Max Verstappen,82.778,23.197,31.433,28.148,Hard,16,1,350.3,0
R00061,2013,canada,46,Max Verstappen,83.4,23.316,31.677,28.407,Hard,21,1,336.1,0
R00061,2013,canada,51,Max Verstappen,80.868,22.508,30.703,27.657,Hard,1,1,342.7,0
R00061,2013,canada,56,Max Verstappen,81.68,22.862,31.016,27.802,Hard,6,1,325.2,0
R00061,2013,canada,61,Max Verstappen,82.201,22.975,31.205,28.021,Hard,11,1,323.6,0
R00061,2013,canada,66,Max Verstappen,82.799,23.208,31.392,28.199,Hard,16,1,364.3,0
R00295,2024,brazil,1,Lewis Hamilton,80.307,22.469,30.512,27.326,Intermediate,1,0,332.8,0
R00295,2024,brazil,6,Lewis Hamilton,81.575,22.906,30.951,27.718,Intermediate,6,0,318.1,0
R00295,2024,brazil,11,Lewis Hamilton,81.894,22.863,31.092,27.939,Intermediate,11,0,347.0,0
R00295,2024,brazil,16,Lewis Hamilton,82.445,23.075,31.387,27.983,Intermediate,16,0,310.3,0
R00295,2024,brazil,21,Lewis Hamilton,82.979,23.315,31.519,28.145,Intermediate,21,0,334.1,0
R00295,2024,brazil,26,Lewis Hamilton,80.566,22.571,30.611,27.384,Intermediate,1,0,348.9,0
R00295,2024,brazil,31,Lewis Hamilton,81.106,22.663,30.733,27.71,Medium,6,0,343.9,0
R00295,2024,brazil,36,Lewis Hamilton,81.994,22.967,31.167,27.86,Medium,11,0,300.9,0
R00295,2024,brazil,41,Lewis Hamilton,82.124,23.007,31.117,28.0,Medium,16,0,312.3,0
R00295,2024,brazil,46,Lewis Hamilton,83.12,23.282,31.582,28.256,Medium,21,0,317.7,1
R00295,2024,brazil,51,Lewis Hamilton,80.522,22.572,30.589,27.361,Medium,1,0,358.5,0
R00295,2024,brazil,56,Lewis Hamilton,81.378,22.754,30.847,27.777,Medium,6,0,337.9,0
R00295,2024,brazil,61,Lewis Hamilton,81.789,22.911,31.048,27.83,Medium,11,0,330.6,0
R00295,2024,brazil,66,Lewis Hamilton,82.236,22.948,31.179,28.109,Medium,16,0,334.7,0
R00295,2024,brazil,71,Lewis Hamilton,82.962,23.252,31.523,28.187,Medium,21,0,354.5,0
R00201,2020,monza,1,Lewis Hamilton,79.698,22.329,30.232,27.137,Hard,1,0,326.0,0
R00201,2020,monza,6,Lewis Hamilton,80.503,22.609,30.607,27.287,Hard,6,1,344.7,0
R00201,2020,monza,11,Lewis Hamilton,80.496,22.503,30.544,27.449,Hard,11,1,346.0,0
R00201,2020,monza,16,Lewis Hamilton,81.588,22.816,31.024,27.748,Hard,16,1,295.6,0
R00201,2020,monza,21,Lewis Hamilton,81.622,22.849,31.012,27.761,Hard,21,1,326.5,0
R00201,2020,monza,26,Lewis Hamilton,79.566,22.212,30.22,27.134,Hard,1,1,336.6,0
R00201,2020,monza,31,Lewis Hamilton,80.078,22.459,30.45,27.169,Hard,6,1,326.3,0
R00201,2020,monza,36,Lewis Hamilton,80.718,22.646,30.637,27.435,Hard,11,1,331.3,0
R00201,2020,monza,41,Lewis Hamilton,81.49,22.839,31.01,27.641,Hard,16,1,360.5,0
R00201,2020,monza,46,Lewis Hamilton,81.835,22.856,31.076,27.903,Hard,21,1,334.4,0
R00201,2020,monza,51,Lewis Hamilton,79.764,22.334,30.324,27.106,Hard,1,1,329.5,0
R00215,2021,baku,1,Max Verstappen,75.123,21.007,28.553,25.563,Soft,1,0,329.8,0
R00215,2021,baku,6,Max Verstappen,75.681,21.181,28.792,25.708,Soft,6,1,316.7,0
R00215,2021,baku,11,Max Verstappen,76.246,21.295,28.9,26.051,Soft,11,1,345.2,0
R00215,2021,baku,16,Max Verstappen,76.808,21.428,29.146,26.234,Soft,16,1,329.3,0
R00215,2021,baku,21,Max Verstappen,77.513,21.654,29.558,26.301,Hard,21,1,317.6,0
R00215,2021,baku,26,Max Verstappen,75.316,21.067,28.586,25.663,Hard,1,1,334.5,0
R00215,2021,baku,31,Max Verstappen,75.674,21.175,28.784,25.715,Hard,6,1,339.1,0
R00215,2021,baku,36,Max Verstappen,76.162,21.31,28.937,25.915,Hard,11,1,346.7,0
R00215,2021,baku,41,Max Verstappen,76.868,21.468,29.304,26.096,Hard,16,1,346.5,0
R00215,2021,baku,46,Max Verstappen,77.214,21.587,29.346,26.281,Hard,21,1,311.3,0
R00215,2021,baku,51,Max Verstappen,75.321,21.105,28.631,25.585,Hard,1,1,332.3,0
R00007,2010,canada,1,Max Verstappen,83.378,23.319,31.739,28.32,Medium,1,0,317.6,0
R00007,2010,canada,6,Max Verstappen,84.223,23.592,32.042,28.589,Medium,6,1,322.7,0
R00007,2010,canada,11,Max Verstappen,84.687,23.795,32.195,28.697,Medium,11,1,347.8,0
R00007,2010,canada,16,Max Verstappen,85.511,23.916,32.511,29.084,Medium,16,1,328.4,0
R00007,2010,canada,21,Max Verstappen,86.042,24.039,32.863,29.14,Medium,21,1,326.2,0
R00007,2010,canada,26,Max Verstappen,83.642,23.363,31.706,28.573,Medium,1,1,344.4,0
R00007,2010,canada,31,Max Verstappen,84.304,23.511,32.123,28.67,Soft,6,1,318.2,0
R00007,2010,canada,36,Max Verstappen,84.605,23.664,32.131,28.81,Soft,11,1,323.8,0
R00007,2010,canada,41,Max Verstappen,85.43,23.878,32.428,29.124,Soft,16,1,342.4,0
R00007,2010,canada,46,Max Verstappen,86.15,24.134,32.765,29.251,Soft,21,1,331.7,0
R00007,2010,canada,51,Max Verstappen,83.567,23.421,31.743,28.403,Soft,1,1,361.7,0
R00007,2010,canada,56,Max Verstappen,84.285,23.648,32.059,28.578,Soft,6,1,333.6,0
R00007,2010,canada,61,Max Verstappen,84.805,23.844,32.248,28.713,Soft,11,1,336.3,0
R00007,2010,canada,66,Max Verstappen,85.335,23.905,32.499,28.931,Soft,16,1,335.8,0
R00333,2026,silverstone,1,Lando Norris,75.366,21.077,28.643,25.646,Hard,1,0,347.8,0
R00333,2026,silverstone,6,Lando Norris,76.069,21.239,28.967,25.863,Hard,6,1,329.1,0
R00333,2026,silverstone,11,Lando Norris,76.526,21.559,29.152,25.815,Hard,11,1,345.9,0
R00333,2026,silverstone,16,Lando Norris,77.252,21.637,29.324,26.291,Hard,16,1,336.5,0
R00333,2026,silverstone,21,Lando Norris,77.781,21.75,29.539,26.492,Soft,21,1,336.8,0
R00333,2026,silverstone,26,Lando Norris,75.416,21.071,28.621,25.724,Soft,1,1,316.2,0
R00333,2026,silverstone,31,Lando Norris,76.124,21.281,28.94,25.903,Soft,6,1,324.4,0
R00333,2026,silverstone,36,Lando Norris,76.503,21.433,29.086,25.984,Soft,11,1,321.3,0
R00333,2026,silverstone,41,Lando Norris,77.057,21.607,29.219,26.231,Soft,16,1,320.4,0
R00333,2026,silverstone,46,Lando Norris,77.791,21.717,29.56,26.514,Soft,21,1,329.3,0
R00333,2026,silverstone,51,Lando Norris,75.346,21.039,28.65,25.657,Soft,1,1,318.5,0
R00044,2012,bahrain,1,Charles Leclerc,74.141,20.764,28.122,25.255,Medium,1,0,333.8,0
R00044,2012,bahrain,6,Charles Leclerc,75.101,21.042,28.524,25.535,Medium,6,1,348.2,0
R00044,2012,bahrain,11,Charles Leclerc,75.424,21.153,28.728,25.543,Medium,11,1,320.9,0
R00044,2012,bahrain,16,Charles Leclerc,76.215,21.351,28.986,25.878,Medium,16,1,306.9,0
R00044,2012,bahrain,21,Charles Leclerc,76.525,21.394,28.993,26.138,Medium,21,1,330.9,0
R00044,2012,bahrain,26,Charles Leclerc,74.669,20.9,28.359,25.41,Soft,1,1,307.8,0
R00044,2012,bahrain,31,Charles Leclerc,75.326,21.097,28.547,25.682,Soft,6,1,360.6,0
R00044,2012,bahrain,36,Charles Leclerc,75.404,21.103,28.586,25.715,Soft,11,1,310.7,0
R00044,2012,bahrain,41,Charles Leclerc,76.129,21.359,28.862,25.908,Soft,16,1,338.4,0
R00044,2012,bahrain,46,Charles Leclerc,76.663,21.472,29.159,26.032,Soft,21,1,321.7,0
R00044,2012,bahrain,51,Charles Leclerc,74.431,20.834,28.215,25.382,Soft,1,1,329.9,0
R00044,2012,bahrain,56,Charles Leclerc,74.85,20.968,28.461,25.421,Soft,6,1,343.5,0
R00019,2011,bahrain,1,Max Verstappen,76.15,21.368,29.002,25.78,Soft,1,0,304.1,0
R00019,2011,bahrain,6,Max Verstappen,76.673,21.437,29.052,26.184,Soft,6,1,327.2,0
R00019,2011,bahrain,11,Max Verstappen,76.979,21.522,29.17,26.287,Soft,11,1,321.8,0
R00019,2011,bahrain,16,Max Verstappen,77.756,21.821,29.474,26.461,Soft,16,1,341.5,0
R00019,2011,bahrain,21,Max Verstappen,78.203,21.821,29.655,26.727,Soft,21,1,318.5,0
R00019,2011,bahrain,26,Max Verstappen,76.186,21.324,28.946,25.916,Medium,1,1,316.2,0
R00019,2011,bahrain,31,Max Verstappen,76.805,21.528,29.089,26.188,Medium,6,1,311.0,0
R00019,2011,bahrain,36,Max Verstappen,76.971,21.49,29.185,26.296,Medium,11,1,337.6,0
R00019,2011,bahrain,41,Max Verstappen,77.509,21.71,29.385,26.414,Medium,16,1,327.7,0
R00019,2011,bahrain,46,Max Verstappen,78.104,21.848,29.78,26.476,Medium,21,1,348.3,0
R00019,2011,bahrain,51,Max Verstappen,75.954,21.308,28.835,25.811,Medium,1,1,318.9,0
R00019,2011,bahrain,56,Max Verstappen,76.45,21.539,29.018,25.893,Medium,6,1,314.6,0
R00172,2019,spain,1,Lewis Hamilton,80.139,22.452,30.422,27.265,Intermediate,1,0,330.1,0
R00172,2019,spain,6,Lewis Hamilton,80.343,22.511,30.61,27.222,Intermediate,6,0,355.7,0
R00172,2019,spain,11,Lewis Hamilton,81.041,22.784,30.734,27.523,Intermediate,11,0,337.0,0
R00172,2019,spain,16,Lewis Hamilton,81.558,22.843,30.994,27.721,Intermediate,16,0,327.3,0
R00172,2019,spain,21,Lewis Hamilton,82.235,23.013,31.332,27.89,Intermediate,21,0,311.0,0
R00172,2019,spain,26,Lewis Hamilton,79.868,22.338,30.271,27.259,Intermediate,1,0,340.4,0
R00172,2019,spain,31,Lewis Hamilton,80.538,22.628,30.701,27.209,Hard,6,0,316.2,0
R00172,2019,spain,36,Lewis Hamilton,80.997,22.608,30.785,27.604,Hard,11,0,335.5,0
R00172,2019,spain,41,Lewis Hamilton,81.508,22.795,30.886,27.827,Hard,16,0,328.2,0
R00172,2019,spain,46,Lewis Hamilton,82.201,23.035,31.216,27.95,Hard,21,0,338.1,0
R00172,2019,spain,51,Lewis Hamilton,80.157,22.517,30.459,27.181,Hard,1,0,317.3,0
R00172,2019,spain,56,Lewis Hamilton,80.588,22.587,30.633,27.368,Hard,6,0,338.6,0
R00172,2019,spain,61,Lewis Hamilton,80.96,22.69,30.83,27.44,Hard,11,0,316.3,0
R00172,2019,spain,66,Lewis Hamilton,81.658,22.915,30.988,27.755,Hard,16,0,307.3,0
R00326,2026,suzuka,1,Lewis Hamilton,76.284,21.369,28.996,25.919,Soft,1,0,321.9,0
R00326,2026,suzuka,6,Lewis Hamilton,76.801,21.515,29.045,26.241,Soft,6,1,321.0,0
R00326,2026,suzuka,11,Lewis Hamilton,77.667,21.812,29.515,26.34,Soft,11,1,329.5,0
R00326,2026,suzuka,16,Lewis Hamilton,78.393,21.992,29.766,26.635,Soft,16,1,298.7,0
R00326,2026,suzuka,21,Lewis Hamilton,78.431,22.023,29.751,26.657,Soft,21,1,337.1,0
R00326,2026,suzuka,26,Lewis Hamilton,76.455,21.419,29.053,25.983,Medium,1,1,324.4,0
R00326,2026,suzuka,31,Lewis Hamilton,76.808,21.514,29.253,26.041,Medium,6,1,336.0,0
R00326,2026,suzuka,36,Lewis Hamilton,77.508,21.761,29.442,26.305,Medium,11,1,311.3,0
R00326,2026,suzuka,41,Lewis Hamilton,78.007,21.802,29.541,26.664,Medium,16,1,321.4,0
R00326,2026,suzuka,46,Lewis Hamilton,78.344,21.864,29.776,26.704,Medium,21,1,335.1,0
R00326,2026,suzuka,51,Lewis Hamilton,76.692,21.479,29.12,26.093,Medium,1,1,343.2,0
R00256,2023,baku,1,Charles Leclerc,87.211,24.444,33.156,29.611,Soft,1,0,330.4,0
R00256,2023,baku,6,Charles Leclerc,87.561,24.498,33.337,29.726,Soft,6,1,305.0,0
R00256,2023,baku,11,Charles Leclerc,88.346,24.728,33.619,29.999,Soft,11,1,343.9,0
R00256,2023,baku,16,Charles Leclerc,88.528,24.764,33.648,30.116,Soft,16,1,330.2,0
R00256,2023,baku,21,Charles Leclerc,89.281,25.013,33.92,30.348,Hard,21,1,329.7,0
R00256,2023,baku,26,Charles Leclerc,86.867,24.392,33.02,29.455,Hard,1,1,300.9,0
R00256,2023,baku,31,Charles Leclerc,87.392,24.417,33.186,29.789,Hard,6,1,326.5,0
R00256,2023,baku,36,Charles Leclerc,88.116,24.714,33.494,29.908,Hard,11,1,331.8,0
R00256,2023,baku,41,Charles Leclerc,88.799,24.86,33.824,30.115,Hard,16,1,318.7,0
R00256,2023,baku,46,Charles Leclerc,90.059,25.165,34.243,30.651,Hard,21,1,323.2,0
R00256,2023,baku,51,Charles Leclerc,86.69,24.258,32.961,29.471,Hard,1,1,323.3,0
R00306,2025,monaco,1,Charles Leclerc,84.141,23.547,32.007,28.587,Intermediate,1,0,332.9,0
R00306,2025,monaco,6,Charles Leclerc,84.982,23.766,32.294,28.922,Intermediate,6,0,318.2,0
R00306,2025,monaco,11,Charles Leclerc,85.843,24.09,32.662,29.091,Intermediate,11,0,347.8,0
R00306,2025,monaco,16,Charles Leclerc,86.352,24.175,32.77,29.407,Intermediate,16,0,334.4,0
R00306,2025,monaco,21,Charles Leclerc,87.313,24.469,33.228,29.616,Intermediate,21,0,322.2,0
R00306,2025,monaco,26,Charles Leclerc,84.509,23.68,32.11,28.719,Intermediate,1,0,326.7,0
R00306,2025,monaco,31,Charles Leclerc,84.787,23.696,32.221,28.87,Intermediate,6,0,340.3,0
R00306,2025,monaco,36,Charles Leclerc,85.514,23.989,32.466,29.059,Intermediate,11,0,325.7,0
R00306,2025,monaco,41,Charles Leclerc,86.236,24.126,32.781,29.329,Intermediate,16,0,312.9,0
R00306,2025,monaco,46,Charles Leclerc,86.926,24.265,32.961,29.7,Intermediate,21,0,328.9,0
R00306,2025,monaco,51,Charles Leclerc,84.226,23.536,31.995,28.695,Intermediate,1,0,328.2,0
R00306,2025,monaco,56,Charles Leclerc,84.961,23.863,32.212,28.886,Intermediate,6,0,348.6,0
R00306,2025,monaco,61,Charles Leclerc,85.457,23.904,32.426,29.127,Intermediate,11,0,326.6,0
R00306,2025,monaco,66,Charles Leclerc,85.972,24.058,32.688,29.226,Intermediate,16,0,336.2,0
R00306,2025,monaco,71,Charles Leclerc,86.574,24.163,33.005,29.406,Intermediate,21,0,337.1,0
R00306,2025,monaco,76,Charles Leclerc,84.559,23.732,32.131,28.696,Intermediate,1,0,334.1,0
R00178,2019,zandvoort,1,Max Verstappen,88.604,24.818,33.628,30.158,Intermediate,1,0,321.8,0
R00178,2019,zandvoort,6,Max Verstappen,89.374,25.03,33.942,30.402,Intermediate,6,0,334.6,0
R00178,2019,zandvoort,11,Max Verstappen,89.914,25.219,34.216,30.479,Intermediate,11,0,322.4,0
R00178,2019,zandvoort,16,Max Verstappen,90.385,25.299,34.402,30.684,Intermediate,16,0,346.4,0
R00178,2019,zandvoort,21,Max Verstappen,91.373,25.688,34.621,31.064,Intermediate,21,0,316.9,0
R00178,2019,zandvoort,26,Max Verstappen,88.863,24.862,33.863,30.138,Intermediate,1,0,314.8,0
R00178,2019,zandvoort,31,Max Verstappen,89.445,25.028,33.998,30.419,Intermediate,6,0,342.3,0
R00178,2019,zandvoort,36,Max Verstappen,90.019,25.186,34.224,30.609,Intermediate,11,0,333.4,0
R00178,2019,zandvoort,41,Max Verstappen,90.619,25.391,34.372,30.856,Intermediate,16,0,334.7,0
R00178,2019,zandvoort,46,Max Verstappen,91.14,25.496,34.633,31.011,Intermediate,21,0,350.1,1
R00178,2019,zandvoort,51,Max Verstappen,88.566,24.786,33.665,30.115,Intermediate,1,0,339.9,0
R00178,2019,zandvoort,56,Max Verstappen,89.398,25.103,33.901,30.394,Intermediate,6,0,319.9,0
R00178,2019,zandvoort,61,Max Verstappen,90.084,25.182,34.295,30.607,Intermediate,11,0,331.5,0
R00178,2019,zandvoort,66,Max Verstappen,90.564,25.301,34.427,30.836,Intermediate,16,0,345.2,0
R00178,2019,zandvoort,71,Max Verstappen,91.312,25.538,34.641,31.133,Intermediate,21,0,321.4,0
R00156,2018,hungary,1,Lewis Hamilton,75.012,20.969,28.474,25.569,Intermediate,1,0,322.8,0
R00156,2018,hungary,6,Lewis Hamilton,75.478,21.074,28.712,25.692,Intermediate,6,0,340.2,0
R00156,2018,hungary,11,Lewis Hamilton,75.861,21.243,28.779,25.839,Intermediate,11,0,358.3,0
R00156,2018,hungary,16,Lewis Hamilton,76.837,21.508,29.169,26.16,Intermediate,16,0,336.0,0
R00156,2018,hungary,21,Lewis Hamilton,77.416,21.673,29.44,26.303,Intermediate,21,0,334.2,0
R00156,2018,hungary,26,Lewis Hamilton,74.774,20.99,28.376,25.408,Intermediate,1,0,355.0,0
R00156,2018,hungary,31,Lewis Hamilton,75.633,21.257,28.775,25.601,Medium,6,0,304.2,0
R00156,2018,hungary,36,Lewis Hamilton,75.825,21.293,28.747,25.785,Medium,11,0,324.4,0
R00156,2018,hungary,41,Lewis Hamilton,76.193,21.242,28.912,26.039,Medium,16,0,332.1,0
R00156,2018,hungary,46,Lewis Hamilton,77.142,21.67,29.38,26.092,Medium,21,0,322.9,0
R00156,2018,hungary,51,Lewis Hamilton,74.864,20.966,28.461,25.437,Medium,1,0,335.3,0
R00156,2018,hungary,56,Lewis Hamilton,75.442,21.15,28.667,25.625,Medium,6,0,316.3,0
R00156,2018,hungary,61,Lewis Hamilton,76.021,21.35,28.875,25.796,Medium,11,0,311.4,0
R00156,2018,hungary,66,Lewis Hamilton,76.389,21.404,29.053,25.932,Medium,16,0,352.7,0
R00229,2021,bahrain,1,Max Verstappen,66.924,18.698,25.461,22.765,Medium,1,0,311.4,0
R00229,2021,bahrain,6,Max Verstappen,67.407,18.892,25.629,22.886,Medium,6,1,321.7,0
R00229,2021,bahrain,11,Max Verstappen,67.89,19.086,25.719,23.085,Medium,11,1,336.0,0
R00229,2021,bahrain,16,Max Verstappen,68.579,19.215,26.102,23.262,Medium,16,1,325.6,0
R00229,2021,bahrain,21,Max Verstappen,68.801,19.246,26.112,23.443,Medium,21,1,324.9,0
R00229,2021,bahrain,26,Max Verstappen,66.814,18.673,25.409,22.732,Medium,1,1,340.1,0
R00229,2021,bahrain,31,Max Verstappen,67.429,18.891,25.645,22.893,Medium,6,1,329.6,0
R00229,2021,bahrain,36,Max Verstappen,67.84,18.967,25.898,22.975,Medium,11,1,335.3,0
R00229,2021,bahrain,41,Max Verstappen,68.238,19.106,25.934,23.198,Medium,16,1,294.0,0
R00229,2021,bahrain,46,Max Verstappen,68.867,19.319,26.165,23.383,Medium,21,1,327.1,0
R00229,2021,bahrain,51,Max Verstappen,66.701,18.65,25.299,22.752,Medium,1,1,337.9,0
R00229,2021,bahrain,56,Max Verstappen,67.237,18.898,25.6,22.739,Medium,6,1,326.9,0
R00024,2011,monaco,1,Charles Leclerc,79.617,22.24,30.275,27.102,Soft,1,0,305.0,0
R00024,2011,monaco,6,Charles Leclerc,79.952,22.392,30.379,27.181,Soft,6,1,330.9,0
R00024,2011,monaco,11,Charles Leclerc,81.055,22.667,30.841,27.547,Soft,11,1,355.8,0
R00024,2011,monaco,16,Charles Leclerc,81.241,22.818,30.856,27.567,Soft,16,1,313.9,0
R00024,2011,monaco,21,Charles Leclerc,82.031,23.009,31.253,27.769,Soft,21,1,329.2,0
R00024,2011,monaco,26,Charles Leclerc,79.796,22.472,30.278,27.046,Soft,1,1,326.9,0
R00024,2011,monaco,31,Charles Leclerc,80.171,22.473,30.419,27.279,Soft,6,1,335.0,0
R00024,2011,monaco,36,Charles Leclerc,80.818,22.61,30.691,27.517,Medium,11,1,327.3,0
R00024,2011,monaco,41,Charles Leclerc,81.203,22.743,30.81,27.65,Medium,16,1,320.1,0
R00024,2011,monaco,46,Charles Leclerc,81.902,22.944,31.131,27.827,Medium,21,1,326.2,0
R00024,2011,monaco,51,Charles Leclerc,79.502,22.324,30.233,26.945,Medium,1,1,320.8,0
R00024,2011,monaco,56,Charles Leclerc,79.993,22.43,30.422,27.141,Medium,6,1,341.3,0
R00024,2011,monaco,61,Charles Leclerc,80.488,22.516,30.541,27.431,Medium,11,1,321.6,0
R00024,2011,monaco,66,Charles Leclerc,81.136,22.637,30.888,27.611,Medium,16,1,328.3,0
R00024,2011,monaco,71,Charles Leclerc,81.929,22.918,31.213,27.798,Medium,21,1,359.8,0
R00024,2011,monaco,76,Charles Leclerc,79.804,22.31,30.313,27.181,Medium,1,1,329.1,0
R00056,2013,bahrain,1,Max Verstappen,84.896,23.768,32.299,28.829,Medium,1,0,322.6,0
R00056,2013,bahrain,6,Max Verstappen,85.426,23.855,32.37,29.201,Medium,6,1,336.9,0
R00056,2013,bahrain,11,Max Verstappen,86.289,24.203,32.742,29.344,Medium,11,1,319.6,0
R00056,2013,bahrain,16,Max Verstappen,86.619,24.23,32.825,29.564,Medium,16,1,338.0,0
R00056,2013,bahrain,21,Max Verstappen,87.396,24.497,33.307,29.592,Medium,21,1,318.5,0
R00056,2013,bahrain,26,Max Verstappen,84.83,23.769,32.285,28.776,Hard,1,1,351.5,0
R00056,2013,bahrain,31,Max Verstappen,85.682,23.979,32.529,29.174,Hard,6,1,321.5,0
R00056,2013,bahrain,36,Max Verstappen,86.102,24.083,32.659,29.36,Hard,11,1,324.8,0
R00056,2013,bahrain,41,Max Verstappen,86.543,24.257,32.871,29.415,Hard,16,1,314.8,0
R00056,2013,bahrain,46,Max Verstappen,87.326,24.568,33.225,29.533,Hard,21,1,331.8,0
R00056,2013,bahrain,51,Max Verstappen,84.736,23.745,32.13,28.861,Hard,1,1,343.1,0
R00056,2013,bahrain,56,Max Verstappen,85.368,23.926,32.429,29.013,Hard,6,1,330.6,0
R00281,2024,imola,1,Lewis Hamilton,93.227,26.066,35.456,31.705,Intermediate,1,0,331.4,0
R00281,2024,imola,6,Lewis Hamilton,93.816,26.209,35.572,32.035,Intermediate,6,0,328.7,0
R00281,2024,imola,11,Lewis Hamilton,94.773,26.606,36.042,32.125,Intermediate,11,0,323.5,0
R00281,2024,imola,16,Lewis Hamilton,95.638,26.771,36.236,32.631,Intermediate,16,0,345.0,0
R00281,2024,imola,21,Lewis Hamilton,95.984,26.973,36.492,32.519,Intermediate,21,0,334.9,0
R00281,2024,imola,26,Lewis Hamilton,93.309,26.099,35.438,31.772,Medium,1,0,345.7,0
R00281,2024,imola,31,Lewis Hamilton,94.018,26.321,35.674,32.023,Medium,6,0,332.0,0
R00281,2024,imola,36,Lewis Hamilton,94.803,26.572,36.017,32.214,Medium,11,0,328.2,0
R00281,2024,imola,41,Lewis Hamilton,95.396,26.694,36.233,32.469,Medium,16,0,329.0,0
R00281,2024,imola,46,Lewis Hamilton,95.974,26.893,36.486,32.595,Medium,21,0,337.3,0
R00281,2024,imola,51,Lewis Hamilton,93.083,26.005,35.352,31.726,Medium,1,0,335.7,0
R00281,2024,imola,56,Lewis Hamilton,93.858,26.254,35.657,31.947,Medium,6,0,338.6,0
R00281,2024,imola,61,Lewis Hamilton,94.629,26.477,35.977,32.175,Medium,11,0,334.9,0
R00026,2011,bahrain,1,Max Verstappen,75.012,20.96,28.538,25.514,Hard,1,0,310.4,0
R00026,2011,bahrain,6,Max Verstappen,75.44,21.087,28.625,25.728,Hard,6,1,331.4,0
R00026,2011,bahrain,11,Max Verstappen,76.012,21.282,28.838,25.892,Hard,11,1,344.6,0
R00026,2011,bahrain,16,Max Verstappen,76.476,21.43,29.06,25.986,Hard,16,1,307.2,0
R00026,2011,bahrain,21,Max Verstappen,76.965,21.503,29.241,26.221,Hard,21,1,315.8,0
R00026,2011,bahrain,26,Max Verstappen,74.966,21.012,28.439,25.515,Soft,1,1,336.7,0
R00026,2011,bahrain,31,Max Verstappen,75.501,21.153,28.766,25.582,Soft,6,1,315.4,0
R00026,2011,bahrain,36,Max Verstappen,75.615,21.176,28.65,25.789,Soft,11,1,316.7,0
R00026,2011,bahrain,41,Max Verstappen,76.584,21.447,29.158,25.979,Soft,16,1,299.1,0
R00026,2011,bahrain,46,Max Verstappen,76.858,21.505,29.152,26.201,Soft,21,1,333.5,0
R00026,2011,bahrain,51,Max Verstappen,74.951,20.988,28.394,25.569,Soft,1,1,335.4,0
R00026,2011,bahrain,56,Max Verstappen,75.456,21.127,28.777,25.552,Soft,6,1,324.1,0
R00231,2022,bahrain,1,Max Verstappen,74.446,20.859,28.307,25.28,Medium,1,0,328.6,0
R00231,2022,bahrain,6,Max Verstappen,75.607,21.241,28.784,25.582,Medium,6,1,315.9,0
R00231,2022,bahrain,11,Max Verstappen,76.108,21.305,28.967,25.836,Medium,11,1,319.9,0
R00231,2022,bahrain,16,Max Verstappen,76.573,21.467,29.258,25.848,Medium,16,1,316.5,0
R00231,2022,bahrain,21,Max Verstappen,77.348,21.695,29.488,26.165,Medium,21,1,328.4,0
R00231,2022,bahrain,26,Max Verstappen,75.004,20.962,28.482,25.56,Medium,1,1,321.1,0
R00231,2022,bahrain,31,Max Verstappen,75.187,21.02,28.592,25.575,Medium,6,1,340.8,0
R00231,2022,bahrain,36,Max Verstappen,75.864,21.25,28.893,25.721,Medium,11,1,338.9,0
R00231,2022,bahrain,41,Max Verstappen,76.322,21.367,28.984,25.971,Medium,16,1,330.4,0
R00231,2022,bahrain,46,Max Verstappen,76.917,21.513,29.211,26.193,Medium,21,1,343.2,0
R00231,2022,bahrain,51,Max Verstappen,75.019,21.002,28.448,25.569,Medium,1,1,334.2,0
R00231,2022,bahrain,56,Max Verstappen,75.388,21.169,28.637,25.582,Medium,6,1,322.2,0
R00073,2014,bahrain,1,Lewis Hamilton,80.888,22.685,30.702,27.501,Hard,1,0,342.5,0
R00073,2014,bahrain,6,Lewis Hamilton,81.323,22.882,30.921,27.52,Hard,6,1,333.0,0
R00073,2014,bahrain,11,Lewis Hamilton,81.879,22.923,31.033,27.923,Hard,11,1,329.7,0
R00073,2014,bahrain,16,Lewis Hamilton,82.705,23.239,31.468,27.998,Hard,16,1,339.8,0
R00073,2014,bahrain,21,Lewis Hamilton,83.339,23.317,31.73,28.292,Hard,21,1,315.9,0
R00073,2014,bahrain,26,Lewis Hamilton,80.533,22.558,30.64,27.335,Hard,1,1,326.6,0
R00073,2014,bahrain,31,Lewis Hamilton,81.382,22.803,30.937,27.642,Hard,6,1,331.3,0
