race_id,season,round,circuit_id,qualifying_position,driver,team,q3_lap_time_s,q2_lap_time_s,q1_lap_time_s,gap_to_pole_s,tyre_compound,sector1_s,sector2_s,sector3_s,top_speed_kmh
R00051,2012,15,bahrain,8,Driver_8,Team_8,78.305,78.61829351811247,79.13663328396551,3.425,Soft,21.962,29.991,26.352,325.1
R00051,2012,15,bahrain,9,Driver_9,Team_9,78.684,78.96836213491657,79.56551134565211,3.414,Medium,22.029,29.943,26.712,314.4
R00051,2012,15,bahrain,10,Driver_10,Team_10,79.018,79.3486712404657,79.58294947517197,1.447,Soft,22.134,30.016,26.868,325.8
R00052,2012,16,bahrain,1,Lando Norris,McLaren,75.085,75.3216902042227,75.59750246472319,0.0,Soft,21.056,28.526,25.503,314.8
R00052,2012,16,bahrain,2,Driver_2,Team_2,76.177,76.50649156532758,76.61500408177463,0.168,Soft,21.236,28.844,26.097,323.5
R00052,2012,16,bahrain,3,Driver_3,Team_3,76.026,76.52011072256518,76.88081104793017,0.65,Soft,21.264,29.027,25.735,344.9
R00052,2012,16,bahrain,4,Driver_4,Team_4,77.077,77.24177888491428,77.98328764518763,1.127,Soft,21.769,29.342,25.966,327.3
R00052,2012,16,bahrain,5,Driver_5,Team_5,76.721,77.07873211301738,77.43803584234936,1.204,Medium,21.565,29.302,25.854,308.4
R00052,2012,16,bahrain,6,Driver_6,Team_6,77.37,77.7241814888213,77.93859788531017,2.862,Soft,21.408,29.371,26.591,338.6
R00052,2012,16,bahrain,7,Driver_7,Team_7,78.161,78.53869977348783,79.01881248336153,3.436,Medium,21.87,29.706,26.585,308.7
R00052,2012,16,bahrain,8,Driver_8,Team_8,78.347,78.73887390450516,78.8286815638138,2.828,Medium,22.034,29.806,26.507,320.4
R00052,2012,16,bahrain,9,Driver_9,Team_9,78.657,78.91920261219177,79.4757154179038,4.171,Medium,22.12,29.999,26.538,310.8
R00052,2012,16,bahrain,10,Driver_10,Team_10,78.832,79.3150484487697,79.30358203154145,1.417,Soft,21.828,29.934,27.07,325.9
R00053,2012,17,brazil,1,Charles Leclerc,Ferrari,74.839,74.98190285176375,75.19715942367736,0.0,Soft,20.823,28.525,25.491,341.5
R00053,2012,17,brazil,2,Driver_2,Team_2,76.527,76.84095415056589,77.15056569034452,0.362,Soft,21.32,28.953,26.254,366.0
R00053,2012,17,brazil,3,Driver_3,Team_3,76.845,76.96850797926477,77.77248793240541,0.456,Medium,21.396,29.209,26.24,302.5
R00053,2012,17,brazil,4,Driver_4,Team_4,76.6,77.04078831173717,77.38027739241038,1.414,Medium,21.461,28.951,26.188,347.9
R00053,2012,17,brazil,5,Driver_5,Team_5,76.644,77.11156403115149,77.05611572905829,1.863,Medium,21.462,28.972,26.21,312.0
R00053,2012,17,brazil,6,Driver_6,Team_6,77.791,78.05528678926414,78.22287491103668,0.42,Soft,21.932,29.568,26.291,326.4
R00053,2012,17,brazil,7,Driver_7,Team_7,77.536,77.9962727174756,78.23415789704602,2.198,Soft,21.727,29.243,26.566,341.0
R00053,2012,17,brazil,8,Driver_8,Team_8,78.608,78.91140519019861,79.49996796461515,4.147,Medium,21.994,29.83,26.784,337.2
R00053,2012,17,brazil,9,Driver_9,Team_9,78.681,79.0687181748901,79.37239255901133,2.218,Soft,21.958,29.985,26.738,321.7
R00053,2012,17,brazil,10,Driver_10,Team_10,79.653,79.89605982574045,80.56640683743994,4.616,Medium,22.181,30.42,27.052,334.4
R00054,2012,18,abu_dhabi,1,Lando Norris,McLaren,75.397,75.72856056721162,76.26076405796155,0.0,Medium,21.03,28.578,25.789,337.1
R00054,2012,18,abu_dhabi,2,Driver_2,Team_2,76.411,76.88381356376152,76.98931070615066,0.359,Soft,21.305,29.019,26.087,358.3
R00054,2012,18,abu_dhabi,3,Driver_3,Team_3,76.038,76.50770090429032,76.44466407446461,0.346,Medium,21.275,29.041,25.722,315.3
R00054,2012,18,abu_dhabi,4,Driver_4,Team_4,76.172,76.5108505552059,76.51182556898608,1.735,Soft,21.235,29.025,25.912,313.7
R00054,2012,18,abu_dhabi,5,Driver_5,Team_5,77.289,77.71006985815538,77.79934901657845,2.362,Medium,21.549,29.431,26.309,321.7
R00054,2012,18,abu_dhabi,6,Driver_6,Team_6,77.522,77.81252522239556,78.22408261741617,1.089,Soft,21.841,29.527,26.154,329.1
R00054,2012,18,abu_dhabi,7,Driver_7,Team_7,77.858,78.0294627641225,78.61109042803197,2.975,Medium,21.556,29.548,26.754,330.4
R00054,2012,18,abu_dhabi,8,Driver_8,Team_8,78.314,78.71243551144795,78.73679464854858,2.192,Soft,22.135,29.931,26.248,328.5
R00054,2012,18,abu_dhabi,9,Driver_9,Team_9,78.824,79.13427505007245,79.54567909478267,1.507,Medium,21.972,29.951,26.901,335.2
R00054,2012,18,abu_dhabi,10,Driver_10,Team_10,78.852,79.12615146272017,79.34894098444533,1.346,Soft,22.129,30.042,26.681,344.6
R00055,2013,1,bahrain,1,Max Verstappen,Red Bull Racing,75.182,75.64133274629573,75.86012462640952,0.0,Soft,21.1,28.526,25.556,328.9
R00055,2013,1,bahrain,2,Driver_2,Team_2,76.093,76.28078133304234,76.45261204285059,0.478,Medium,21.435,28.856,25.802,330.1
R00055,2013,1,bahrain,3,Driver_3,Team_3,76.732,77.19020759803301,77.26263898689504,0.43,Soft,21.558,29.09,26.084,344.2
R00055,2013,1,bahrain,4,Driver_4,Team_4,77.302,77.74938365983998,77.93835522943688,1.552,Soft,21.678,29.301,26.323,344.6
R00055,2013,1,bahrain,5,Driver_5,Team_5,76.963,77.12218570815521,77.36541782207176,0.97,Medium,21.403,29.332,26.228,346.0
R00055,2013,1,bahrain,6,Driver_6,Team_6,76.95,77.07143295167509,77.84188655399142,2.553,Soft,21.608,29.222,26.12,304.6
R00055,2013,1,bahrain,7,Driver_7,Team_7,77.83,78.01877852371571,78.78278911183082,0.612,Soft,21.736,29.613,26.481,329.3
R00055,2013,1,bahrain,8,Driver_8,Team_8,77.965,78.44635453247376,78.62784295592058,0.671,Medium,21.905,29.537,26.523,323.0
R00055,2013,1,bahrain,9,Driver_9,Team_9,78.886,79.22287108115707,79.35179633050757,2.904,Medium,22.11,29.771,27.005,368.3
R00055,2013,1,bahrain,10,Driver_10,Team_10,78.332,78.57663775740745,78.98551260037098,4.206,Medium,22.155,29.695,26.482,317.1
R00056,2013,2,bahrain,1,Max Verstappen,Red Bull Racing,75.249,75.672879986472,76.10617570510593,0.0,Medium,21.186,28.499,25.564,313.1
R00056,2013,2,bahrain,2,Driver_2,Team_2,76.384,76.6879166917255,76.8293418865071,0.395,Medium,21.463,28.926,25.995,291.9
R00056,2013,2,bahrain,3,Driver_3,Team_3,76.568,77.06520373761546,77.32209225947533,0.98,Soft,21.339,29.021,26.208,339.6
R00056,2013,2,bahrain,4,Driver_4,Team_4,77.024,77.51703151191589,77.76032724249158,0.259,Medium,21.632,29.305,26.087,326.9
R00056,2013,2,bahrain,5,Driver_5,Team_5,77.073,77.27895042194133,77.55673909332393,0.895,Soft,21.635,29.236,26.202,329.4
R00056,2013,2,bahrain,6,Driver_6,Team_6,77.253,77.35554660074052,78.21154427238591,0.614,Soft,21.652,29.296,26.305,314.1
R00056,2013,2,bahrain,7,Driver_7,Team_7,77.774,78.1373497630996,78.0896165889945,2.076,Soft,21.592,29.436,26.746,335.4
R00056,2013,2,bahrain,8,Driver_8,Team_8,78.058,78.52174375856633,78.8073636581249,2.781,Soft,21.939,29.565,26.554,326.7
R00056,2013,2,bahrain,9,Driver_9,Team_9,78.504,78.63426770193738,79.15818360893415,3.079,Soft,21.988,29.858,26.658,334.8
R00056,2013,2,bahrain,10,Driver_10,Team_10,79.215,79.35563129541498,79.54776952413766,1.545,Soft,22.127,30.213,26.875,318.7
R00057,2013,3,bahrain,1,Max Verstappen,Red Bull Racing,75.432,75.7261631663846,76.28456376968562,0.0,Medium,21.169,28.712,25.551,316.7
R00057,2013,3,bahrain,2,Driver_2,Team_2,75.153,75.60661554048171,75.79594504616517,0.223,Soft,21.166,28.454,25.533,342.2
R00057,2013,3,bahrain,3,Driver_3,Team_3,75.635,76.0373311584349,76.55675824673425,0.902,Medium,21.211,28.807,25.617,326.6
R00057,2013,3,bahrain,4,Driver_4,Team_4,76.258,76.6493486967418,77.00512978581278,1.691,Medium,21.422,29.148,25.688,325.7
R00057,2013,3,bahrain,5,Driver_5,Team_5,76.617,76.80812082270961,76.98882795125385,1.871,Soft,21.438,28.962,26.217,322.4
R00057,2013,3,bahrain,6,Driver_6,Team_6,77.368,77.67511082339632,77.94885939677106,2.128,Soft,21.712,29.369,26.287,311.7
R00057,2013,3,bahrain,7,Driver_7,Team_7,77.952,78.22931033616709,78.547507101702,1.442,Soft,21.784,29.723,26.445,310.6
R00057,2013,3,bahrain,8,Driver_8,Team_8,78.609,79.03561558073656,79.3583401310157,3.122,Medium,22.023,29.682,26.904,329.4
R00057,2013,3,bahrain,9,Driver_9,Team_9,78.891,79.32444036360855,79.78346948543246,2.184,Medium,22.145,29.873,26.873,319.8
R00057,2013,3,bahrain,10,Driver_10,Team_10,78.904,79.10388702092396,79.53257030873927,2.75,Medium,22.171,30.027,26.706,327.8
R00058,2013,4,bahrain,1,Max Verstappen,Red Bull Racing,75.373,75.78123642904536,75.8214392823677,0.0,Medium,20.904,28.468,26.001,334.9
R00058,2013,4,bahrain,2,Driver_2,Team_2,75.781,75.93874581724663,76.48905227430394,0.186,Soft,21.266,28.881,25.634,323.7
R00058,2013,4,bahrain,3,Driver_3,Team_3,76.135,76.4791315085601,77.08723021317786,0.178,Medium,21.422,28.774,25.939,307.7
R00058,2013,4,bahrain,4,Driver_4,Team_4,76.606,76.93342038385586,77.29169496222875,0.342,Soft,21.488,29.04,26.078,334.3
R00058,2013,4,bahrain,5,Driver_5,Team_5,77.149,77.43356774923656,77.73838194793998,1.715,Medium,21.654,29.372,26.123,325.9
R00058,2013,4,bahrain,6,Driver_6,Team_6,77.349,77.64466611981821,78.32077553507918,1.624,Soft,21.741,29.314,26.294,330.8
R00058,2013,4,bahrain,7,Driver_7,Team_7,77.799,78.0846464449941,78.52346039656317,3.264,Medium,21.794,29.539,26.466,327.4
R00058,2013,4,bahrain,8,Driver_8,Team_8,78.134,78.51237685456238,78.47627994194987,3.232,Soft,21.797,29.761,26.576,319.8
R00058,2013,4,bahrain,9,Driver_9,Team_9,78.911,79.1519243973493,79.67619362165418,4.354,Medium,22.039,30.289,26.583,322.1
R00058,2013,4,bahrain,10,Driver_10,Team_10,78.632,79.12239918458376,79.32510754441,2.815,Medium,22.001,30.055,26.576,284.0
R00060,2013,6,monaco,1,Max Verstappen,Red Bull Racing,75.115,75.57419376677439,75.44713403931215,0.0,Soft,20.984,28.566,25.565,313.4
R00060,2013,6,monaco,2,Driver_2,Team_2,75.665,75.77293292276869,76.38097196122102,0.303,Medium,21.191,28.731,25.743,317.8
R00060,2013,6,monaco,3,Driver_3,Team_3,76.563,76.83020136627367,77.50853276187812,0.228,Soft,21.524,28.978,26.061,329.0
R00060,2013,6,monaco,4,Driver_4,Team_4,76.262,76.65626787785837,76.96536364209739,0.647,Soft,21.367,28.823,26.072,320.6
R00060,2013,6,monaco,5,Driver_5,Team_5,77.227,77.72144272049634,78.18559589908118,1.689,Soft,21.629,29.317,26.281,316.6
R00060,2013,6,monaco,6,Driver_6,Team_6,77.382,77.84327604966843,77.89931484790138,1.519,Medium,21.641,29.505,26.236,336.2
R00060,2013,6,monaco,7,Driver_7,Team_7,77.565,77.8225807668831,78.02761987686713,2.669,Medium,21.818,29.491,26.256,330.1
R00060,2013,6,monaco,8,Driver_8,Team_8,77.826,77.95510612083024,78.14975605922785,2.31,Medium,21.86,29.364,26.602,325.4
R00060,2013,6,monaco,9,Driver_9,Team_9,78.557,79.04352584426061,79.22955773216437,4.769,Soft,22.001,29.955,26.601,327.3
R00060,2013,6,monaco,10,Driver_10,Team_10,79.089,79.42450493146107,80.06267235551609,3.457,Medium,22.078,29.948,27.063,312.5
R00061,2013,7,canada,1,Max Verstappen,Red Bull Racing,75.265,75.64345030627628,75.78972039712131,0.0,Medium,21.208,28.572,25.485,326.5
R00061,2013,7,canada,2,Driver_2,Team_2,76.201,76.59737883540205,76.83279028243183,0.13,Soft,21.488,28.789,25.924,320.8
R00061,2013,7,canada,3,Driver_3,Team_3,76.434,76.66426995658043,77.22216681630297,0.297,Medium,21.377,28.998,26.059,340.0
R00061,2013,7,canada,4,Driver_4,Team_4,76.651,77.11879314498282,77.10834754403419,1.304,Soft,21.438,29.193,26.02,308.5
R00061,2013,7,canada,5,Driver_5,Team_5,77.313,77.75260448950405,78.20726665426324,0.597,Medium,21.783,29.336,26.194,349.2
R00061,2013,7,canada,6,Driver_6,Team_6,77.098,77.47590854673294,77.50024238273687,1.007,Medium,21.624,29.303,26.171,306.7
R00061,2013,7,canada,7,Driver_7,Team_7,77.92,78.27049077543082,78.25357044825617,2.58,Medium,21.913,29.522,26.485,301.7
R00061,2013,7,canada,8,Driver_8,Team_8,78.226,78.479659284733,78.87327426696696,1.54,Medium,21.894,29.717,26.615,307.1
R00061,2013,7,canada,9,Driver_9,Team_9,78.661,78.83248854137017,79.35718278888648,1.985,Medium,22.076,29.889,26.696,312.7
R00061,2013,7,canada,10,Driver_10,Team_10,79.591,80.03437498475864,80.30264833674175,3.903,Soft,22.214,30.375,27.002,341.0
R00062,2013,8,bahrain,1,Max Verstappen,Red Bull Racing,75.606,75.91611279760633,76.59875429545001,0.0,Medium,21.227,28.753,25.626,295.5
R00062,2013,8,bahrain,2,Driver_2,Team_2,76.237,76.4489797361124,76.57257424314,0.336,Medium,21.46,29.016,25.761,329.5
R00062,2013,8,bahrain,3,Driver_3,Team_3,75.934,76.05656892990015,76.23924162769707,0.607,Soft,21.347,28.648,25.939,335.7
R00062,2013,8,bahrain,4,Driver_4,Team_4,76.219,76.43722277743092,76.63872698540195,1.377,Medium,21.341,28.997,25.881,330.2
R00062,2013,8,bahrain,5,Driver_5,Team_5,76.981,77.29822242215897,77.71411927973229,0.615,Medium,21.533,29.387,26.061,329.7
R00062,2013,8,bahrain,6,Driver_6,Team_6,77.048,77.50428001142973,77.43816864670072,2.967,Medium,21.775,29.433,25.84,346.4
R00062,2013,8,bahrain,7,Driver_7,Team_7,77.527,77.86152713787538,78.51476481661206,1.144,Soft,21.686,29.481,26.36,345.5
R00062,2013,8,bahrain,8,Driver_8,Team_8,77.795,78.20777172215267,78.66231123395451,1.37,Medium,21.723,29.451,26.621,304.1
R00062,2013,8,bahrain,9,Driver_9,Team_9,78.773,78.93696064599624,79.3129302463188,4.641,Medium,21.946,29.999,26.828,292.5
R00062,2013,8,bahrain,10,Driver_10,Team_10,78.965,79.35996088981084,79.81415541390355,4.501,Medium,22.106,29.766,27.093,312.4
R00063,2013,9,bahrain,1,Max Verstappen,Red Bull Racing,75.42,75.73657681276437,76.18269402190833,0.0,Soft,21.205,28.824,25.391,325.0
R00063,2013,9,bahrain,2,Driver_2,Team_2,75.692,75.88040715182616,76.39293425758966,0.572,Medium,21.051,28.873,25.768,328.8
R00063,2013,9,bahrain,3,Driver_3,Team_3,75.859,76.19404304787093,76.58018505072229,1.045,Medium,21.203,28.852,25.804,326.1
R00063,2013,9,bahrain,4,Driver_4,Team_4,76.522,76.84814399657883,77.46988492109008,1.282,Medium,21.59,28.962,25.97,323.1
R00063,2013,9,bahrain,5,Driver_5,Team_5,76.935,77.2508276956239,77.64739924579621,1.722,Soft,21.53,29.252,26.153,351.1
R00063,2013,9,bahrain,6,Driver_6,Team_6,77.577,77.96725577519805,78.22048782549781,2.39,Soft,21.73,29.398,26.449,347.5
R00063,2013,9,bahrain,7,Driver_7,Team_7,77.81,77.91405753486644,78.26107719417874,0.766,Soft,21.846,29.509,26.455,352.2
R00063,2013,9,bahrain,8,Driver_8,Team_8,78.053,78.30923091421903,78.85259292623262,3.137,Medium,21.961,29.715,26.377,313.8
R00063,2013,9,bahrain,9,Driver_9,Team_9,78.003,78.42308901345189,78.53241079171082,3.555,Soft,21.789,29.57,26.644,323.8
R00063,2013,9,bahrain,10,Driver_10,Team_10,78.965,79.44388765044071,79.78798094463711,1.605,Soft,22.231,30.011,26.723,315.2
R00064,2013,10,bahrain,1,Max Verstappen,Red Bull Racing,75.464,75.88734889295391,76.45605787124033,0.0,Soft,21.098,28.655,25.711,360.2
R00064,2013,10,bahrain,2,Driver_2,Team_2,75.656,76.13518930123182,76.12657088179456,0.271,Soft,21.358,28.746,25.552,362.1
R00064,2013,10,bahrain,3,Driver_3,Team_3,75.989,76.24281559119545,76.73626246403519,0.336,Medium,21.232,28.635,26.122,306.2
R00064,2013,10,bahrain,4,Driver_4,Team_4,76.23,76.69626370889752,76.85965990080072,0.341,Medium,21.299,29.03,25.901,319.8
R00064,2013,10,bahrain,5,Driver_5,Team_5,76.514,76.74968456707319,77.00066109618872,1.966,Medium,21.303,29.129,26.082,335.6
R00064,2013,10,bahrain,6,Driver_6,Team_6,77.515,77.98322792443864,78.07662433616187,0.95,Soft,21.741,29.228,26.546,336.0
R00064,2013,10,bahrain,7,Driver_7,Team_7,77.473,77.94145689302242,78.07004054397495,3.239,Medium,21.735,29.43,26.308,337.4
R00064,2013,10,bahrain,8,Driver_8,Team_8,78.178,78.44286195891773,78.80766605642172,3.019,Soft,21.981,29.796,26.401,321.1
R00064,2013,10,bahrain,9,Driver_9,Team_9,78.794,79.28706023853766,79.47953756164411,2.478,Medium,21.973,30.046,26.775,338.5
R00064,2013,10,bahrain,10,Driver_10,Team_10,78.974,79.13124373032396,79.65358057916504,1.184,Soft,22.33,29.965,26.679,314.3
R00065,2013,11,hungary,1,Max Verstappen,Red Bull Racing,75.522,75.63291248076335,76.19460587056928,0.0,Intermediate,21.214,28.651,25.657,332.3
R00065,2013,11,hungary,2,Driver_2,Team_2,75.629,75.80803170591851,76.50218721453378,0.143,Intermediate,21.255,28.844,25.53,302.7
R00065,2013,11,hungary,3,Driver_3,Team_3,76.404,76.78066305777003,77.32613886850338,1.101,Intermediate,21.398,29.106,25.9,336.3
R00065,2013,11,hungary,4,Driver_4,Team_4,76.891,77.10994271242143,77.7078490929822,0.389,Intermediate,21.415,29.382,26.094,311.8
R00065,2013,11,hungary,5,Driver_5,Team_5,77.299,77.57753690836036,78.00527030455352,0.669,Intermediate,21.575,29.477,26.247,345.8
R00065,2013,11,hungary,6,Driver_6,Team_6,77.532,77.6490833437178,77.89184219487824,2.35,Intermediate,21.664,29.379,26.489,307.3
R00065,2013,11,hungary,7,Driver_7,Team_7,77.554,78.03811614065829,78.17960965947172,3.517,Intermediate,21.619,29.527,26.408,343.6
R00065,2013,11,hungary,8,Driver_8,Team_8,77.857,78.23950613952766,78.35009902615508,1.13,Intermediate,21.875,29.387,26.595,329.4
R00065,2013,11,hungary,9,Driver_9,Team_9,78.273,78.41661594839059,78.69553767587098,2.513,Intermediate,22.035,29.86,26.378,321.2
R00065,2013,11,hungary,10,Driver_10,Team_10,78.831,79.2676226718129,79.48850652685758,3.392,Intermediate,22.213,30.028,26.59,321.3
R00066,2013,12,bahrain,1,Max Verstappen,Red Bull Racing,75.525,75.83181676999281,76.28547215021307,0.0,Soft,21.085,28.622,25.818,341.4
R00066,2013,12,bahrain,2,Driver_2,Team_2,75.793,76.01586979726714,76.62065430455469,0.225,Medium,21.467,28.784,25.542,317.3
R00066,2013,12,bahrain,3,Driver_3,Team_3,76.608,77.05304986814404,77.24030196384643,0.72,Medium,21.358,29.11,26.14,342.7
R00066,2013,12,bahrain,4,Driver_4,Team_4,76.555,76.98805578475003,77.55436739650408,0.377,Soft,21.359,29.212,25.984,322.8
R00066,2013,12,bahrain,5,Driver_5,Team_5,76.252,76.72201577918108,76.71382416867426,2.176,Medium,21.395,29.079,25.778,332.7
R00066,2013,12,bahrain,6,Driver_6,Team_6,77.522,77.70898028670004,77.84032595198131,2.152,Soft,21.698,29.524,26.3,323.4
R00066,2013,12,bahrain,7,Driver_7,Team_7,77.592,77.77794199284274,78.46414747577707,3.241,Soft,21.669,29.582,26.341,357.1
R00066,2013,12,bahrain,8,Driver_8,Team_8,77.852,78.23267223655154,78.43146347184198,2.097,Soft,21.815,29.552,26.485,333.3
R00066,2013,12,bahrain,9,Driver_9,Team_9,78.442,78.56802711706716,79.13020427064666,3.69,Medium,21.832,29.671,26.939,321.8
R00066,2013,12,bahrain,10,Driver_10,Team_10,79.168,79.31248404970741,80.05336728850597,1.964,Soft,22.014,30.088,27.066,327.0
R00067,2013,13,bahrain,1,Charles Leclerc,Ferrari,75.215,75.4717760619918,75.98534992898806,0.0,Intermediate,21.263,28.61,25.342,308.4
R00067,2013,13,bahrain,2,Driver_2,Team_2,76.412,76.85165100521422,77.07461499389836,0.441,Intermediate,21.315,28.964,26.133,321.8
R00067,2013,13,bahrain,3,Driver_3,Team_3,76.598,76.87638020400152,77.12657476012538,0.868,Intermediate,21.441,29.086,26.071,328.6
R00067,2013,13,bahrain,4,Driver_4,Team_4,77.065,77.46995572900401,77.59602120882204,1.692,Intermediate,21.442,29.257,26.366,306.0
R00067,2013,13,bahrain,5,Driver_5,Team_5,77.369,77.50218483445211,78.24532592790638,0.863,Intermediate,21.594,29.264,26.511,339.2
R00067,2013,13,bahrain,6,Driver_6,Team_6,78.067,78.1817840119427,78.61886639036955,2.035,Intermediate,21.946,29.861,26.26,330.9
R00067,2013,13,bahrain,7,Driver_7,Team_7,78.163,78.3080381600817,78.59380565162499,3.397,Intermediate,21.944,29.903,26.316,318.0
R00067,2013,13,bahrain,8,Driver_8,Team_8,78.64,78.7567765297443,79.365357511524,3.6,Intermediate,21.763,29.968,26.909,332.0
R00067,2013,13,bahrain,9,Driver_9,Team_9,78.175,78.27740316357206,78.52935867421375,3.62,Intermediate,21.912,29.784,26.479,339.8
R00067,2013,13,bahrain,10,Driver_10,Team_10,78.865,78.98621534832382,79.30049000462843,1.618,Intermediate,22.19,29.652,27.023,336.4
R00068,2013,14,singapore,1,Max Verstappen,Red Bull Racing,75.511,75.71826231373065,76.37424637321898,0.0,Soft,21.201,28.555,25.755,326.3
R00068,2013,14,singapore,2,Driver_2,Team_2,75.996,76.28416871433004,76.33104002827076,0.161,Medium,21.118,28.955,25.923,325.5
R00068,2013,14,singapore,3,Driver_3,Team_3,76.204,76.39229677172548,76.52531363034039,1.0,Medium,21.239,28.865,26.1,312.4
R00068,2013,14,singapore,4,Driver_4,Team_4,76.552,76.90424064235563,77.24405427826503,0.908,Soft,21.357,29.056,26.139,334.1
R00068,2013,14,singapore,5,Driver_5,Team_5,76.909,77.27785576796639,77.27082720734737,1.777,Soft,21.513,29.288,26.108,346.3
R00068,2013,14,singapore,6,Driver_6,Team_6,76.889,77.1847702541835,77.68080613606776,2.94,Medium,21.509,29.005,26.375,316.1
R00068,2013,14,singapore,7,Driver_7,Team_7,78.118,78.437788292472,79.0090257238997,1.046,Medium,21.714,29.688,26.716,357.2
R00068,2013,14,singapore,8,Driver_8,Team_8,78.47,78.88462295347253,79.11158347986907,0.962,Medium,22.076,29.647,26.747,329.3
R00068,2013,14,singapore,9,Driver_9,Team_9,78.878,79.05540408379969,79.39497521968624,4.64,Medium,22.1,29.926,26.852,354.1
R00068,2013,14,singapore,10,Driver_10,Team_10,78.664,78.90504169915297,79.13032316172935,4.687,Medium,22.033,29.828,26.803,336.4
R00069,2013,15,bahrain,1,Max Verstappen,Red Bull Racing,75.271,75.71006950771927,76.127919881504,0.0,Soft,21.196,28.536,25.539,343.1
R00069,2013,15,bahrain,2,Driver_2,Team_2,75.781,75.88985257047236,76.38092866712933,0.439,Soft,21.055,28.875,25.851,318.5
R00069,2013,15,bahrain,3,Driver_3,Team_3,75.847,76.17073370284079,76.40070832719493,0.35,Soft,21.408,28.842,25.597,322.1
R00069,2013,15,bahrain,4,Driver_4,Team_4,76.742,76.92081638902782,77.28559564398596,0.282,Medium,21.58,29.163,25.999,334.4
R00069,2013,15,bahrain,5,Driver_5,Team_5,77.123,77.56414889527117,77.94798746831906,1.793,Soft,21.505,29.357,26.261,322.9
R00069,2013,15,bahrain,6,Driver_6,Team_6,77.391,77.57938830059257,78.15323287413824,1.943,Soft,21.664,29.487,26.24,324.4
R00069,2013,15,bahrain,7,Driver_7,Team_7,77.465,77.65241809417209,77.80273563802976,1.005,Medium,21.754,29.303,26.408,321.4
R00069,2013,15,bahrain,8,Driver_8,Team_8,78.051,78.36792033130274,78.75808325469843,0.852,Medium,21.711,29.612,26.728,329.9
R00069,2013,15,bahrain,9,Driver_9,Team_9,78.641,78.75161979695827,79.47519374268315,4.22,Soft,22.038,30.028,26.575,292.8
R00069,2013,15,bahrain,10,Driver_10,Team_10,78.78,79.09149090977138,79.7400076024459,3.527,Soft,22.042,30.024,26.714,303.4
R00070,2013,16,bahrain,1,Max Verstappen,Red Bull Racing,75.279,75.41864342739456,75.75757640571511,0.0,Medium,20.97,28.64,25.669,322.2
R00070,2013,16,bahrain,2,Driver_2,Team_2,75.549,76.01597321255464,76.00674823051956,0.547,Soft,21.269,28.712,25.568,316.1
R00070,2013,16,bahrain,3,Driver_3,Team_3,76.415,76.87250444686596,77.07803375318362,0.745,Medium,21.469,28.946,26.0,316.6
R00070,2013,16,bahrain,4,Driver_4,Team_4,76.165,76.63214363233087,76.79673305883361,0.679,Medium,21.31,28.917,25.938,309.9
R00070,2013,16,bahrain,5,Driver_5,Team_5,76.739,76.96306820849601,77.70006612777097,1.8,Soft,21.48,29.177,26.082,298.3
R00070,2013,16,bahrain,6,Driver_6,Team_6,76.96,77.25285632271543,77.71566334190601,2.116,Medium,21.345,29.158,26.457,310.7
R00070,2013,16,bahrain,7,Driver_7,Team_7,77.688,77.89093970632699,78.60412225174609,0.788,Medium,21.65,29.415,26.623,337.5
R00070,2013,16,bahrain,8,Driver_8,Team_8,77.74,78.14960136853418,78.0769449120826,0.824,Medium,21.615,29.589,26.536,307.8
R00070,2013,16,bahrain,9,Driver_9,Team_9,78.869,79.19852392559233,79.77924993322716,1.259,Soft,22.007,29.926,26.936,322.2
R00070,2013,16,bahrain,10,Driver_10,Team_10,79.278,79.38178572435218,80.0874629788632,1.858,Soft,22.209,29.913,27.156,334.8
R00071,2013,17,brazil,1,Charles Leclerc,Ferrari,75.671,75.78065723393276,76.00145743560215,0.0,Soft,21.209,28.791,25.671,345.6
R00071,2013,17,brazil,2,Driver_2,Team_2,75.655,75.93142128489525,76.0684093275981,0.388,Medium,21.269,28.698,25.688,339.0
R00071,2013,17,brazil,3,Driver_3,Team_3,76.016,76.46755237391396,76.98177248508138,0.57,Soft,21.147,28.85,26.019,322.0
R00071,2013,17,brazil,4,Driver_4,Team_4,76.601,76.817624203857,77.5692414970135,0.336,Medium,21.494,29.032,26.075,289.4
R00071,2013,17,brazil,5,Driver_5,Team_5,76.787,77.2689067050651,77.54718339825207,1.359,Soft,21.432,29.271,26.084,321.2
R00071,2013,17,brazil,6,Driver_6,Team_6,77.117,77.38419085636507,77.64737562684358,1.658,Medium,21.506,29.362,26.249,335.5
R00071,2013,17,brazil,7,Driver_7,Team_7,78.116,78.56184729306793,78.68074375994215,2.696,Soft,21.919,29.55,26.647,320.8
R00071,2013,17,brazil,8,Driver_8,Team_8,77.8,77.9641309638446,78.58999938224072,3.055,Soft,21.711,29.363,26.726,334.6
R00071,2013,17,brazil,9,Driver_9,Team_9,78.145,78.61983863468062,78.74720546587146,4.542,Soft,22.037,29.72,26.388,344.4
R00071,2013,17,brazil,10,Driver_10,Team_10,78.849,79.23367678688467,79.28570269435593,5.098,Medium,22.028,29.837,26.984,324.9
R00072,2013,18,abu_dhabi,1,Max Verstappen,Red Bull Racing,75.94,76.11878013620735,76.73007469277016,0.0,Medium,21.324,29.043,25.573,321.2
