country,region,income_group,year,population,gdp_usd,total_electricity_generation_twh,electricity_demand_twh,solar_electricity_twh,wind_electricity_twh,renewables_electricity_twh,hydro_electricity_twh,nuclear_electricity_twh,fossil_electricity_twh,solar_share_pct,wind_share_pct,renewables_share_pct,fossil_share_pct,low_carbon_share_pct,carbon_intensity_gco2_kwh,co2_saved_solar_wind_mt,solar_yoy_growth_pct,wind_yoy_growth_pct,renewables_yoy_growth_pct,policy_milestone
Spain,Europe,High,2018,47092817.0,1615001473949.0,271.4,282.5,12.74,50.89,103.87,34.33,55.77,111.76,4.694,18.751,38.272,41.179,58.821,290.86,28.63,-11.5,3.6,18.1,
Spain,Europe,High,2019,47435121.0,1647042667976.0,270.52,277.38,15.1,55.65,100.99,24.65,58.35,111.18,5.582,20.571,37.332,41.099,58.901,246.67,31.84,18.5,9.4,-2.8,
Spain,Europe,High,2020,47679482.0,1460507935923.0,259.47,262.75,20.67,56.44,113.79,30.51,58.3,87.38,7.966,21.752,43.855,33.676,66.324,199.1,34.7,36.9,1.4,12.7,
Spain,Europe,High,2021,47735670.0,1541121952313.0,270.75,271.6,27.1,62.06,125.75,29.63,56.56,88.44,10.009,22.922,46.445,32.665,67.335,193.54,40.12,31.1,10.0,10.5,Climate Change and Energy Transition Law
Spain,Europe,High,2022,47828386.0,1625139888517.0,287.15,267.35,35.72,62.78,122.91,17.59,58.59,105.65,12.439,21.863,42.803,36.793,63.207,217.13,44.32,31.8,1.2,-2.3,
Spain,Europe,High,2023,47911583.0,,279.11,265.15,48.59,64.28,143.78,25.0,56.87,78.46,17.409,23.03,51.514,28.111,71.889,169.68,50.79,36.0,2.4,17.0,
Spain,Europe,High,2024,47910533.0,,280.94,270.71,58.29,62.2,161.08,34.41,54.53,65.33,20.748,22.14,57.336,23.254,76.746,146.22,54.22,20.0,-3.2,12.0,
Spain,Europe,High,2025,47889960.0,,287.89,275.1,62.9,58.76,160.81,32.74,54.07,73.01,21.849,20.411,55.858,25.36,74.64,153.6,54.75,7.9,-5.5,-0.2,
Sweden,Europe,High,2000,8872099.0,303452362920.0,145.23,149.91,0.0,0.46,83.14,78.58,57.32,4.77,0.0,0.317,57.247,3.284,96.716,44.89,0.21,,,,
Sweden,Europe,High,2001,8896018.0,308398096624.0,161.6,154.31,0.0,0.48,83.32,79.06,72.11,6.17,0.0,0.297,51.559,3.818,96.182,46.78,0.22,,4.3,0.2,
Sweden,Europe,High,2002,8925045.0,317463771012.0,146.7,152.06,0.0,0.61,71.15,66.36,68.11,7.44,0.0,0.416,48.5,5.072,94.928,56.24,0.27,,27.1,-14.6,
Sweden,Europe,High,2003,8958434.0,326402407102.0,135.39,148.22,0.0,0.68,58.73,53.54,67.42,9.24,0.0,0.502,43.378,6.825,93.175,68.54,0.31,,11.5,-17.5,
Sweden,Europe,High,2004,8993805.0,341901244849.0,151.56,149.46,0.0,0.86,68.18,60.12,77.49,5.89,0.0,0.567,44.985,3.886,96.114,48.03,0.39,,26.5,16.1,
Sweden,Europe,High,2005,9029771.0,354496929423.0,158.36,150.97,0.0,0.93,81.22,72.8,72.38,4.76,0.0,0.587,51.288,3.006,96.994,43.13,0.42,,8.1,19.1,
Sweden,Europe,High,2006,9080628.0,372234670461.0,143.28,149.32,0.0,0.98,71.06,61.72,66.98,5.24,0.0,0.684,49.595,3.657,96.343,49.69,0.44,,5.4,-12.5,
Sweden,Europe,High,2007,9148280.0,387881844813.0,148.82,150.14,0.0,1.43,77.43,66.16,66.97,4.42,0.0,0.961,52.029,2.97,97.03,46.03,0.64,,45.9,9.0,
Sweden,Europe,High,2008,9219903.0,388980516356.0,149.9,147.94,0.0,2.0,81.41,69.07,63.89,4.6,0.0,1.334,54.31,3.069,96.931,47.83,0.9,,39.9,5.1,
Sweden,Europe,High,2009,9298738.0,373026350439.0,136.6,141.29,0.01,2.49,79.81,65.85,52.17,4.62,0.007,1.823,58.426,3.382,96.618,51.1,1.12,inf,24.5,-2.0,
Sweden,Europe,High,2010,9378234.0,399838964466.0,148.45,150.53,0.01,3.49,82.09,66.4,57.83,8.53,0.007,2.351,55.298,5.746,94.254,63.73,1.58,0.0,40.2,2.9,
Sweden,Europe,High,2011,9449263.0,397617949429.0,150.28,143.05,0.01,6.11,84.09,66.43,60.47,5.72,0.007,4.066,55.956,3.806,96.194,52.3,2.75,0.0,75.1,2.4,
Sweden,Europe,High,2012,9519477.0,395278763366.0,166.44,146.87,0.02,7.17,98.31,78.93,64.04,4.09,0.012,4.308,59.066,2.457,97.543,44.7,3.24,100.0,17.3,16.9,
Sweden,Europe,High,2013,9600620.0,399973749048.0,153.03,143.03,0.04,9.84,82.69,61.36,66.46,3.88,0.026,6.43,54.035,2.535,97.465,44.7,4.45,100.0,37.2,-15.9,
Sweden,Europe,High,2014,9696438.0,410604225974.0,153.56,137.94,0.05,11.24,85.75,63.76,64.88,2.93,0.033,7.32,55.841,1.908,98.092,40.18,5.08,25.0,14.2,3.7,
Sweden,Europe,High,2015,9799483.0,429037422635.0,162.0,139.4,0.1,16.32,102.5,75.31,56.35,3.15,0.062,10.074,63.272,1.944,98.056,40.86,7.39,100.0,45.2,19.5,
Sweden,Europe,High,2016,9923281.0,437921057919.0,155.89,144.16,0.14,15.48,89.13,62.02,63.1,3.66,0.09,9.93,57.175,2.348,97.652,42.98,7.03,40.0,-5.1,-13.0,
Sweden,Europe,High,2017,10057864.0,449166531542.0,164.23,145.24,0.23,17.61,95.06,65.14,65.7,3.47,0.14,10.723,57.882,2.113,97.887,42.5,8.03,64.3,13.8,6.7,100% renewable electricity target by 2040
Sweden,Europe,High,2018,10175400.0,457925387676.0,163.36,146.14,0.41,16.62,91.15,62.21,68.55,3.66,0.251,10.174,55.797,2.24,97.76,42.73,7.66,78.3,-5.6,-4.1,
Sweden,Europe,High,2019,10279120.0,467020665386.0,168.42,142.26,0.68,19.85,98.94,65.37,66.13,3.35,0.404,11.786,58.746,1.989,98.011,42.34,9.24,65.9,19.4,8.5,
Sweden,Europe,High,2020,10353682.0,456885314424.0,163.78,138.78,1.05,27.52,112.14,72.39,49.2,2.44,0.641,16.803,68.47,1.49,98.51,38.71,12.86,54.4,38.6,13.3,
Sweden,Europe,High,2021,10416134.0,481492421258.0,171.78,146.21,1.53,27.25,115.75,73.89,52.97,3.06,0.891,15.863,67.383,1.781,98.219,41.74,12.95,45.7,-1.0,3.2,
Sweden,Europe,High,2022,10487335.0,494214521158.0,173.05,139.83,1.98,33.25,118.23,69.87,51.94,2.88,1.144,19.214,68.321,1.664,98.336,41.03,15.85,29.4,22.0,2.1,
Sweden,Europe,High,2023,10551493.0,,166.05,137.56,3.11,34.25,115.25,66.19,48.47,2.33,1.873,20.626,69.407,1.403,98.597,38.42,16.81,57.1,3.0,-2.5,
Sweden,Europe,High,2024,10606993.0,,172.15,138.71,4.16,40.45,119.4,64.61,50.67,2.08,2.416,23.497,69.358,1.208,98.792,34.91,20.07,33.8,18.1,3.6,
Sweden,Europe,High,2025,10656636.0,,170.71,137.11,4.43,38.9,121.53,68.24,47.1,2.08,2.595,22.787,71.191,1.218,98.782,35.26,19.5,6.5,-3.8,1.8,
Switzerland,Europe,High,2000,7184003.0,315545366882.0,66.12,59.05,0.01,0.0,37.68,36.83,26.45,1.99,0.015,0.0,56.987,3.01,96.99,33.58,0.0,,,,
Switzerland,Europe,High,2001,7226391.0,325520166982.0,71.05,60.61,0.01,0.0,42.2,41.31,26.81,2.04,0.014,0.0,59.395,2.871,97.129,33.36,0.0,0.0,,12.0,
Switzerland,Europe,High,2002,7278744.0,331802188855.0,65.41,60.9,0.01,0.0,36.1,35.17,27.23,2.08,0.015,0.0,55.19,3.18,96.82,34.25,0.0,0.0,,-14.5,
Switzerland,Europe,High,2003,7333451.0,337991874208.0,65.34,62.23,0.02,0.0,35.72,34.76,27.49,2.13,0.031,0.0,54.668,3.26,96.74,34.44,0.01,100.0,,-1.1,
Switzerland,Europe,High,2004,7384196.0,353894703206.0,63.87,63.17,0.02,0.01,34.76,33.75,26.96,2.15,0.031,0.016,54.423,3.366,96.634,35.23,0.01,0.0,inf,-2.7,
Switzerland,Europe,High,2005,7431824.0,371135459405.0,57.8,64.15,0.02,0.01,32.29,31.23,23.34,2.17,0.035,0.017,55.865,3.754,96.246,38.06,0.01,0.0,0.0,-7.1,
Switzerland,Europe,High,2006,7478514.0,393075108386.0,62.13,64.83,0.02,0.01,32.13,30.96,27.82,2.18,0.032,0.016,51.714,3.509,96.491,36.21,0.01,0.0,0.0,-0.5,
Switzerland,Europe,High,2007,7545386.0,416832821635.0,66.43,64.37,0.03,0.02,36.48,35.25,27.92,2.03,0.045,0.03,54.915,3.056,96.944,34.47,0.02,50.0,100.0,13.5,
Switzerland,Europe,High,2008,7641730.0,433739216893.0,67.04,65.91,0.04,0.02,37.33,36.04,27.7,2.01,0.06,0.03,55.683,2.998,97.002,34.16,0.03,33.3,0.0,2.3,
Switzerland,Europe,High,2009,7737644.0,431737407420.0,66.67,64.51,0.05,0.02,37.03,35.72,27.69,1.95,0.075,0.03,55.542,2.925,97.075,34.05,0.03,25.0,0.0,-0.8,
Switzerland,Europe,High,2010,7825750.0,451139715920.0,66.05,66.57,0.09,0.04,37.47,36.06,26.34,2.24,0.136,0.061,56.73,3.391,96.609,35.88,0.06,80.0,100.0,1.2,
Switzerland,Europe,High,2011,7914379.0,467103594697.0,62.88,65.47,0.17,0.07,34.02,32.39,26.71,2.15,0.27,0.111,54.103,3.419,96.581,36.26,0.11,88.9,75.0,-9.2,
Switzerland,Europe,High,2012,7998927.0,472611933649.0,68.13,65.93,0.3,0.09,40.53,38.6,25.44,2.16,0.44,0.132,59.489,3.17,96.83,36.25,0.18,76.5,28.6,19.1,
Switzerland,Europe,High,2013,8091199.0,481081829913.0,68.69,66.29,0.5,0.09,40.67,38.46,25.99,2.03,0.728,0.131,59.208,2.955,97.045,35.52,0.27,66.7,0.0,0.3,
Switzerland,Europe,High,2014,8190238.0,492386642888.0,70.08,64.59,0.84,0.1,40.67,38.04,27.56,1.85,1.199,0.143,58.034,2.64,97.36,34.39,0.42,68.0,11.1,0.0,
Switzerland,Europe,High,2015,8283940.0,500484653705.0,66.07,65.04,1.12,0.11,41.12,38.26,23.09,1.86,1.695,0.166,62.237,2.815,97.185,35.57,0.55,33.3,10.0,1.1,
Switzerland,Europe,High,2016,8374903.0,510838097521.0,61.1,65.02,1.33,0.11,37.81,34.62,21.15,2.14,2.177,0.18,61.882,3.502,96.498,39.44,0.65,18.8,0.0,-8.0,
Switzerland,Europe,High,2017,8453630.0,517799793781.0,60.15,65.7,1.68,0.13,37.76,34.09,20.38,2.01,2.793,0.216,62.776,3.342,96.658,39.73,0.81,26.3,18.2,-0.1,
Switzerland,Europe,High,2018,8516341.0,532611137213.0,66.29,64.7,1.95,0.12,38.88,34.98,25.51,1.9,2.942,0.181,58.651,2.866,97.134,36.05,0.93,16.1,-7.7,3.0,
Switzerland,Europe,High,2019,8577525.0,538693495449.0,70.57,64.31,2.18,0.15,42.25,38.04,26.42,1.9,3.089,0.213,59.87,2.692,97.308,35.28,1.05,11.8,25.0,8.7,Energy Strategy 2050 implementation
Switzerland,Europe,High,2020,8640582.0,525896489462.0,68.5,62.94,2.6,0.15,42.61,37.87,24.02,1.87,3.796,0.219,62.204,2.73,97.27,36.64,1.24,19.3,0.0,0.9,
Switzerland,Europe,High,2021,8707019.0,548098275898.0,63.09,65.5,2.84,0.14,42.01,36.96,19.36,1.72,4.502,0.222,66.587,2.726,97.274,38.52,1.34,9.2,-6.7,-1.4,
Switzerland,Europe,High,2022,8792180.0,559384947989.0,61.72,64.86,3.86,0.15,35.99,29.9,24.15,1.58,6.254,0.243,58.312,2.56,97.44,37.27,1.8,35.9,7.1,-14.3,
Switzerland,Europe,High,2023,8870564.0,,70.07,63.68,4.62,0.17,44.26,37.39,24.38,1.43,6.593,0.243,63.165,2.041,97.959,34.82,2.16,19.7,13.3,23.0,
Switzerland,Europe,High,2024,8921979.0,,78.37,63.97,5.66,0.18,52.86,44.94,24.02,1.49,7.222,0.23,67.449,1.901,98.099,34.58,2.63,22.5,5.9,19.4,
Switzerland,Europe,High,2025,8967413.0,,65.02,65.12,7.89,0.14,44.1,33.99,19.42,1.5,12.135,0.215,67.825,2.307,97.693,39.22,3.61,39.4,-22.2,-16.6,
Taiwan,Asia,High,2000,22332873.0,591153923509.0,184.84,184.84,0.0,0.0,5.61,4.56,38.5,140.73,0.0,0.0,3.035,76.136,23.864,635.2,0.0,,,,
Taiwan,Asia,High,2001,22446254.0,582366336280.0,188.53,188.53,0.0,0.01,6.42,5.09,35.49,146.62,0.0,0.005,3.405,77.77,22.23,654.17,0.0,,inf,14.4,
Taiwan,Asia,High,2002,22566898.0,612808812199.0,198.84,198.84,0.0,0.02,4.4,2.78,39.55,154.89,0.0,0.01,2.213,77.897,22.103,654.19,0.01,,100.0,-31.5,
Taiwan,Asia,High,2003,22664130.0,636240085985.0,209.06,209.06,0.0,0.02,4.82,3.03,38.89,165.35,0.0,0.01,2.306,79.092,20.908,665.79,0.01,,0.0,9.5,
Taiwan,Asia,High,2004,22745432.0,675272430215.0,218.41,218.41,0.0,0.03,5.09,3.21,39.49,173.83,0.0,0.014,2.33,79.589,20.411,663.8,0.01,,50.0,5.6,
Taiwan,Asia,High,2005,22824932.0,709313986797.0,227.5,227.5,0.0,0.09,6.01,4.07,39.97,181.52,0.0,0.04,2.642,79.789,20.211,665.14,0.04,,200.0,18.1,
Taiwan,Asia,High,2006,22914644.0,745965982529.0,235.54,235.54,0.0,0.28,6.22,4.09,39.87,189.45,0.0,0.119,2.641,80.432,19.568,669.44,0.13,,211.1,3.5,
Taiwan,Asia,High,2007,23006921.0,791900583149.0,243.11,243.11,0.0,0.44,6.74,4.42,40.54,195.83,0.0,0.181,2.772,80.552,19.448,669.66,0.2,,57.1,8.4,
Taiwan,Asia,High,2008,23086238.0,794389614968.0,238.31,238.31,0.0,0.59,6.72,4.31,40.83,190.76,0.0,0.248,2.82,80.047,19.953,660.11,0.27,,34.1,-0.3,
Taiwan,Asia,High,2009,23164353.0,779014502319.0,230.05,230.05,0.01,0.79,6.3,3.75,41.57,182.18,0.004,0.343,2.739,79.191,20.809,657.73,0.36,inf,33.9,-6.2,
Taiwan,Asia,High,2010,23224049.0,859487483344.0,247.05,247.05,0.02,1.03,7.07,4.19,41.63,198.35,0.008,0.417,2.862,80.287,19.713,653.19,0.47,100.0,30.4,12.2,
Taiwan,Asia,High,2011,23273078.0,888546864638.0,252.15,252.15,0.06,1.49,7.38,4.0,42.12,202.65,0.024,0.591,2.927,80.369,19.631,652.31,0.7,200.0,44.7,4.4,
Taiwan,Asia,High,2012,23345963.0,908290377366.0,250.37,250.37,0.16,1.41,9.07,5.67,40.42,200.88,0.064,0.563,3.623,80.233,19.767,649.32,0.71,166.7,-5.4,22.9,
Taiwan,Asia,High,2013,23416870.0,930852328389.0,252.33,252.33,0.32,1.64,9.23,5.42,41.64,201.46,0.127,0.65,3.658,79.84,20.16,644.08,0.88,100.0,16.3,1.8,
Taiwan,Asia,High,2014,23472811.0,974779255338.0,259.97,259.97,0.53,1.5,8.27,4.32,42.39,209.31,0.204,0.577,3.181,80.513,19.487,645.5,0.91,65.6,-8.5,-10.4,
Taiwan,Asia,High,2015,23529260.0,989069527295.0,258.14,258.14,0.85,1.53,8.79,4.47,36.47,212.88,0.329,0.593,3.405,82.467,17.533,650.27,1.07,60.4,2.0,6.3,
Taiwan,Asia,High,2016,23586140.0,1010482869589.0,264.12,264.12,1.11,1.46,11.04,6.56,31.66,221.42,0.42,0.553,4.18,83.833,16.167,659.17,1.16,30.6,-4.6,25.6,
Taiwan,Asia,High,2017,23632950.0,1043939947916.0,270.26,270.26,1.67,1.72,10.7,5.45,22.45,237.11,0.618,0.636,3.959,87.734,12.266,684.71,1.53,50.5,17.8,-3.1,
Taiwan,Asia,High,2018,23659308.0,1073034529603.0,275.53,275.53,2.7,1.71,10.86,4.48,27.68,236.99,0.98,0.621,3.941,86.012,13.988,672.2,1.98,61.7,-0.6,1.5,
Taiwan,Asia,High,2019,23674137.0,1105912366266.0,274.18,274.18,4.02,1.89,13.44,5.54,32.32,228.42,1.466,0.689,4.902,83.31,16.69,649.06,2.66,48.9,10.5,23.8,
Taiwan,Asia,High,2020,23663461.0,1143369531447.0,279.99,279.99,6.07,2.31,13.4,3.02,31.44,235.15,2.168,0.825,4.786,83.985,16.015,648.06,3.77,51.0,22.2,-0.3,
Taiwan,Asia,High,2021,23558330.0,1218008773904.0,291.03,291.03,7.97,2.27,15.72,3.47,27.79,247.52,2.739,0.78,5.402,85.05,14.95,652.1,4.61,31.3,-1.7,17.3,20% renewables by 2025 target
Taiwan,Asia,High,2022,23420107.0,1247874288934.0,288.19,288.19,10.68,3.58,22.09,5.84,23.75,242.35,3.706,1.242,7.665,84.094,15.906,639.23,6.42,34.0,57.7,40.5,
Taiwan,Asia,High,2023,23317145.0,,282.28,282.28,12.91,6.24,25.12,3.96,17.8,239.36,4.573,2.211,8.899,84.795,15.205,644.18,8.62,20.9,74.3,13.7,
Taiwan,Asia,High,2024,23213964.0,,288.56,288.56,14.9,10.33,31.51,4.21,12.18,244.87,5.164,3.58,10.92,84.859,15.141,635.19,11.35,15.4,65.5,25.4,
Taiwan,Asia,High,2025,23112797.0,,288.39,288.39,15.68,12.01,35.3,5.51,3.25,249.84,5.437,4.164,12.24,86.633,13.367,633.21,12.46,5.2,16.3,12.0,
Thailand,Asia,Upper-middle,2000,63007815.0,579217712636.0,95.52,98.34,0.0,0.0,6.42,5.89,0.0,89.1,0.0,0.0,6.721,93.279,6.721,606.99,0.0,,,,
Thailand,Asia,Upper-middle,2001,63651137.0,596448007832.0,100.99,103.7,0.0,0.0,6.79,6.17,0.0,94.2,0.0,0.0,6.723,93.277,6.723,603.92,0.0,,,5.8,
Thailand,Asia,Upper-middle,2002,64266433.0,630177413705.0,108.44,111.06,0.0,0.0,8.12,7.37,0.0,100.32,0.0,0.0,7.488,92.512,7.488,591.76,0.0,,,19.6,
Thailand,Asia,Upper-middle,2003,64868164.0,672602585235.0,115.94,118.21,0.0,0.0,8.44,7.21,0.0,107.5,0.0,0.0,7.28,92.72,7.28,590.05,0.0,,,3.9,
Thailand,Asia,Upper-middle,2004,65452049.0,712165919937.0,124.13,127.25,0.0,0.0,7.74,5.9,0.0,116.39,0.0,0.0,6.235,93.765,6.235,598.0,0.0,,,-8.3,
Thailand,Asia,Upper-middle,2005,66017415.0,739238460898.0,130.43,134.3,0.0,0.0,7.53,5.67,0.0,122.9,0.0,0.0,5.773,94.227,5.773,599.56,0.0,,,-2.7,
Thailand,Asia,Upper-middle,2006,66567685.0,773067090714.0,136.78,141.35,0.04,0.0,9.98,7.95,0.0,126.8,0.029,0.0,7.296,92.704,7.296,597.24,0.02,inf,,32.5,
Thailand,Asia,Upper-middle,2007,67102388.0,811667437725.0,142.53,146.27,0.04,0.0,10.42,7.96,0.0,132.11,0.028,0.0,7.311,92.689,7.311,605.56,0.02,0.0,,4.4,
Thailand,Asia,Upper-middle,2008,67619835.0,822020817321.0,145.44,147.26,0.04,0.0,9.13,6.95,0.0,136.31,0.028,0.0,6.278,93.722,6.278,607.74,0.02,0.0,,-12.4,
Thailand,Asia,Upper-middle,2009,68121077.0,812859746470.0,145.9,147.05,0.04,0.0,9.26,6.97,0.0,136.64,0.027,0.0,6.347,93.653,6.347,604.73,0.02,0.0,,1.4,
Thailand,Asia,Upper-middle,2010,68579443.0,870109340511.0,157.57,163.51,0.06,0.0,8.77,5.35,0.0,148.8,0.038,0.0,5.566,94.434,5.566,605.26,0.03,50.0,,-5.3,
Thailand,Asia,Upper-middle,2011,69007212.0,873642799890.0,153.3,162.74,0.09,0.0,12.0,7.93,0.0,141.3,0.059,0.0,7.828,92.172,7.828,599.8,0.04,50.0,,36.8,
Thailand,Asia,Upper-middle,2012,69436091.0,936920832597.0,168.96,177.58,0.5,0.02,13.65,8.43,0.0,155.31,0.296,0.012,8.079,91.921,8.079,596.89,0.23,455.6,inf,13.7,
Thailand,Asia,Upper-middle,2013,69845112.0,962095812070.0,168.64,179.93,1.26,0.35,12.65,5.41,0.0,155.99,0.747,0.208,7.501,92.499,7.501,601.82,0.72,152.0,1650.0,-7.3,
Thailand,Asia,Upper-middle,2014,70216362.0,971562808709.0,173.76,183.95,1.93,0.4,14.21,5.16,0.0,159.55,1.111,0.23,8.178,91.822,8.178,601.29,1.05,53.2,14.3,12.3,
Thailand,Asia,Upper-middle,2015,70540787.0,1002011619070.0,177.83,189.98,2.38,0.33,13.81,3.76,0.0,164.02,1.338,0.186,7.766,92.234,7.766,597.14,1.22,23.3,-17.5,-2.8,
Thailand,Asia,Upper-middle,2016,70859835.0,1036430730493.0,179.82,198.21,3.55,0.38,16.07,3.54,0.0,163.75,1.974,0.211,8.937,91.063,8.937,595.48,1.77,49.2,15.2,16.4,
Thailand,Asia,Upper-middle,2017,71160183.0,1079732734924.0,176.73,200.05,4.54,1.11,19.63,4.69,0.0,157.1,2.569,0.628,11.107,88.893,11.107,583.32,2.54,27.9,192.1,22.2,
Thailand,Asia,Upper-middle,2018,71376081.0,1125329902301.0,177.76,203.34,4.54,1.64,25.52,7.6,0.0,152.24,2.554,0.923,14.356,85.644,14.356,567.79,2.78,0.0,47.7,30.0,
Thailand,Asia,Upper-middle,2019,71522264.0,1149130685920.0,186.51,209.17,5.15,3.67,27.72,6.31,0.0,158.79,2.761,1.968,14.862,85.138,14.862,562.28,3.97,13.4,123.8,8.6,
Thailand,Asia,Upper-middle,2020,71641484.0,1078332670656.0,176.48,203.41,5.03,3.22,25.08,4.54,0.0,151.4,2.85,1.825,14.211,85.789,14.211,570.49,3.71,-2.3,-12.3,-9.5,
Thailand,Asia,Upper-middle,2021,71727338.0,1095187026392.0,176.36,207.75,4.99,3.53,26.47,4.54,0.0,149.89,2.829,2.002,15.009,84.991,15.009,566.06,3.83,-0.8,9.6,5.5,
Thailand,Asia,Upper-middle,2022,71735321.0,1124143758569.0,180.37,213.78,5.03,2.99,28.48,6.6,0.0,151.89,2.789,1.658,15.79,84.21,15.79,560.29,3.61,0.8,-15.3,7.6,30% renewables by 2030 (AEDP)
Thailand,Asia,Upper-middle,2023,71702436.0,,190.48,221.03,5.14,3.74,29.76,6.59,0.0,160.72,2.698,1.963,15.624,84.376,15.624,549.24,4.0,2.2,25.1,4.5,
Thailand,Asia,Upper-middle,2024,71668010.0,,199.52,231.93,5.43,3.38,29.61,6.41,0.0,169.91,2.722,1.694,14.841,85.159,14.841,554.73,3.96,5.6,-9.6,-0.5,
Thailand,Asia,Upper-middle,2025,71619866.0,,188.24,225.1,9.98,3.41,31.2,7.62,,157.04,5.302,1.812,16.575,83.425,16.575,545.74,6.03,83.8,0.9,5.4,
Turkey,Europe/Asia,Upper-middle,2000,65425957.0,785054993224.0,124.38,127.73,0.0,0.03,31.16,30.88,0.0,93.22,0.0,0.024,25.052,74.948,25.052,574.13,0.01,,,,
Turkey,Europe/Asia,Upper-middle,2001,66245125.0,732284634333.0,122.24,126.39,0.0,0.06,24.34,24.01,0.0,97.9,0.0,0.049,19.912,80.088,19.912,605.29,0.03,,100.0,-21.9,
Turkey,Europe/Asia,Upper-middle,2002,67048792.0,796073298321.0,128.46,131.61,0.0,0.05,33.96,33.68,0.0,94.5,0.0,0.039,26.436,73.564,26.436,536.43,0.02,,-16.7,39.5,
Turkey,Europe/Asia,Upper-middle,2003,67831735.0,848549642280.0,139.54,140.11,0.0,0.06,35.56,35.33,0.0,103.98,0.0,0.043,25.484,74.516,25.484,524.8,0.03,,20.0,4.7,
Turkey,Europe/Asia,Upper-middle,2004,68592621.0,931152861082.0,149.75,149.07,0.0,0.06,46.31,46.08,0.0,103.44,0.0,0.04,30.925,69.075,30.925,494.22,0.03,,0.0,30.2,
Turkey,Europe/Asia,Upper-middle,2005,69329557.0,1017383777200.0,161.63,160.47,0.0,0.06,39.74,39.56,0.0,121.89,0.0,0.037,24.587,75.413,24.587,543.59,0.03,,0.0,-14.2,
Turkey,Europe/Asia,Upper-middle,2006,70045351.0,1096826103018.0,176.25,174.59,0.0,0.13,44.52,44.24,0.0,131.73,0.0,0.074,25.26,74.74,25.26,537.48,0.06,,116.7,12.0,
Turkey,Europe/Asia,Upper-middle,2007,70750593.0,1158406990670.0,191.52,189.96,0.0,0.36,36.46,35.85,0.0,155.06,0.0,0.188,19.037,80.963,19.037,577.8,0.16,,176.9,-18.1,
Turkey,Europe/Asia,Upper-middle,2008,71562343.0,1179868355277.0,198.37,198.04,0.0,0.85,34.42,33.27,0.0,163.95,0.0,0.428,17.351,82.649,17.351,593.54,0.38,,136.1,-5.6,
Turkey,Europe/Asia,Upper-middle,2009,72464846.0,1122756788420.0,194.81,194.08,0.0,1.5,38.15,35.96,0.0,156.66,0.0,0.77,19.583,80.417,19.583,577.02,0.68,,76.5,10.8,
Turkey,Europe/Asia,Upper-middle,2010,73346766.0,1240496805446.0,211.18,210.41,0.0,2.92,55.72,51.8,0.0,155.46,0.0,1.383,26.385,73.615,26.385,525.05,1.31,,94.7,46.1,
Turkey,Europe/Asia,Upper-middle,2011,74215203.0,1364782716000.0,229.39,230.3,0.0,4.72,58.09,52.34,0.0,171.3,0.0,2.058,25.324,74.676,25.324,541.0,2.12,,61.6,4.3,
Turkey,Europe/Asia,Upper-middle,2012,75197196.0,1430132002360.0,239.49,242.36,0.0,5.86,65.21,57.86,0.0,174.28,0.0,2.447,27.229,72.771,27.229,527.79,2.64,,24.2,12.3,
Turkey,Europe/Asia,Upper-middle,2013,76403032.0,1551491738617.0,240.15,246.35,0.0,7.56,69.22,59.42,0.0,170.93,0.0,3.148,28.824,71.176,28.824,509.97,3.4,,29.0,6.1,
Turkey,Europe/Asia,Upper-middle,2014,78036154.0,1628131977724.0,251.95,257.21,0.02,8.52,52.62,40.64,0.0,199.33,0.008,3.382,20.885,79.115,20.885,567.26,3.84,inf,12.7,-24.0,
Turkey,Europe/Asia,Upper-middle,2015,80014222.0,1727192876718.0,261.77,265.71,0.19,11.65,83.65,67.15,0.0,178.12,0.073,4.45,31.956,68.044,31.956,504.64,5.33,850.0,36.7,59.0,
Turkey,Europe/Asia,Upper-middle,2016,81652087.0,1784590365590.0,274.4,279.28,1.04,15.52,90.24,67.23,0.0,184.16,0.379,5.656,32.886,67.114,32.886,522.78,7.45,447.4,33.2,7.9,
Turkey,Europe/Asia,Upper-middle,2017,83083667.0,1918472081554.0,297.29,296.71,2.89,17.9,87.24,58.22,0.0,210.05,0.972,6.021,29.345,70.655,29.345,534.26,9.36,177.9,15.3,-3.3,
Turkey,Europe/Asia,Upper-middle,2018,84415966.0,1975637604336.0,300.15,299.52,7.8,19.86,96.82,59.75,0.0,203.33,2.599,6.617,32.257,67.743,32.257,541.83,12.45,169.9,10.9,11.0,
Turkey,Europe/Asia,Upper-middle,2019,85357670.0,1991116616493.0,300.18,299.6,9.57,21.63,131.47,88.64,0.0,168.71,3.188,7.206,43.797,56.203,43.797,488.44,14.04,22.7,8.9,35.8,
Turkey,Europe/Asia,Upper-middle,2020,86091691.0,2029749392174.0,302.0,301.41,11.2,24.61,127.33,77.86,0.0,174.67,3.709,8.149,42.162,57.838,42.162,482.45,16.11,17.0,13.8,-3.1,
Turkey,Europe/Asia,Upper-middle,2021,86686254.0,2260196231771.0,327.88,326.03,13.28,31.02,116.07,55.51,0.0,211.81,4.05,9.461,35.4,64.6,35.4,500.61,19.93,18.6,26.0,-8.8,Net zero 2053 pledge
